"",BBK01.OUP365,BBK01.OUP365_FLAGS
"",Loans to foreign non-banks for over five years / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:30,
1999-01,2.650,
1999-02,2.791,
1999-03,2.830,
1999-04,2.913,
1999-05,2.920,
1999-06,2.949,
1999-07,2.953,
1999-08,3.049,
1999-09,2.961,
1999-10,3.058,
1999-11,3.098,
1999-12,3.122,
2000-01,3.320,
2000-02,3.224,
2000-03,3.169,
2000-04,3.313,
2000-05,3.262,
2000-06,3.123,
2000-07,3.192,
2000-08,3.192,
2000-09,3.241,
2000-10,3.363,
2000-11,3.246,
2000-12,3.333,
2001-01,3.591,
2001-02,3.574,
2001-03,3.590,
2001-04,3.537,
2001-05,3.705,
2001-06,3.658,
2001-07,3.591,
2001-08,3.467,
2001-09,3.491,
2001-10,3.592,
2001-11,3.741,
2001-12,3.762,
2002-01,3.743,
2002-02,3.675,
2002-03,5.275,
2002-04,5.384,
2002-05,18.526,
2002-06,14.663,
2002-07,14.531,
2002-08,14.465,
2002-09,13.176,
2002-10,13.055,
2002-11,12.854,
2002-12,12.391,
2003-01,12.203,
2003-02,12.230,
2003-03,12.019,
2003-04,11.887,
2003-05,11.569,
2003-06,14.435,
2003-07,14.005,
2003-08,14.180,
2003-09,14.207,
2003-10,14.320,
2003-11,14.212,
2003-12,13.961,
2004-01,13.973,
2004-02,14.424,
2004-03,17.320,
2004-04,17.178,
2004-05,17.249,
2004-06,17.914,
2004-07,18.150,
2004-08,18.011,
2004-09,17.405,
2004-10,17.258,
2004-11,17.115,
2004-12,17.604,
2005-01,18.081,
2005-02,18.287,
2005-03,19.335,
2005-04,22.469,
2005-05,22.617,
2005-06,22.984,
2005-07,23.029,
2005-08,23.119,
2005-09,23.742,
2005-10,24.034,
2005-11,23.047,
2005-12,28.678,
2006-01,27.589,
2006-02,28.124,
2006-03,28.345,
2006-04,27.488,
2006-05,27.160,
2006-06,28.000,
2006-07,28.258,
2006-08,28.385,
2006-09,25.724,
2006-10,26.025,
2006-11,25.628,
2006-12,25.706,
2007-01,25.614,
2007-02,25.059,
2007-03,25.208,
2007-04,24.364,
2007-05,24.806,
2007-06,25.181,
2007-07,25.543,
2007-08,25.945,
2007-09,26.056,
2007-10,27.155,
2007-11,27.282,
2007-12,27.095,
2008-01,27.405,
2008-02,28.843,
2008-03,18.981,
2008-04,19.365,
2008-05,19.546,
2008-06,19.125,
2008-07,19.478,
2008-08,19.708,
2008-09,20.192,
2008-10,20.854,
2008-11,20.820,
2008-12,20.519,
2009-01,20.941,
2009-02,21.183,
2009-03,20.956,
2009-04,21.152,
2009-05,20.460,
2009-06,20.327,
2009-07,20.347,
2009-08,20.436,
2009-09,20.418,
2009-10,19.818,
2009-11,19.607,
2009-12,19.690,
2010-01,19.682,
2010-02,20.019,
2010-03,18.957,
2010-04,19.048,
2010-05,19.683,
2010-06,21.442,
2010-07,21.042,
2010-08,20.489,
2010-09,20.187,
2010-10,20.118,
2010-11,21.325,
2010-12,21.224,
2011-01,20.762,
2011-02,21.172,
2011-03,20.908,
2011-04,20.254,
2011-05,20.539,
2011-06,21.783,
2011-07,22.248,
2011-08,21.774,
2011-09,22.391,
2011-10,22.500,
2011-11,23.172,
2011-12,23.016,
2012-01,23.534,
2012-02,23.360,
2012-03,22.966,
2012-04,21.367,
2012-05,21.918,
2012-06,21.791,
2012-07,22.161,
2012-08,21.822,
2012-09,21.413,
2012-10,21.212,
2012-11,21.189,
2012-12,21.080,
2013-01,20.723,
2013-02,21.241,
2013-03,19.780,
2013-04,16.765,
2013-05,16.751,
2013-06,16.370,
2013-07,16.458,
2013-08,16.281,
2013-09,16.007,
2013-10,15.959,
2013-11,15.874,
2013-12,15.728,
2014-01,15.642,
2014-02,15.576,
2014-03,15.461,
2014-04,15.129,
2014-05,15.150,
2014-06,14.785,
2014-07,15.128,
2014-08,14.966,
2014-09,15.038,
2014-10,14.958,
2014-11,15.206,
2014-12,14.949,Provisional value
