"",BBDE1.M.DE.W.AEA1.P2XF10000.B2.V.I10.A,BBDE1.M.DE.W.AEA1.P2XF10000.B2.V.I10.A_FLAGS
"","Orders received / At current prices, flows / Germany / Industrial clients / Calendar adjusted only",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 08:07:22,
1991-01,102.2,
1991-02,99.8,
1991-03,145.7,
1991-04,121.7,
1991-05,143.0,
1991-06,150.9,
1991-07,137.7,
1991-08,143.3,
1991-09,170.4,
1991-10,137.4,
1991-11,126.8,
1991-12,125.0,
1992-01,120.7,
1992-02,135.3,
1992-03,181.1,
1992-04,143.9,
1992-05,150.2,
1992-06,181.1,
1992-07,153.7,
1992-08,155.6,
1992-09,161.4,
1992-10,143.2,
1992-11,135.8,
1992-12,177.6,
1993-01,127.3,
1993-02,126.1,
1993-03,173.4,
1993-04,150.1,
1993-05,151.8,
1993-06,173.0,
1993-07,161.6,
1993-08,153.3,
1993-09,164.2,
1993-10,160.7,
1993-11,146.1,
1993-12,158.1,
1994-01,143.1,
1994-02,131.3,
1994-03,174.8,
1994-04,161.6,
1994-05,164.7,
1994-06,184.2,
1994-07,157.5,
1994-08,156.8,
1994-09,166.7,
1994-10,156.8,
1994-11,161.4,
1994-12,188.3,
1995-01,151.7,
1995-02,141.6,
1995-03,179.4,
1995-04,160.6,
1995-05,153.9,
1995-06,186.6,
1995-07,166.8,
1995-08,160.6,
1995-09,178.6,
1995-10,154.5,
1995-11,137.0,
1995-12,140.8,
1996-01,140.9,
1996-02,126.3,
1996-03,147.3,
1996-04,123.8,
1996-05,143.9,
1996-06,167.6,
1996-07,150.6,
1996-08,149.4,
1996-09,151.3,
1996-10,135.2,
1996-11,122.5,
1996-12,145.2,
1997-01,111.2,
1997-02,123.7,
1997-03,146.9,
1997-04,119.3,
1997-05,135.1,
1997-06,150.0,
1997-07,128.7,
1997-08,134.5,
1997-09,141.3,
1997-10,120.2,
1997-11,112.3,
1997-12,128.0,
1998-01,89.0,
1998-02,111.7,
1998-03,142.9,
1998-04,134.8,
1998-05,126.8,
1998-06,132.4,
1998-07,133.9,
1998-08,126.7,
1998-09,150.7,
1998-10,136.0,
1998-11,118.0,
1998-12,126.1,
1999-01,105.4,
1999-02,121.6,
1999-03,135.4,
1999-04,128.7,
1999-05,135.7,
1999-06,153.8,
1999-07,133.8,
1999-08,126.0,
1999-09,143.2,
1999-10,131.8,
1999-11,108.8,
1999-12,111.3,
2000-01,96.3,
2000-02,107.6,
2000-03,139.1,
2000-04,120.2,
2000-05,129.5,
2000-06,132.1,
2000-07,127.5,
2000-08,109.4,
2000-09,141.3,
2000-10,113.5,
2000-11,109.5,
2000-12,119.9,
2001-01,96.0,
2001-02,92.9,
2001-03,131.0,
2001-04,123.7,
2001-05,126.1,
2001-06,135.4,
2001-07,122.2,
2001-08,120.4,
2001-09,130.1,
2001-10,106.7,
2001-11,111.6,
2001-12,106.7,
2002-01,82.3,
2002-02,100.1,
2002-03,154.5,
2002-04,114.8,
2002-05,107.7,
2002-06,124.5,
2002-07,115.2,
2002-08,103.4,
2002-09,121.9,
2002-10,101.2,
2002-11,91.6,
2002-12,107.4,
2003-01,74.4,
2003-02,81.1,
2003-03,104.7,
2003-04,98.9,
2003-05,100.0,
2003-06,112.1,
2003-07,104.2,
2003-08,92.1,
2003-09,106.9,
2003-10,90.5,
2003-11,89.5,
2003-12,82.5,
2004-01,79.4,
2004-02,91.0,
2004-03,86.9,
2004-04,87.3,
2004-05,78.7,
2004-06,99.9,
2004-07,86.6,
2004-08,89.4,
2004-09,96.4,
2004-10,87.1,
2004-11,75.1,
2004-12,95.0,
2005-01,60.9,
2005-02,65.6,
2005-03,99.7,
2005-04,84.0,
2005-05,85.5,
2005-06,102.9,
2005-07,90.0,
2005-08,98.6,
2005-09,107.0,
2005-10,90.2,
2005-11,90.4,
2005-12,102.0,
2006-01,64.0,
2006-02,78.2,
2006-03,102.0,
2006-04,98.3,
2006-05,107.0,
2006-06,106.0,
2006-07,102.4,
2006-08,104.6,
2006-09,113.5,
2006-10,101.6,
2006-11,96.8,
2006-12,101.0,
2007-01,83.2,
2007-02,93.3,
2007-03,122.6,
2007-04,112.3,
2007-05,112.3,
2007-06,124.7,
2007-07,124.6,
2007-08,99.0,
2007-09,112.6,
2007-10,116.3,
2007-11,100.8,
2007-12,99.6,
2008-01,104.3,
2008-02,89.6,
2008-03,116.1,
2008-04,122.4,
2008-05,110.8,
2008-06,130.5,
