"",BBK01.OUL303,BBK01.OUL303_FLAGS
"",Savings deposits of local government and local government associations / Total / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:50,
1999-01,0.403,
1999-02,0.405,
1999-03,0.404,
1999-04,0.407,
1999-05,0.419,
1999-06,0.422,
1999-07,0.417,
1999-08,0.430,
1999-09,0.429,
1999-10,0.423,
1999-11,0.433,
1999-12,0.443,
2000-01,0.436,
2000-02,0.444,
2000-03,0.433,
2000-04,0.424,
2000-05,0.410,
2000-06,0.405,
2000-07,0.387,
2000-08,0.391,
2000-09,0.383,
2000-10,0.378,
2000-11,0.372,
2000-12,0.369,
2001-01,0.348,
2001-02,0.349,
2001-03,0.345,
2001-04,0.335,
2001-05,0.330,
2001-06,0.325,
2001-07,0.303,
2001-08,0.294,
2001-09,0.283,
2001-10,0.279,
2001-11,0.285,
2001-12,0.286,
2002-01,0.281,
2002-02,0.279,
2002-03,0.267,
2002-04,0.264,
2002-05,0.266,
2002-06,0.258,
2002-07,0.250,
2002-08,0.254,
2002-09,0.247,
2002-10,0.241,
2002-11,0.238,
2002-12,0.244,
2003-01,0.249,
2003-02,0.256,
2003-03,0.254,
2003-04,0.254,
2003-05,0.257,
2003-06,0.256,
2003-07,0.253,
2003-08,0.254,
2003-09,0.251,
2003-10,0.246,
2003-11,0.248,
2003-12,0.255,
2004-01,0.241,
2004-02,0.246,
2004-03,0.247,
2004-04,0.255,
2004-05,0.261,
2004-06,0.262,
2004-07,0.261,
2004-08,0.261,
2004-09,0.270,
2004-10,0.272,
2004-11,0.273,
2004-12,0.284,
2005-01,0.284,
2005-02,0.280,
2005-03,0.286,
2005-04,0.290,
2005-05,0.295,
2005-06,0.293,
2005-07,0.290,
2005-08,0.289,
2005-09,0.291,
2005-10,0.292,
2005-11,0.301,
2005-12,0.304,
2006-01,0.290,
2006-02,0.290,
2006-03,0.292,
2006-04,0.285,
2006-05,0.293,
2006-06,0.289,
2006-07,0.277,
2006-08,0.280,
2006-09,0.274,
2006-10,0.264,
2006-11,0.258,
2006-12,0.262,
2007-01,0.259,
2007-02,0.254,
2007-03,0.257,
2007-04,0.254,
2007-05,0.254,
2007-06,0.245,
2007-07,0.241,
2007-08,0.240,
2007-09,0.233,
2007-10,0.224,
2007-11,0.219,
2007-12,0.215,
2008-01,0.205,
2008-02,0.199,
2008-03,0.199,
2008-04,0.190,
2008-05,0.188,
2008-06,0.185,
2008-07,0.178,
2008-08,0.179,
2008-09,0.173,
2008-10,0.168,
2008-11,0.169,
2008-12,0.173,
2009-01,0.183,
2009-02,0.203,
2009-03,0.210,
2009-04,0.214,
2009-05,0.234,
2009-06,0.242,
2009-07,0.259,
2009-08,0.279,
2009-09,0.301,
2009-10,0.313,
2009-11,0.338,
2009-12,0.351,
2010-01,0.350,
2010-02,0.351,
2010-03,0.369,
2010-04,0.368,
2010-05,0.381,
2010-06,0.389,
2010-07,0.395,
2010-08,0.395,
2010-09,0.397,
2010-10,0.396,
2010-11,0.400,
2010-12,0.407,
2011-01,0.408,
2011-02,0.412,
2011-03,0.415,
2011-04,0.415,
2011-05,0.421,
2011-06,0.418,
2011-07,0.418,
2011-08,0.421,
2011-09,0.423,
2011-10,0.426,
2011-11,0.428,
2011-12,0.430,
2012-01,0.393,
2012-02,0.403,
2012-03,0.412,
2012-04,0.405,
2012-05,0.419,
2012-06,0.417,
2012-07,0.423,
2012-08,0.445,
2012-09,0.454,
2012-10,0.454,
2012-11,0.454,
2012-12,0.497,
2013-01,0.500,
2013-02,0.517,
2013-03,0.555,
2013-04,0.567,
2013-05,0.602,
2013-06,0.602,
2013-07,0.621,
2013-08,0.640,
2013-09,0.641,
2013-10,0.644,
2013-11,0.664,
2013-12,0.653,
2014-01,0.646,
2014-02,0.670,
2014-03,0.674,
2014-04,0.667,
2014-05,0.666,
2014-06,0.659,
2014-07,0.634,
2014-08,0.657,
2014-09,0.651,
2014-10,0.629,
2014-11,0.636,
2014-12,0.628,Provisional value
