"",BBFB1.M.N.DE.W1.S1.S1.T.C.SC13._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.SC13._Z._Z._Z._T._X.N_FLAGS
"",Current account / Transport / Sea transport / Sonstige / Receipts / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:37:11,
1991-01,78.355,
1991-02,69.780,
1991-03,97.816,
1991-04,72.466,
1991-05,68.277,
1991-06,74.047,
1991-07,71.964,
1991-08,73.183,
1991-09,93.281,
1991-10,85.532,
1991-11,75.058,
1991-12,83.353,
1992-01,64.745,
1992-02,74.720,
1992-03,54.024,
1992-04,80.530,
1992-05,82.987,
1992-06,71.920,
1992-07,83.515,
1992-08,59.106,
1992-09,72.520,
1992-10,80.088,
1992-11,79.637,
1992-12,79.708,
1993-01,60.342,
1993-02,102.386,
1993-03,68.304,
1993-04,90.666,
1993-05,69.824,
1993-06,94.768,
1993-07,60.627,
1993-08,65.402,
1993-09,85.066,
1993-10,65.472,
1993-11,93.310,
1993-12,66.175,
1994-01,79.335,
1994-02,66.058,
1994-03,82.534,
1994-04,69.947,
1994-05,58.107,
1994-06,75.657,
1994-07,63.637,
1994-08,57.019,
1994-09,72.414,
1994-10,54.871,
1994-11,70.118,
1994-12,54.044,
1995-01,67.779,
1995-02,50.787,
1995-03,54.931,
1995-04,40.428,
1995-05,71.203,
1995-06,64.088,
1995-07,58.325,
1995-08,75.383,
1995-09,61.333,
1995-10,79.292,
1995-11,71.102,
1995-12,66.580,
1996-01,61.712,
1996-02,78.676,
1996-03,44.235,
1996-04,63.326,
1996-05,66.317,
1996-06,68.344,
1996-07,53.963,
1996-08,77.154,
1996-09,62.303,
1996-10,67.384,
1996-11,41.718,
1996-12,57.181,
1997-01,77.205,
1997-02,59.698,
1997-03,52.951,
1997-04,57.865,
1997-05,71.585,
1997-06,57.798,
1997-07,80.438,
1997-08,65.102,
1997-09,88.928,
1997-10,72.944,
1997-11,68.800,
1997-12,85.994,
1998-01,52.277,
1998-02,74.307,
1998-03,78.242,
1998-04,67.294,
1998-05,48.668,
1998-06,95.111,
1998-07,79.887,
1998-08,70.791,
1998-09,78.514,
1998-10,69.102,
1998-11,58.940,
1998-12,83.146,
1999-01,69.790,
1999-02,57.769,
1999-03,57.907,
1999-04,88.541,
1999-05,65.808,
1999-06,75.569,
1999-07,72.199,
1999-08,65.394,
1999-09,63.920,
1999-10,78.465,
1999-11,68.586,
1999-12,60.013,
2000-01,81.315,
2000-02,63.920,
2000-03,95.702,
2000-04,68.884,
2000-05,70.130,
2000-06,94.949,
2000-07,85.127,
2000-08,83.002,
2000-09,84.964,
2000-10,71.433,
2000-11,89.263,
2000-12,82.100,
2001-01,59.142,
2001-02,93.777,
2001-03,86.348,
2001-04,79.945,
2001-05,97.214,
2001-06,101.947,
2001-07,86.392,
2001-08,100.596,
2001-09,73.900,
2001-10,93.137,
2001-11,76.351,
2001-12,72.422,
2002-01,80.940,
2002-02,84.111,
2002-03,85.505,
2002-04,88.895,
2002-05,72.779,
2002-06,94.863,
2002-07,93.330,
2002-08,87.821,
2002-09,78.048,
2002-10,89.475,
2002-11,82.993,
2002-12,81.065,
2003-01,92.267,
2003-02,78.782,
2003-03,82.824,
2003-04,87.718,
2003-05,99.366,
2003-06,94.954,
2003-07,98.174,
2003-08,91.176,
2003-09,87.081,
2003-10,87.634,
2003-11,89.758,
2003-12,80.627,
2004-01,57.350,
2004-02,67.626,
2004-03,70.277,
2004-04,71.695,
2004-05,73.155,
2004-06,72.810,
2004-07,76.589,
2004-08,74.679,
2004-09,69.122,
2004-10,73.227,
2004-11,77.304,
2004-12,82.972,
2005-01,65.681,
2005-02,68.285,
2005-03,69.651,
2005-04,74.325,
2005-05,85.300,
2005-06,93.111,
2005-07,78.129,
2005-08,82.354,
2005-09,93.813,
2005-10,88.866,
2005-11,87.326,
2005-12,90.678,
2006-01,85.014,
2006-02,78.280,
2006-03,95.573,
2006-04,76.306,
2006-05,98.712,
2006-06,95.468,
2006-07,81.178,
2006-08,101.062,
2006-09,92.289,
2006-10,87.098,
2006-11,99.561,
2006-12,91.368,
2007-01,104.398,
2007-02,85.953,
2007-03,101.181,
2007-04,107.348,
2007-05,99.635,
2007-06,96.310,
2007-07,109.408,
2007-08,114.753,
2007-09,100.361,
2007-10,107.157,
2007-11,102.306,
2007-12,98.481,
2008-01,121.110,
2008-02,114.094,
2008-03,110.723,
2008-04,128.609,
2008-05,126.029,
2008-06,131.055,
2008-07,125.026,
2008-08,118.839,
2008-09,108.710,
2008-10,124.852,
2008-11,111.558,
2008-12,113.226,
2009-01,117.659,
2009-02,111.520,
2009-03,109.934,
2009-04,89.673,
2009-05,93.365,
2009-06,95.438,
2009-07,105.643,
2009-08,91.081,
2009-09,103.524,
2009-10,93.490,
2009-11,94.062,
2009-12,103.454,
2010-01,144.486,
2010-02,135.590,
2010-03,160.819,
2010-04,142.742,
2010-05,151.917,
2010-06,159.218,
2010-07,154.909,
2010-08,161.814,
2010-09,148.702,
2010-10,137.784,
2010-11,160.270,
2010-12,155.480,
2011-01,142.827,
2011-02,140.248,
2011-03,174.307,
2011-04,162.235,
2011-05,172.863,
2011-06,172.359,
2011-07,170.511,
2011-08,187.460,
2011-09,174.324,
2011-10,171.270,
2011-11,168.653,
2011-12,157.482,
2012-01,174.955,
2012-02,158.003,
2012-03,180.594,
2012-04,161.671,
2012-05,193.847,
2012-06,161.418,
2012-07,183.410,
2012-08,182.299,
2012-09,168.701,
2012-10,185.288,
2012-11,174.041,
2012-12,149.180,
2013-01,199.128,
2013-02,199.359,
2013-03,202.629,
2013-04,221.253,
2013-05,207.598,
2013-06,195.964,
2013-07,204.613,
2013-08,189.724,
2013-09,172.313,
2013-10,188.176,
2013-11,189.436,
2013-12,203.176,
2014-01,145.702,
