"",BBK01.OEXB17H,BBK01.OEXB17H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:06,
2002-01,11.086,
2002-04,11.532,
2002-07,11.773,
2002-10,11.742,
2003-01,12.003,
2003-04,11.993,
2003-07,12.203,
2003-10,12.232,
2004-01,12.526,
2004-04,13.043,
2004-07,12.304,
2004-10,10.413,
2005-01,10.660,
2005-04,10.875,
2005-07,11.180,
2005-10,11.232,
2006-01,11.404,
2006-04,11.650,
2006-07,11.799,
2006-10,12.185,
2007-01,12.235,
2007-04,12.331,
2007-07,12.535,
2007-10,12.503,
2008-01,12.552,
2008-04,12.568,
2008-07,12.855,
2008-10,12.928,
2009-01,13.033,
2009-04,13.281,
2009-07,13.694,
2009-10,13.626,
2010-01,13.611,
2010-04,14.544,
2010-07,14.742,
2010-10,14.689,
2011-01,15.043,
2011-04,15.438,
2011-07,17.776,
2011-10,17.831,
2012-01,17.965,
2012-04,18.294,
2012-07,18.441,
2012-10,18.648,
2013-01,18.791,
2013-04,18.912,
2013-07,19.149,
2013-10,19.273,
2014-01,19.306,
2014-04,19.531,
2014-07,19.709,
