"",BBK01.OUD309,BBK01.OUD309_FLAGS
"",Time deposits of the federal states / Total / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:24:20,
1999-01,0.117,
1999-02,0.133,
1999-03,0.193,
1999-04,0.187,
1999-05,0.170,
1999-06,0.755,
1999-07,0.402,
1999-08,0.198,
1999-09,0.678,
1999-10,0.474,
1999-11,0.172,
1999-12,0.401,
2000-01,0.282,
2000-02,0.261,
2000-03,0.295,
2000-04,0.212,
2000-05,0.230,
2000-06,0.772,
2000-07,0.459,
2000-08,0.655,
2000-09,0.782,
2000-10,0.864,
2000-11,0.510,
2000-12,0.396,
2001-01,0.732,
2001-02,0.655,
2001-03,0.530,
2001-04,0.712,
2001-05,0.459,
2001-06,0.619,
2001-07,0.726,
2001-08,0.716,
2001-09,0.769,
2001-10,0.616,
2001-11,0.471,
2001-12,0.456,
2002-01,0.704,
2002-02,0.638,
2002-03,0.526,
2002-04,0.394,
2002-05,0.362,
2002-06,0.608,
2002-07,0.648,
2002-08,0.653,
2002-09,0.529,
2002-10,0.565,
2002-11,0.270,
2002-12,0.287,
2003-01,0.534,
2003-02,0.812,
2003-03,0.612,
2003-04,0.580,
2003-05,0.726,
2003-06,1.415,
2003-07,0.674,
2003-08,0.435,
2003-09,0.547,
2003-10,0.436,
2003-11,0.266,
2003-12,0.146,
2004-01,1.017,
2004-02,1.100,
2004-03,0.912,
2004-04,0.887,
2004-05,0.918,
2004-06,1.213,
2004-07,1.450,
2004-08,0.927,
2004-09,1.690,
2004-10,1.194,
2004-11,0.508,
2004-12,0.328,
2005-01,0.733,
2005-02,0.877,
2005-03,1.077,
2005-04,0.983,
2005-05,0.825,
2005-06,1.077,
2005-07,0.744,
2005-08,0.662,
2005-09,0.725,
2005-10,0.503,
2005-11,0.238,
2005-12,0.083,
2006-01,0.488,
2006-02,0.585,
2006-03,0.798,
2006-04,0.541,
2006-05,0.657,
2006-06,1.337,
2006-07,0.850,
2006-08,0.354,
2006-09,0.681,
2006-10,1.022,
2006-11,0.374,
2006-12,0.217,
2007-01,0.668,
2007-02,0.606,
2007-03,0.704,
2007-04,0.756,
2007-05,0.740,
2007-06,1.050,
2007-07,1.213,
2007-08,1.007,
2007-09,1.010,
2007-10,0.512,
2007-11,1.106,
2007-12,1.937,
2008-01,1.770,
2008-02,1.609,
2008-03,1.278,
2008-04,1.560,
2008-05,1.766,
2008-06,2.794,
2008-07,3.039,
2008-08,3.214,
2008-09,2.399,
2008-10,1.584,
2008-11,0.824,
2008-12,0.495,
2009-01,0.783,
2009-02,0.794,
2009-03,0.841,
2009-04,0.860,
2009-05,1.056,
2009-06,1.436,
2009-07,1.113,
2009-08,0.704,
2009-09,0.928,
2009-10,0.821,
2009-11,0.816,
2009-12,0.573,
2010-01,1.040,
2010-02,1.320,
2010-03,1.342,
2010-04,1.296,
2010-05,1.079,
2010-06,1.334,
2010-07,1.414,
2010-08,1.571,
2010-09,1.739,
2010-10,1.462,
2010-11,1.285,
2010-12,1.280,
2011-01,1.144,
2011-02,1.193,
2011-03,1.592,
2011-04,1.488,
2011-05,1.850,
2011-06,1.655,
2011-07,1.427,
2011-08,1.419,
2011-09,1.298,
2011-10,1.412,
2011-11,1.124,
2011-12,0.824,
2012-01,1.002,
2012-02,1.589,
2012-03,1.684,
2012-04,1.731,
2012-05,1.663,
2012-06,1.598,
2012-07,1.323,
2012-08,0.906,
2012-09,0.649,
2012-10,0.779,
2012-11,0.698,
2012-12,5.988,
2013-01,3.315,
2013-02,2.651,
2013-03,3.644,
2013-04,2.355,
2013-05,2.224,
2013-06,1.882,
2013-07,2.263,
2013-08,2.364,
2013-09,2.309,
2013-10,2.274,
2013-11,2.815,
2013-12,2.556,
2014-01,1.900,
2014-02,1.853,
2014-03,1.929,
2014-04,1.435,
2014-05,1.603,
2014-06,1.846,
2014-07,1.557,
2014-08,2.208,
2014-09,1.631,
2014-10,1.611,
2014-11,1.320,
2014-12,1.436,Provisional value
