"",BBK01.OEAC31G,BBK01.OEAC31G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:52:50,
2002-01,17.535,
2002-04,18.695,
2002-07,18.904,
2002-10,19.303,
2003-01,18.373,
2003-04,17.940,
2003-07,17.863,
2003-10,18.402,
2004-01,18.434,
2004-04,18.667,
2004-07,18.236,
2004-10,17.917,
2005-01,17.682,
2005-04,17.471,
2005-07,17.905,
2005-10,17.508,
2006-01,17.814,
2006-04,17.589,
2006-07,17.614,
2006-10,16.443,
2007-01,16.497,
2007-04,16.550,
2007-07,17.039,
2007-10,17.395,
2008-01,17.074,
2008-04,17.503,
2008-07,18.626,
2008-10,19.200,
2009-01,21.685,
2009-04,23.719,
2009-07,25.241,
2009-10,25.285,
2010-01,25.223,
2010-04,25.339,
2010-07,25.510,
2010-10,26.635,
2011-01,26.685,
2011-04,25.930,
2011-07,26.579,
2011-10,27.751,
2012-01,27.453,
2012-04,27.390,
2012-07,27.238,
2012-10,27.484,
2013-01,27.069,
2013-04,26.974,
2013-07,25.684,
2013-10,26.804,
2014-01,26.376,
2014-04,25.887,
2014-07,25.848,
