"",BBK01.QUY437,BBK01.QUY437_FLAGS
"",Consolidated German banks: Foreign shares issued by foreign enterprises and households / EU member states / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:02,
2002-03,39.001,
2002-04,47.197,
2002-05,34.918,
2002-06,28.178,
2002-07,27.160,
2002-08,26.497,
2002-09,14.867,
2002-10,22.163,
2002-11,19.239,
2002-12,17.619,
2003-01,24.715,
2003-02,16.759,
2003-03,12.748,
2003-04,18.676,
2003-05,13.708,
2003-06,15.845,
2003-07,19.289,
2003-08,21.020,
2003-09,20.992,
2003-10,26.841,
2003-11,28.904,
2003-12,27.498,
2004-01,29.412,
2004-02,34.517,
2004-03,35.248,
2004-04,39.388,
2004-05,30.938,
2004-06,32.144,
2004-07,33.466,
2004-08,30.160,
2004-09,30.736,
2004-10,29.086,
2004-11,34.312,
2004-12,39.467,
2005-01,41.391,
2005-02,45.561,
2005-03,44.135,
2005-04,47.035,
2005-05,52.269,
2005-06,48.994,
2005-07,46.714,
2005-08,50.085,
2005-09,58.202,
2005-10,54.446,
2005-11,68.607,
2005-12,41.070,
2006-01,41.282,
2006-02,49.835,
2006-03,48.313,
2006-04,48.182,
2006-05,49.909,
2006-06,38.023,
2006-07,39.284,
2006-08,37.101,
2006-09,43.128,
2006-10,41.770,
2006-11,48.851,
2006-12,48.394,
2007-01,74.124,
2007-02,56.163,
2007-03,60.953,
2007-04,51.251,
2007-05,53.345,
2007-06,57.204,
2007-07,56.606,
2007-08,52.297,
2007-09,56.392,
2007-10,59.574,
2007-11,67.956,
2007-12,57.675,
2008-01,49.767,
2008-02,41.984,
2008-03,42.507,
2008-04,42.138,
2008-05,45.442,
2008-06,40.858,
2008-07,40.996,
2008-08,37.225,
2008-09,32.879,
2008-10,34.911,
2008-11,35.133,
2008-12,30.636,
2009-01,36.192,
2009-02,32.905,
2009-03,34.441,
2009-04,34.324,
2009-05,35.727,
2009-06,35.810,
2009-07,36.693,
2009-08,41.912,
2009-09,48.608,
2009-10,52.292,
2009-11,64.412,
2009-12,42.867,
2010-01,43.219,
2010-02,44.153,
2010-03,36.975,
2010-04,33.157,
2010-05,33.441,
2010-06,35.582,
2010-07,35.169,
2010-08,43.720,
2010-09,34.711,
2010-10,44.134,
2010-11,59.455,
2010-12,38.990,
2011-01,46.326,
2011-02,57.832,
2011-03,47.812,
2011-04,54.791,
2011-05,58.806,
2011-06,50.500,
2011-07,73.508,
2011-08,50.497,
2011-09,39.985,
2011-10,49.797,
2011-11,56.717,
2011-12,59.976,
2012-01,74.108,
2012-02,92.372,
2012-03,66.247,
2012-04,40.842,
2012-05,43.942,
2012-06,43.139,
2012-07,45.881,
2012-08,48.479,
2012-09,40.531,
2012-10,51.160,
2012-11,49.124,
2012-12,45.108,
2013-01,51.721,
2013-02,52.130,
2013-03,47.934,
2013-04,49.369,
2013-05,52.161,
2013-06,42.677,
2013-07,49.753,
2013-08,47.772,
2013-09,42.118,
2013-10,48.752,
2013-11,52.629,
2013-12,44.182,
2014-01,50.779,
2014-02,53.389,
2014-03,44.664,
2014-04,45.890,
2014-05,54.196,
2014-06,52.444,
2014-07,60.883,
2014-08,59.161,
2014-09,51.480,
2014-10,51.984,
