"",BBK01.OUN106,BBK01.OUN106_FLAGS
"",Domestic bank debt securities / with a maturity  of up to and including 2 years / Special purpose banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:54,
1993-12,0.110,
1994-01,0.049,
1994-02,0.018,
1994-03,0.018,
1994-04,0.087,
1994-05,0.087,
1994-06,0.066,
1994-07,0.018,
1994-08,0.003,
1994-09,-,Nothing exists
1994-10,-,Nothing exists
1994-11,-,Nothing exists
1994-12,-,Nothing exists
1995-01,-,Nothing exists
1995-02,-,Nothing exists
1995-03,-,Nothing exists
1995-04,-,Nothing exists
1995-05,-,Nothing exists
1995-06,-,Nothing exists
1995-07,-,Nothing exists
1995-08,-,Nothing exists
1995-09,0.026,
1995-10,0.010,
1995-11,0.041,
1995-12,0.112,
1996-01,0.112,
1996-02,0.010,
1996-03,0.010,
1996-04,0.010,
1996-05,0.013,
1996-06,0.013,
1996-07,0.018,
1996-08,0.018,
1996-09,0.018,
1996-10,0.018,
1996-11,0.018,
1996-12,0.018,
1997-01,0.020,
1997-02,0.120,
1997-03,0.120,
1997-04,0.222,
1997-05,0.223,
1997-06,0.224,
1997-07,0.214,
1997-08,0.214,
1997-09,0.227,
1997-10,0.137,
1997-11,0.137,
1997-12,0.137,
1998-01,0.137,
1998-02,0.038,
1998-03,0.038,
1998-04,0.028,
1998-05,0.028,
1998-06,0.053,
1998-07,0.048,
1998-08,0.051,
1998-09,0.046,
1998-10,0.033,
1998-11,0.033,
1998-12,0.033,
1999-01,0.123,
1999-02,0.123,
1999-03,0.233,
1999-04,0.286,
1999-05,0.652,
1999-06,0.673,
1999-07,0.673,
1999-08,1.104,
1999-09,1.129,
1999-10,1.269,
1999-11,1.375,
1999-12,1.419,
2000-01,1.350,
2000-02,1.242,
2000-03,1.231,
2000-04,0.792,
2000-05,0.975,
2000-06,3.325,
2000-07,3.385,
2000-08,3.405,
2000-09,3.485,
2000-10,3.606,
2000-11,3.587,
2000-12,3.535,
2001-01,3.631,
2001-02,3.631,
2001-03,4.216,
2001-04,4.535,
2001-05,4.111,
2001-06,2.954,
2001-07,3.274,
2001-08,3.386,
2001-09,3.578,
2001-10,4.003,
2001-11,4.352,
2001-12,4.392,
2002-01,4.237,
2002-02,3.992,
2002-03,3.950,
2002-04,3.780,
2002-05,3.590,
2002-06,3.531,
2002-07,3.273,
2002-08,3.273,
2002-09,3.173,
2002-10,2.621,
2002-11,2.904,
2002-12,2.859,
2003-01,2.804,
2003-02,2.734,
2003-03,2.712,
2003-04,2.098,
2003-05,1.918,
2003-06,1.928,
2003-07,2.572,
2003-08,2.627,
2003-09,2.577,
2003-10,2.393,
2003-11,2.417,
2003-12,2.527,
2004-01,2.477,
2004-02,2.537,
2004-03,2.536,
2004-04,2.539,
2004-05,2.199,
2004-06,1.624,
2004-07,1.746,
2004-08,1.636,
2004-09,1.676,
2004-10,2.139,
2004-11,2.154,
2004-12,2.134,
2005-01,1.937,
2005-02,1.937,
2005-03,1.766,
2005-04,1.611,
2005-05,1.641,
2005-06,1.587,
2005-07,1.717,
2005-08,1.617,
2005-09,1.470,
2005-10,1.447,
2005-11,1.328,
2005-12,1.110,
2006-01,1.101,
2006-02,2.033,
2006-03,2.095,
2006-04,2.288,
2006-05,2.283,
2006-06,2.314,
2006-07,2.090,
2006-08,2.001,
2006-09,1.854,
2006-10,2.388,
2006-11,2.582,
2006-12,2.517,
2007-01,2.202,
2007-02,2.297,
2007-03,2.256,
2007-04,2.307,
2007-05,2.376,
2007-06,3.226,
2007-07,3.122,
2007-08,3.156,
2007-09,3.721,
2007-10,3.841,
2007-11,3.801,
2007-12,3.821,
2008-01,3.751,
2008-02,3.585,
2008-03,3.475,
2008-04,3.391,
2008-05,2.920,
2008-06,3.155,
2008-07,3.013,
2008-08,3.543,
2008-09,3.347,
2008-10,3.357,
2008-11,3.231,
2008-12,3.081,
2009-01,3.000,
2009-02,3.027,
2009-03,3.398,
2009-04,3.463,
2009-05,3.501,
2009-06,3.577,
2009-07,3.552,
2009-08,3.498,
2009-09,3.054,
2009-10,3.098,
2009-11,3.108,
2009-12,2.089,
2010-01,2.181,
2010-02,2.081,
2010-03,1.990,
2010-04,1.790,
2010-05,1.282,
2010-06,1.003,
2010-07,0.958,
2010-08,0.647,
2010-09,0.607,
2010-10,0.523,
2010-11,0.523,
2010-12,0.433,
2011-01,0.503,
2011-02,0.613,
2011-03,0.623,
2011-04,0.649,
2011-05,0.469,
2011-06,0.484,
2011-07,0.479,
2011-08,0.472,
2011-09,0.507,
2011-10,0.521,
2011-11,0.522,
2011-12,0.310,
2012-01,0.210,
2012-02,0.210,
2012-03,0.205,
2012-04,0.205,
2012-05,0.190,
2012-06,0.190,
2012-07,0.102,
2012-08,0.102,
2012-09,0.127,
2012-10,0.127,
2012-11,0.127,
2012-12,0.127,
2013-01,0.127,
2013-02,0.177,
2013-03,0.187,
2013-04,0.182,
2013-05,0.178,
2013-06,0.303,
2013-07,0.258,
2013-08,0.265,
2013-09,0.240,
2013-10,0.215,
2013-11,0.205,
2013-12,0.205,
2014-01,0.168,
2014-02,0.143,
2014-03,0.189,
2014-04,0.211,
2014-05,0.212,
2014-06,0.265,
2014-07,0.266,
2014-08,0.266,
2014-09,0.268,
2014-10,0.228,
2014-11,0.228,
2014-12,0.228,Provisional value
