"",BBK01.OUG154,BBK01.OUG154_FLAGS
"",Sight deposits of local government and local government associations / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:11,
1968-12,0.058,
1969-01,0.039,
1969-02,0.044,
1969-03,0.050,
1969-04,0.043,
1969-05,0.049,
1969-06,0.057,
1969-07,0.046,
1969-08,0.061,
1969-09,0.051,
1969-10,0.045,
1969-11,0.063,
1969-12,0.063,
1970-01,0.041,
1970-02,0.050,
1970-03,0.042,
1970-04,0.042,
1970-05,0.050,
1970-06,0.050,
1970-07,0.047,
1970-08,0.053,
1970-09,0.055,
1970-10,0.057,
1970-11,0.052,
1970-12,0.067,
1971-01,0.047,
1971-02,0.049,
1971-03,0.044,
1971-04,0.060,
1971-05,0.042,
1971-06,0.046,
1971-07,0.048,
1971-08,0.051,
1971-09,0.055,
1971-10,0.059,
1971-11,0.065,
1971-12,0.074,
1972-01,0.052,
1972-02,0.070,
1972-03,0.053,
1972-04,0.083,
1972-05,0.063,
1972-06,0.065,
1972-07,0.071,
1972-08,0.070,
1972-09,0.066,
1972-10,0.075,
1972-11,0.081,
1972-12,0.107,
1973-01,0.062,
1973-02,0.078,
1973-03,0.075,
1973-04,0.090,
1973-05,0.053,
1973-06,0.057,
1973-07,0.086,
1973-08,0.062,
1973-09,0.080,
1973-10,0.089,
1973-11,0.083,
1973-12,0.123,
1974-01,0.094,
1974-02,0.073,
1974-03,0.059,
1974-04,0.110,
1974-05,0.054,
1974-06,0.067,
1974-07,0.075,
1974-08,0.057,
1974-09,0.085,
1974-10,0.082,
1974-11,0.085,
1974-12,0.113,
1975-01,0.084,
1975-02,0.073,
1975-03,0.078,
1975-04,0.088,
1975-05,0.105,
1975-06,0.112,
1975-07,0.101,
1975-08,0.068,
1975-09,0.108,
1975-10,0.127,
1975-11,0.122,
1975-12,0.111,
1976-01,0.136,
1976-02,0.102,
1976-03,0.107,
1976-04,0.128,
1976-05,0.120,
1976-06,0.116,
1976-07,0.107,
1976-08,0.107,
1976-09,0.105,
1976-10,0.098,
1976-11,0.126,
1976-12,0.131,
1977-01,0.098,
1977-02,0.103,
1977-03,0.099,
1977-04,0.139,
1977-05,0.142,
1977-06,0.093,
1977-07,0.109,
1977-08,0.094,
1977-09,0.102,
1977-10,0.133,
1977-11,0.092,
1977-12,0.109,
1978-01,0.078,
1978-02,0.096,
1978-03,0.087,
1978-04,0.131,
1978-05,0.106,
1978-06,0.121,
1978-07,0.099,
1978-08,0.093,
1978-09,0.115,
1978-10,0.095,
1978-11,0.115,
1978-12,0.110,
1979-01,0.074,
1979-02,0.112,
1979-03,0.076,
1979-04,0.117,
1979-05,0.107,
1979-06,0.078,
1979-07,0.086,
1979-08,0.083,
1979-09,0.072,
1979-10,0.095,
1979-11,0.143,
1979-12,0.104,
1980-01,0.104,
1980-02,0.125,
1980-03,0.081,
1980-04,0.131,
1980-05,0.132,
1980-06,0.085,
1980-07,0.095,
1980-08,0.125,
1980-09,0.087,
1980-10,0.137,
1980-11,0.123,
1980-12,0.101,
1981-01,0.068,
1981-02,0.130,
1981-03,0.077,
1981-04,0.069,
1981-05,0.081,
1981-06,0.090,
1981-07,0.072,
1981-08,0.116,
1981-09,0.070,
1981-10,0.117,
1981-11,0.137,
1981-12,0.096,
1982-01,0.098,
1982-02,0.115,
1982-03,0.122,
1982-04,0.155,
1982-05,0.159,
1982-06,0.118,
1982-07,0.085,
1982-08,0.129,
1982-09,0.148,
1982-10,0.161,
1982-11,0.108,
1982-12,0.100,
1983-01,0.082,
1983-02,0.086,
1983-03,0.068,
1983-04,0.077,
1983-05,0.105,
1983-06,0.116,
1983-07,0.078,
1983-08,0.092,
1983-09,0.120,
1983-10,0.141,
1983-11,0.090,
1983-12,0.080,
1984-01,0.085,
1984-02,0.118,
1984-03,0.106,
1984-04,0.172,
1984-05,0.160,
1984-06,0.133,
1984-07,0.155,
1984-08,0.119,
1984-09,0.184,
1984-10,0.115,
1984-11,0.116,
1984-12,0.173,
1985-01,0.131,
1985-02,0.114,
1985-03,0.199,
1985-04,0.120,
1985-05,0.135,
1985-06,0.195,
1985-07,0.108,
1985-08,0.170,
1985-09,0.137,
1985-10,0.154,
1985-11,0.180,
1985-12,0.145,
1986-01,0.138,
1986-02,0.111,
1986-03,0.159,
1986-04,0.116,
1986-05,0.181,
1986-06,0.156,
1986-07,0.153,
1986-08,0.169,
1986-09,0.164,
1986-10,0.111,
1986-11,0.247,
1986-12,0.152,
1987-01,0.117,
1987-02,0.149,
1987-03,0.149,
1987-04,0.112,
1987-05,0.171,
1987-06,0.181,
1987-07,0.143,
1987-08,0.139,
1987-09,0.109,
1987-10,0.117,
1987-11,0.164,
1987-12,0.192,
1988-01,0.120,
1988-02,0.137,
1988-03,0.194,
1988-04,0.145,
1988-05,0.135,
1988-06,0.161,
1988-07,0.176,
1988-08,0.109,
1988-09,0.105,
1988-10,0.127,
1988-11,0.156,
1988-12,0.156,
1989-01,0.118,
1989-02,0.153,
1989-03,0.122,
1989-04,0.210,
1989-05,0.145,
1989-06,0.116,
1989-07,0.151,
1989-08,0.152,
1989-09,0.131,
1989-10,0.114,
1989-11,0.200,
1989-12,0.195,
1990-01,0.130,
1990-02,0.141,
1990-03,0.157,
1990-04,0.198,
1990-05,0.116,
1990-06,0.214,
1990-07,0.225,
1990-08,0.143,
1990-09,0.258,
1990-10,0.152,
1990-11,0.133,
1990-12,0.192,
1991-01,0.121,
1991-02,0.128,
1991-03,0.134,
1991-04,0.129,
1991-05,0.116,
1991-06,0.174,
1991-07,0.116,
1991-08,0.166,
1991-09,0.107,
1991-10,0.138,
1991-11,0.127,
1991-12,0.198,
1992-01,0.265,
1992-02,0.215,
1992-03,0.178,
1992-04,0.325,
1992-05,0.254,
1992-06,0.317,
1992-07,0.281,
1992-08,0.152,
1992-09,0.275,
1992-10,0.363,
1992-11,0.238,
1992-12,0.195,
1993-01,0.130,
1993-02,0.134,
1993-03,0.132,
1993-04,0.242,
1993-05,0.148,
1993-06,0.151,
1993-07,0.105,
1993-08,0.096,
1993-09,0.132,
1993-10,0.175,
1993-11,0.126,
1993-12,0.180,
1994-01,0.126,
1994-02,0.104,
1994-03,0.123,
1994-04,0.190,
1994-05,0.107,
1994-06,0.094,
1994-07,0.070,
1994-08,0.124,
1994-09,0.087,
1994-10,0.102,
1994-11,0.108,
1994-12,0.146,
1995-01,0.099,
1995-02,0.086,
1995-03,0.087,
1995-04,0.061,
1995-05,0.080,
1995-06,0.093,
1995-07,0.064,
1995-08,0.094,
1995-09,0.125,
1995-10,0.105,
1995-11,0.090,
1995-12,0.109,
1996-01,0.088,
1996-02,0.107,
1996-03,0.112,
1996-04,0.065,
1996-05,0.080,
1996-06,0.099,
1996-07,0.062,
1996-08,0.089,
1996-09,0.089,
1996-10,0.092,
1996-11,0.115,
1996-12,0.145,
1997-01,0.073,
1997-02,0.080,
1997-03,0.100,
1997-04,0.064,
1997-05,0.111,
1997-06,0.120,
1997-07,0.076,
1997-08,0.077,
1997-09,0.082,
1997-10,0.059,
1997-11,0.086,
1997-12,0.124,
1998-01,0.059,
1998-02,0.079,
1998-03,0.093,
1998-04,0.184,
1998-05,0.215,
1998-06,0.195,
1998-07,0.066,
1998-08,0.168,
1998-09,0.129,
1998-10,0.073,
1998-11,0.140,
1998-12,0.131,
1999-01,0.217,
1999-02,0.537,
1999-03,0.264,
1999-04,0.298,
1999-05,0.351,
1999-06,0.325,
1999-07,0.288,
1999-08,0.239,
1999-09,0.237,
1999-10,0.244,
1999-11,0.223,
1999-12,0.326,
2000-01,0.280,
2000-02,0.226,
2000-03,0.300,
2000-04,0.348,
2000-05,0.277,
2000-06,0.445,
2000-07,0.261,
2000-08,0.330,
2000-09,0.351,
2000-10,0.227,
2000-11,0.185,
2000-12,0.242,
2001-01,0.222,
2001-02,0.328,
2001-03,0.360,
2001-04,0.332,
2001-05,0.366,
2001-06,0.370,
2001-07,0.337,
2001-08,0.329,
2001-09,0.364,
2001-10,0.342,
2001-11,0.486,
2001-12,0.272,
2002-01,0.455,
2002-02,0.304,
2002-03,0.477,
2002-04,0.315,
2002-05,0.339,
2002-06,0.414,
2002-07,0.335,
2002-08,0.294,
2002-09,0.343,
2002-10,0.308,
2002-11,0.299,
2002-12,0.407,
2003-01,0.383,
2003-02,0.363,
2003-03,0.560,
2003-04,0.443,
2003-05,0.433,
2003-06,0.395,
2003-07,0.423,
2003-08,0.510,
2003-09,0.478,
2003-10,0.472,
2003-11,0.447,
2003-12,0.408,
2004-01,0.428,
2004-02,0.411,
2004-03,0.438,
2004-04,0.370,
2004-05,0.433,
2004-06,0.444,
2004-07,0.466,
2004-08,0.385,
2004-09,0.389,
2004-10,0.332,
2004-11,0.392,
2004-12,0.315,
2005-01,0.307,
2005-02,0.325,
