"",BBK01.QUX949,BBK01.QUX949_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / United Arab Emirates / US dollars",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:40:09,
2002-03,0.967,
2002-04,0.938,
2002-05,0.810,
2002-06,0.832,
2002-07,0.774,
2002-08,0.801,
2002-09,0.794,
2002-10,0.956,
2002-11,1.071,
2002-12,0.746,
2003-01,0.792,
2003-02,0.868,
2003-03,0.803,
2003-04,1.047,
2003-05,0.732,
2003-06,0.727,
2003-07,0.633,
2003-08,0.683,
2003-09,0.678,
2003-10,0.832,
2003-11,0.830,
2003-12,0.847,
2004-01,0.872,
2004-02,0.793,
2004-03,0.837,
2004-04,0.993,
2004-05,1.023,
2004-06,1.037,
2004-07,1.209,
2004-08,1.440,
2004-09,1.325,
2004-10,1.599,
2004-11,1.658,
2004-12,1.319,
2005-01,1.337,
2005-02,2.556,
2005-03,1.874,
2005-04,1.501,
2005-05,1.828,
2005-06,1.788,
2005-07,1.794,
2005-08,1.779,
2005-09,1.850,
2005-10,2.469,
2005-11,2.007,
2005-12,1.915,
2006-01,2.285,
2006-02,2.555,
2006-03,4.751,
2006-04,3.443,
2006-05,3.388,
2006-06,3.398,
2006-07,3.527,
2006-08,3.689,
2006-09,4.212,
2006-10,4.016,
2006-11,4.080,
2006-12,4.107,
2007-01,4.927,
2007-02,4.830,
2007-03,4.810,
2007-04,4.882,
2007-05,4.705,
2007-06,4.862,
2007-07,4.321,
2007-08,4.612,
2007-09,4.330,
2007-10,4.254,
2007-11,5.070,
2007-12,5.214,
2008-01,5.051,
2008-02,4.867,
2008-03,4.684,
2008-04,5.124,
2008-05,4.817,
2008-06,4.777,
2008-07,5.595,
2008-08,6.251,
2008-09,6.342,
2008-10,6.801,
2008-11,6.967,
2008-12,6.299,
2009-01,7.096,
2009-02,6.901,
2009-03,6.471,
2009-04,6.304,
2009-05,5.818,
2009-06,5.978,
2009-07,5.702,
2009-08,5.610,
2009-09,5.399,
2009-10,5.131,
2009-11,5.116,
2009-12,5.352,
2010-01,5.509,
2010-02,5.605,
2010-03,6.115,
2010-04,6.073,
2010-05,6.745,
2010-06,6.719,
2010-07,6.010,
2010-08,6.130,
2010-09,5.729,
2010-10,5.799,
2010-11,6.097,
2010-12,5.796,
2011-01,5.455,
2011-02,5.344,
2011-03,5.215,
2011-04,4.839,
2011-05,4.946,
2011-06,4.800,
2011-07,4.947,
2011-08,4.655,
2011-09,4.903,
2011-10,4.718,
2011-11,5.076,
2011-12,4.768,
2012-01,4.755,
2012-02,4.593,
2012-03,4.573,
2012-04,4.228,
2012-05,4.617,
2012-06,4.446,
2012-07,4.389,
2012-08,4.161,
2012-09,4.156,
2012-10,3.811,
2012-11,3.680,
2012-12,3.527,
2013-01,3.638,
2013-02,3.852,
2013-03,3.841,
2013-04,3.632,
2013-05,3.675,
2013-06,3.557,
2013-07,3.586,
2013-08,3.465,
2013-09,3.636,
2013-10,3.567,
2013-11,3.628,
2013-12,3.681,
2014-01,3.892,
2014-02,4.000,
2014-03,4.032,
2014-04,3.902,
2014-05,4.140,
2014-06,4.267,
2014-07,4.319,
2014-08,4.334,
2014-09,4.785,
2014-10,4.605,
