"",BBDB1.A.DE.N.A.C.IFRS.B.A.K.E.E039.VWM.A,BBDB1.A.DE.N.A.C.IFRS.B.A.K.E.E039.VWM.A_FLAGS
"",Operating income before depreciation and amortisation (EBITDA) as a percentage of revenues / Weighted average / Non-financial listed groups / Germany / Total / Profitability,
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2014-12-15 13:13:58,
2005,13.98,
2006,12.81,
2007,14.09,
2008,12.58,
2009,11.78,
2010,13.78,
2011,12.56,
2012,12.41,
2013,12.15,
"","General: Non-financial groups listed in Germany, which publish IFRS consolidated financial statements on a quarterly basis and make a noteworthy contribution to value added in Germany.",
