"",BBK01.OELB04L,BBK01.OELB04L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:30:54,
2002-01,23.367,
2002-04,23.536,
2002-07,23.705,
2002-10,23.984,
2003-01,24.246,
2003-04,24.504,
2003-07,24.759,
2003-10,25.122,
2004-01,25.100,
2004-04,25.324,
2004-07,25.485,
2004-10,25.728,
2005-01,25.683,
2005-04,25.846,
2005-07,26.084,
2005-10,26.333,
2006-01,26.411,
2006-04,26.571,
2006-07,26.756,
2006-10,26.871,
2007-01,26.865,
2007-04,26.945,
2007-07,27.099,
2007-10,27.087,
2008-01,27.005,
2008-04,27.194,
2008-07,27.277,
2008-10,27.438,
2009-01,27.438,
2009-04,27.702,
2009-07,28.057,
2009-10,28.373,
2010-01,28.482,
2010-04,28.868,
2010-07,28.999,
2010-10,29.364,
2011-01,29.260,
2011-04,29.535,
2011-07,29.751,
2011-10,30.068,
2012-01,30.235,
2012-04,32.247,
2012-07,32.634,
2012-10,32.954,
2013-01,33.119,
2013-04,33.428,
2013-07,33.844,
2013-10,34.093,
2014-01,34.216,
2014-04,34.466,
2014-07,34.858,
