"",BBK01.TU2057,BBK01.TU2057_FLAGS
"",Lending to banks (MFIs) / Credit balances and loans / Foreign banks (MFIs),
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:34,
1984-12,36.059,
1985-01,36.411,
1985-02,38.944,
1985-03,38.185,
1985-04,38.202,
1985-05,39.011,
1985-06,42.785,
1985-07,41.035,
1985-08,38.919,
1985-09,38.693,
1985-10,39.236,
1985-11,38.635,
1985-12,39.598,
1986-01,39.749,
1986-02,37.392,
1986-03,41.209,
1986-04,40.751,
1986-05,42.974,
1986-06,41.643,
1986-07,41.144,
1986-08,41.214,
1986-09,41.250,
1986-10,42.887,
1986-11,43.057,
1986-12,44.177,
1987-01,44.876,
1987-02,44.899,
1987-03,45.670,
1987-04,46.333,
1987-05,47.311,
1987-06,48.026,
1987-07,48.960,
1987-08,47.540,
1987-09,50.497,
1987-10,50.875,
1987-11,49.695,
1987-12,47.143,
1988-01,50.297,
1988-02,50.756,
1988-03,50.934,
1988-04,50.787,
1988-05,52.224,
1988-06,55.689,
1988-07,56.606,
1988-08,56.797,
1988-09,56.199,
1988-10,55.129,
1988-11,54.929,
1988-12,56.010,
1989-01,62.272,
1989-02,62.213,
1989-03,63.579,
1989-04,63.738,
1989-05,67.860,
1989-06,66.228,
1989-07,64.645,
1989-08,65.265,
1989-09,64.411,
1989-10,65.132,
1989-11,63.150,
1989-12,62.342,
1990-01,65.752,
1990-02,64.842,
1990-03,65.039,
1990-04,65.238,
1990-05,70.092,
1990-06,69.920,
1990-07,65.671,
1990-08,66.446,
1990-09,65.994,
1990-10,66.277,
1990-11,66.345,
1990-12,63.625,
1991-01,67.021,
1991-02,66.522,
1991-03,68.462,
1991-04,67.594,
1991-05,67.601,
1991-06,69.021,
1991-07,65.322,
1991-08,65.520,
1991-09,65.030,
1991-10,65.886,
1991-11,64.588,
1991-12,63.921,
1992-01,65.525,
1992-02,65.393,
1992-03,66.317,
1992-04,67.602,
1992-05,67.729,
1992-06,66.871,
1992-07,67.614,
1992-08,67.472,
1992-09,69.083,
1992-10,73.856,
1992-11,71.629,
1992-12,70.082,
1993-01,74.274,
1993-02,74.463,
1993-03,76.530,
1993-04,76.673,
1993-05,77.310,
1993-06,82.203,
1993-07,85.780,
1993-08,85.285,
1993-09,84.327,
1993-10,85.847,
1993-11,89.392,
1993-12,88.260,
1994-01,89.285,
1994-02,86.945,
1994-03,90.078,
1994-04,89.126,
1994-05,89.177,
1994-06,88.956,
1994-07,84.258,
1994-08,90.202,
1994-09,89.122,
1994-10,88.394,
1994-11,90.450,
1994-12,91.671,
1995-01,89.702,
1995-02,91.718,
1995-03,93.234,
1995-04,89.197,
1995-05,93.552,
1995-06,90.867,
1995-07,89.865,
1995-08,91.563,
1995-09,94.432,
1995-10,95.377,
1995-11,97.017,
1995-12,104.931,
1996-01,102.358,
1996-02,104.697,
1996-03,105.903,
1996-04,108.302,
1996-05,110.128,
1996-06,112.073,
1996-07,111.815,
1996-08,109.777,
1996-09,114.138,
1996-10,114.071,
1996-11,122.465,
1996-12,118.253,
1997-01,127.465,
1997-02,126.341,
1997-03,126.263,
1997-04,128.281,
1997-05,132.573,
1997-06,131.128,
1997-07,134.204,
1997-08,128.575,
1997-09,133.367,
1997-10,129.133,
1997-11,128.998,
1997-12,125.086,
1998-01,133.564,
1998-02,134.149,
1998-03,136.300,
1998-04,135.622,
1998-05,134.169,
1998-06,130.409,
1998-07,124.597,
1998-08,128.339,
1998-09,127.911,
1998-10,128.056,
1998-11,119.641,
1998-12,108.930,
1999-01,112.813,
1999-02,116.156,
1999-03,107.325,
1999-04,111.736,
1999-05,114.060,
1999-06,135.045,
1999-07,137.333,
1999-08,139.693,
1999-09,118.636,
1999-10,119.349,
1999-11,117.492,
1999-12,107.455,
2000-01,104.645,
2000-02,110.507,
2000-03,104.007,
2000-04,108.469,
2000-05,106.467,
2000-06,102.229,
2000-07,106.303,
2000-08,108.500,
2000-09,107.544,
2000-10,114.339,
2000-11,122.320,
2000-12,101.551,
2001-01,112.065,
2001-02,105.794,
2001-03,149.139,
2001-04,144.953,
2001-05,150.267,
2001-06,155.088,
2001-07,158.394,
2001-08,158.669,
2001-09,156.152,
2001-10,166.034,
2001-11,164.829,
2001-12,157.079,
2002-01,165.313,
2002-02,166.396,
2002-03,163.031,
2002-04,164.025,
2002-05,156.066,
2002-06,155.742,
2002-07,139.011,
2002-08,130.026,
2002-09,134.998,
2002-10,137.995,
2002-11,142.559,
2002-12,139.795,
2003-01,121.786,
2003-02,125.426,
2003-03,117.309,
2003-04,113.967,
2003-05,114.229,
2003-06,113.324,
2003-07,127.585,
2003-08,119.822,
2003-09,117.079,
2003-10,116.269,
2003-11,116.261,
2003-12,119.140,
2004-01,117.932,
2004-02,120.869,
2004-03,127.096,
2004-04,125.462,
2004-05,112.145,
2004-06,110.152,
2004-07,113.238,
2004-08,109.096,
2004-09,112.372,
2004-10,111.984,
2004-11,115.318,
2004-12,118.980,
2005-01,119.576,
2005-02,120.893,
2005-03,125.116,
2005-04,121.612,
2005-05,114.786,
2005-06,121.734,
2005-07,116.028,
2005-08,123.593,
2005-09,127.625,
2005-10,133.166,
2005-11,137.087,
2005-12,129.560,
2006-01,134.004,
2006-02,136.264,
2006-03,138.927,
2006-04,136.161,
2006-05,132.146,
2006-06,132.140,
2006-07,139.489,
2006-08,133.341,
2006-09,139.538,
2006-10,142.699,
2006-11,144.375,
2006-12,138.669,
2007-01,102.169,
2007-02,103.309,
2007-03,105.841,
2007-04,106.257,
2007-05,110.106,
2007-06,104.373,
2007-07,104.537,
2007-08,101.568,
2007-09,94.260,
2007-10,91.557,
2007-11,94.147,
2007-12,97.524,
2008-01,98.016,
2008-02,97.220,
2008-03,96.465,
2008-04,102.463,
2008-05,98.996,
2008-06,102.399,
2008-07,104.696,
2008-08,105.410,
2008-09,106.036,
2008-10,113.611,
2008-11,105.624,
2008-12,97.585,
2009-01,105.466,
2009-02,102.883,
2009-03,92.261,
2009-04,97.803,
2009-05,90.728,
2009-06,88.844,
2009-07,82.709,
2009-08,86.386,
2009-09,89.489,
2009-10,83.028,
2009-11,86.178,
2009-12,69.561,
2010-01,73.243,
2010-02,78.378,
2010-03,74.789,
2010-04,77.008,
2010-05,77.858,
2010-06,71.867,
2010-07,79.559,
2010-08,85.870,
2010-09,81.835,
2010-10,82.416,
2010-11,84.779,
2010-12,79.926,
2011-01,80.994,
2011-02,81.554,
2011-03,80.060,
2011-04,84.206,
2011-05,86.846,
2011-06,77.939,
2011-07,72.665,
2011-08,79.460,
2011-09,81.407,
2011-10,78.243,
2011-11,81.595,
2011-12,77.531,
2012-01,78.929,
2012-02,80.434,
2012-03,79.111,
2012-04,79.859,
2012-05,81.992,
2012-06,80.179,
2012-07,80.871,
2012-08,77.569,
2012-09,82.356,
2012-10,76.911,
2012-11,76.880,
2012-12,71.792,
2013-01,68.337,
2013-02,67.663,
2013-03,66.407,
2013-04,65.538,
2013-05,65.072,
2013-06,63.931,
