"",BBK01.PQD356,BBK01.PQD356_FLAGS
"",Lending to domestic enterprises / Medium-term / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:32,
1968-10,1.023,
1969-01,1.037,
1969-04,1.085,
1969-07,1.110,
1969-10,1.282,
1970-01,1.265,
1970-04,1.298,
1970-07,1.411,
1970-10,1.552,
1971-01,1.505,
1971-04,1.537,
1971-07,1.599,
1971-10,1.927,
1972-01,1.788,
1972-04,1.773,
1972-07,1.962,
1972-10,2.209,
1973-01,2.374,
1973-04,2.481,
1973-07,2.403,
1973-10,2.341,
1974-01,2.250,
1974-04,2.206,
1974-07,2.232,
1974-10,2.188,
1975-01,2.038,
1975-04,1.944,
1975-07,1.964,
1975-10,2.129,
1976-01,2.068,
1976-04,2.194,
1976-07,2.336,
1976-10,2.587,
1977-01,2.489,
1977-04,2.644,
1977-07,2.743,
1977-10,3.061,
1978-01,2.907,
1978-04,2.905,
1978-07,3.095,
1978-10,3.216,
1979-01,3.160,
1979-04,3.216,
1979-07,3.286,
1979-10,3.327,
1980-01,3.176,
1980-04,3.136,
1980-07,3.165,
1980-10,3.236,
1981-01,2.862,
1981-04,2.851,
1981-07,2.907,
1981-10,3.544,
1982-01,3.290,
1982-04,3.436,
1982-07,3.256,
1982-10,3.319,
1983-01,2.961,
1983-04,3.145,
1983-07,3.194,
1983-10,3.320,
1984-01,3.171,
1984-04,3.267,
1984-07,3.380,
1984-10,3.319,
1985-01,3.180,
1985-04,3.197,
1985-07,3.251,
1985-10,3.571,
1986-01,3.304,
1986-04,3.174,
1986-07,3.116,
1986-10,5.797,
1987-01,5.834,
1987-04,5.821,
1987-07,5.817,
1987-10,5.931,
1988-01,5.997,
1988-04,6.088,
1988-07,6.171,
1988-10,6.355,
1989-01,6.653,
1989-04,6.602,
1989-07,6.725,
1989-10,7.067,
1990-01,7.945,
1990-04,8.386,
1990-07,8.830,
1990-10,9.949,
1991-01,9.627,
1991-04,10.100,
1991-07,10.342,
1991-10,10.564,
1992-01,11.062,
1992-04,11.631,
1992-07,12.440,
1992-10,13.715,
1993-01,14.104,
1993-04,14.779,
1993-07,14.866,
1993-10,14.856,
1994-01,16.343,
1994-04,16.107,
1994-07,16.060,
1994-10,15.008,
1995-01,15.095,
1995-04,14.791,
1995-07,11.873,
1995-10,11.688,
1996-01,11.753,
1996-04,11.747,
1996-07,11.668,
1996-10,11.222,
1997-01,10.810,
1997-04,10.564,
1997-07,10.714,
1997-10,11.293,
1998-01,10.930,
1998-04,10.787,
1998-07,10.753,
1998-10,10.525,
1999-01,9.791,
1999-04,9.600,
1999-07,10.289,
1999-10,9.845,
2000-01,10.084,
2000-04,10.552,
2000-07,11.105,
2000-10,11.680,
2001-01,11.560,
2001-04,11.617,
2001-07,11.746,
2001-10,11.462,
2002-01,11.767,
2002-04,13.268,
2002-07,12.992,
2002-10,13.558,
2003-01,13.875,
2003-04,13.972,
2003-07,14.304,
2003-10,14.983,
2004-01,15.252,
2004-04,15.679,
2004-07,15.473,
2004-10,13.571,
2005-01,13.136,
2005-04,11.581,
2005-07,11.672,
2005-10,11.253,
2006-01,11.236,
2006-04,11.492,
2006-07,11.554,
2006-10,11.577,
2007-01,11.388,
2007-04,12.555,
2007-07,12.854,
2007-10,13.320,
2008-01,14.527,
2008-04,14.939,
2008-07,15.819,
2008-10,16.007,
2009-01,15.965,
2009-04,16.891,
2009-07,17.045,
2009-10,17.782,
2010-01,17.876,
2010-04,18.416,
2010-07,19.325,
2010-10,21.261,
2011-01,21.460,
2011-04,21.326,
2011-07,25.331,
2011-10,26.519,
2012-01,26.918,
2012-04,27.214,
2012-07,27.347,
2012-10,28.078,
2013-01,27.624,
2013-04,27.786,
2013-07,27.153,
2013-10,28.297,
2014-01,28.179,
2014-04,28.278,
2014-07,28.475,
2014-10,29.974,
