"",BBK01.QX8725,BBK01.QX8725_FLAGS
"","All foreign subsidiaries: Claims on non-residents, total / All countries / Japanese yen",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:12:41,
1995-12,3.470,
1996-01,.,No value available
1996-02,.,No value available
1996-03,.,No value available
1996-04,.,No value available
1996-05,.,No value available
1996-06,.,No value available
1996-07,.,No value available
1996-08,.,No value available
1996-09,.,No value available
1996-10,.,No value available
1996-11,.,No value available
1996-12,7.737,
1997-01,7.717,
1997-02,8.678,
1997-03,8.219,
1997-04,7.269,
1997-05,8.558,
1997-06,10.253,
1997-07,9.342,
1997-08,9.649,
1997-09,8.504,
1997-10,8.261,
1997-11,8.487,
1997-12,8.018,
1998-01,8.613,
1998-02,8.394,
1998-03,7.612,
1998-04,7.788,
1998-05,7.641,
1998-06,7.895,
1998-07,7.232,
1998-08,8.253,
1998-09,8.013,
1998-10,8.657,
1998-11,8.881,
1998-12,9.203,
1999-01,10.499,
1999-02,9.362,
1999-03,8.993,
1999-04,9.350,
1999-05,9.074,
1999-06,11.413,
1999-07,11.538,
1999-08,13.400,
1999-09,16.571,
1999-10,16.688,
1999-11,18.542,
1999-12,20.030,
2000-01,19.432,
2000-02,19.455,
2000-03,21.239,
2000-04,20.753,
2000-05,19.443,
2000-06,20.791,
2000-07,19.590,
2000-08,20.794,
2000-09,22.456,
2000-10,23.562,
2000-11,21.859,
2000-12,19.568,
2001-01,20.311,
2001-02,20.049,
2001-03,21.700,
2001-04,22.635,
2001-05,25.614,
2001-06,30.608,
2001-07,29.681,
2001-08,30.129,
2001-09,29.663,
2001-10,29.133,
2001-11,31.068,
2001-12,29.951,
2002-01,32.171,
2002-02,32.703,
2002-03,39.628,
2002-04,30.357,
2002-05,17.477,
2002-06,17.129,
2002-07,14.843,
2002-08,13.171,
2002-09,12.731,
2002-10,11.497,
2002-11,11.343,
2002-12,11.175,
2003-01,10.885,
2003-02,11.390,
2003-03,9.147,
2003-04,9.480,
2003-05,9.022,
2003-06,8.269,
2003-07,8.774,
2003-08,8.994,
2003-09,9.510,
2003-10,9.649,
2003-11,8.450,
2003-12,8.212,
2004-01,8.860,
2004-02,7.663,
2004-03,18.300,
2004-04,17.241,
2004-05,11.977,
2004-06,12.611,
2004-07,9.565,
2004-08,7.526,
2004-09,8.152,
2004-10,7.308,
2004-11,7.177,
2004-12,7.496,
2005-01,8.742,
2005-02,7.519,
2005-03,8.438,
2005-04,8.630,
2005-05,8.732,
2005-06,9.713,
2005-07,9.141,
2005-08,9.445,
2005-09,11.033,
2005-10,10.399,
2005-11,10.370,
2005-12,11.606,
2006-01,8.719,
2006-02,7.867,
2006-03,9.791,
2006-04,8.205,
2006-05,8.790,
2006-06,7.855,
2006-07,7.754,
2006-08,7.404,
2006-09,12.665,
2006-10,8.939,
2006-11,7.845,
2006-12,7.990,
2007-01,6.066,
2007-02,5.180,
2007-03,4.958,
2007-04,5.206,
2007-05,5.084,
2007-06,4.997,
2007-07,4.805,
2007-08,4.859,
2007-09,4.909,
2007-10,4.490,
2007-11,5.472,
2007-12,4.702,
2008-01,5.066,
2008-02,5.048,
2008-03,4.581,
2008-04,4.487,
2008-05,4.635,
2008-06,4.741,
2008-07,4.695,
2008-08,4.882,
2008-09,5.179,
2008-10,5.875,
2008-11,5.801,
2008-12,5.486,
2009-01,5.944,
2009-02,5.445,
2009-03,4.921,
2009-04,5.107,
2009-05,4.983,
2009-06,4.894,
2009-07,5.029,
2009-08,5.071,
2009-09,4.819,
2009-10,4.559,
2009-11,4.538,
2009-12,4.480,
2010-01,4.621,
2010-02,4.967,
2010-03,4.698,
2010-04,4.884,
2010-05,4.864,
2010-06,4.914,
2010-07,4.738,
2010-08,4.998,
2010-09,4.640,
2010-10,4.657,
2010-11,4.834,
2010-12,4.716,
2011-01,4.549,
2011-02,4.577,
2011-03,4.436,
2011-04,4.185,
2011-05,4.137,
2011-06,4.242,
2011-07,4.445,
2011-08,4.217,
2011-09,4.478,
2011-10,4.201,
2011-11,4.348,
2011-12,4.327,
2012-01,4.255,
2012-02,3.964,
2012-03,3.831,
2012-04,3.708,
2012-05,3.891,
2012-06,3.696,
2012-07,3.732,
2012-08,3.684,
2012-09,3.659,
2012-10,3.649,
2012-11,3.383,
2012-12,3.417,
2013-01,3.665,
2013-02,3.518,
2013-03,2.936,
2013-04,2.880,
2013-05,2.582,
2013-06,2.145,
2013-07,2.031,
2013-08,1.975,
2013-09,1.924,
2013-10,1.959,
2013-11,1.672,
2013-12,1.570,
2014-01,1.545,
2014-02,1.607,
2014-03,1.602,
2014-04,1.553,
2014-05,1.572,
2014-06,0.919,
2014-07,0.902,
2014-08,0.830,
2014-09,0.899,
2014-10,0.853,
2014-11,0.822,
