"",BBK01.OUH040,BBK01.OUH040_FLAGS
"",Foreign securities / Bonds and debt securities issued by foreign non-banks / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:52:08,
1968-12,0.024,
1969-01,0.028,
1969-02,0.041,
1969-03,0.046,
1969-04,0.053,
1969-05,0.063,
1969-06,0.066,
1969-07,0.070,
1969-08,0.071,
1969-09,0.072,
1969-10,0.074,
1969-11,0.077,
1969-12,0.078,
1970-01,0.076,
1970-02,0.077,
1970-03,0.077,
1970-04,0.078,
1970-05,0.080,
1970-06,0.080,
1970-07,0.081,
1970-08,0.080,
1970-09,0.080,
1970-10,0.081,
1970-11,0.080,
1970-12,0.081,
1971-01,0.078,
1971-02,0.081,
1971-03,0.078,
1971-04,0.074,
1971-05,0.073,
1971-06,0.072,
1971-07,0.071,
1971-08,0.070,
1971-09,0.068,
1971-10,0.066,
1971-11,0.064,
1971-12,0.062,
1972-01,0.055,
1972-02,0.045,
1972-03,0.036,
1972-04,0.034,
1972-05,0.031,
1972-06,0.031,
1972-07,0.022,
1972-08,0.016,
1972-09,0.013,
1972-10,0.010,
1972-11,0.010,
1972-12,0.008,
1973-01,0.007,
1973-02,0.007,
1973-03,0.005,
1973-04,0.004,
1973-05,0.004,
1973-06,0.004,
1973-07,0.004,
1973-08,0.004,
1973-09,0.004,
1973-10,0.004,
1973-11,0.004,
1973-12,0.006,
1974-01,0.006,
1974-02,0.006,
1974-03,0.006,
1974-04,0.006,
1974-05,0.006,
1974-06,0.006,
1974-07,0.006,
1974-08,0.006,
1974-09,0.006,
1974-10,0.006,
1974-11,0.005,
1974-12,0.005,
1975-01,0.005,
1975-02,0.005,
1975-03,0.005,
1975-04,0.007,
1975-05,0.009,
1975-06,0.018,
1975-07,0.018,
1975-08,0.016,
1975-09,0.016,
1975-10,0.016,
1975-11,0.016,
1975-12,0.016,
1976-01,0.016,
1976-02,0.016,
1976-03,0.016,
1976-04,0.015,
1976-05,0.015,
1976-06,0.015,
1976-07,0.015,
1976-08,0.015,
1976-09,0.016,
1976-10,0.017,
1976-11,0.021,
1976-12,0.022,
1977-01,0.016,
1977-02,0.015,
1977-03,0.011,
1977-04,0.012,
1977-05,0.018,
1977-06,0.017,
1977-07,0.016,
1977-08,0.020,
1977-09,0.027,
1977-10,0.038,
1977-11,0.072,
1977-12,0.078,
1978-01,0.078,
1978-02,0.085,
1978-03,0.086,
1978-04,0.086,
1978-05,0.088,
1978-06,0.093,
1978-07,0.087,
1978-08,0.089,
1978-09,0.089,
1978-10,0.088,
1978-11,0.088,
1978-12,0.090,
1979-01,0.087,
1979-02,0.088,
1979-03,0.085,
1979-04,0.084,
1979-05,0.078,
1979-06,0.076,
1979-07,0.070,
1979-08,0.070,
1979-09,0.071,
1979-10,0.070,
1979-11,0.119,
1979-12,0.125,
1980-01,0.186,
1980-02,0.193,
1980-03,0.194,
1980-04,0.215,
1980-05,0.214,
1980-06,0.216,
1980-07,0.227,
1980-08,0.233,
1980-09,0.233,
1980-10,0.242,
1980-11,0.251,
1980-12,0.289,
1981-01,0.281,
1981-02,0.279,
1981-03,0.276,
1981-04,0.283,
1981-05,0.282,
1981-06,0.284,
1981-07,0.285,
1981-08,0.285,
1981-09,0.284,
1981-10,0.290,
1981-11,0.286,
1981-12,0.290,
1982-01,0.292,
1982-02,0.310,
1982-03,0.331,
1982-04,0.332,
1982-05,0.314,
1982-06,0.320,
1982-07,0.308,
1982-08,0.325,
1982-09,0.318,
1982-10,0.329,
1982-11,0.336,
1982-12,0.343,
1983-01,0.360,
1983-02,0.365,
1983-03,0.363,
1983-04,0.349,
1983-05,0.334,
1983-06,0.328,
1983-07,0.282,
1983-08,0.278,
1983-09,0.281,
1983-10,0.300,
1983-11,0.298,
1983-12,0.302,
1984-01,0.281,
1984-02,0.278,
1984-03,0.262,
1984-04,0.273,
1984-05,0.298,
1984-06,0.290,
1984-07,0.296,
1984-08,0.315,
1984-09,0.324,
1984-10,0.334,
1984-11,0.341,
1984-12,0.338,
1985-01,0.345,
1985-02,0.345,
1985-03,0.343,
1985-04,0.339,
1985-05,0.358,
1985-06,0.370,
1985-07,0.372,
1985-08,0.366,
1985-09,0.387,
1985-10,0.384,
1985-11,0.385,
1985-12,0.349,
1986-01,0.332,
1986-02,0.343,
1986-03,0.342,
1986-04,0.375,
1986-05,0.381,
1986-06,0.152,
1986-07,0.158,
1986-08,0.161,
1986-09,0.173,
1986-10,0.189,
1986-11,0.180,
1986-12,0.182,
1987-01,0.179,
1987-02,0.193,
1987-03,0.239,
1987-04,0.244,
1987-05,0.219,
1987-06,0.239,
1987-07,0.258,
1987-08,0.242,
1987-09,0.221,
1987-10,0.221,
1987-11,0.227,
1987-12,0.222,
1988-01,0.219,
1988-02,0.212,
1988-03,0.208,
1988-04,0.217,
1988-05,0.223,
1988-06,0.225,
1988-07,0.231,
1988-08,0.216,
1988-09,0.213,
1988-10,0.222,
1988-11,0.231,
1988-12,0.239,
1989-01,0.243,
1989-02,0.250,
1989-03,0.273,
1989-04,0.275,
1989-05,0.308,
1989-06,0.314,
1989-07,0.381,
1989-08,0.426,
1989-09,0.473,
1989-10,0.482,
1989-11,0.483,
1989-12,0.513,
1990-01,0.540,
1990-02,0.522,
1990-03,0.534,
1990-04,0.581,
1990-05,0.597,
1990-06,0.612,
1990-07,0.680,
1990-08,0.755,
1990-09,0.836,
1990-10,0.842,
1990-11,0.833,
1990-12,0.798,
1991-01,0.776,
1991-02,0.819,
1991-03,0.852,
1991-04,0.892,
1991-05,1.024,
1991-06,1.085,
1991-07,1.120,
1991-08,1.087,
1991-09,1.113,
1991-10,1.138,
1991-11,1.173,
1991-12,1.198,
1992-01,1.272,
1992-02,1.412,
1992-03,1.406,
1992-04,1.478,
1992-05,1.461,
1992-06,1.749,
1992-07,1.822,
1992-08,1.800,
1992-09,1.808,
1992-10,1.900,
1992-11,2.017,
1992-12,2.038,
1993-01,2.130,
1993-02,2.547,
1993-03,2.791,
1993-04,2.918,
1993-05,3.067,
1993-06,3.082,
1993-07,3.408,
1993-08,3.454,
1993-09,3.509,
1993-10,3.535,
1993-11,3.531,
1993-12,3.607,
1994-01,3.570,
1994-02,3.756,
1994-03,3.887,
1994-04,3.932,
1994-05,4.040,
1994-06,4.098,
1994-07,4.170,
1994-08,4.176,
1994-09,4.198,
1994-10,4.177,
1994-11,4.160,
1994-12,4.131,
1995-01,4.018,
1995-02,4.001,
1995-03,3.917,
1995-04,3.916,
1995-05,3.879,
1995-06,3.842,
1995-07,3.831,
1995-08,3.850,
1995-09,3.841,
1995-10,3.840,
1995-11,4.052,
1995-12,4.034,
1996-01,4.066,
1996-02,4.241,
1996-03,4.278,
1996-04,4.240,
1996-05,4.233,
1996-06,4.249,
1996-07,4.247,
1996-08,4.218,
1996-09,4.275,
1996-10,4.244,
1996-11,4.223,
1996-12,4.296,
1997-01,4.233,
1997-02,4.338,
1997-03,4.417,
1997-04,4.409,
1997-05,4.472,
1997-06,4.561,
1997-07,4.676,
1997-08,4.744,
1997-09,4.836,
1997-10,4.891,
1997-11,4.956,
1997-12,5.075,
1998-01,5.063,
1998-02,4.940,
1998-03,5.010,
1998-04,5.121,
1998-05,5.250,
1998-06,5.379,
1998-07,5.576,
1998-08,5.614,
1998-09,5.627,
1998-10,5.604,
1998-11,5.857,
1998-12,5.814,
1999-01,5.760,
1999-02,6.171,
1999-03,6.475,
1999-04,6.553,
1999-05,6.799,
1999-06,7.130,
1999-07,7.194,
1999-08,7.377,
1999-09,7.569,
1999-10,7.605,
1999-11,7.670,
1999-12,7.724,
2000-01,7.740,
2000-02,7.815,
