"",BBK01.OEBB03N,BBK01.OEBB03N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:32:37,
2002-01,19.199,
2002-04,19.008,
2002-07,18.734,
2002-10,18.227,
2003-01,18.139,
2003-04,18.653,
2003-07,18.513,
2003-10,19.307,
2004-01,18.987,
2004-04,20.030,
2004-07,21.539,
2004-10,18.884,
2005-01,19.850,
2005-04,20.211,
2005-07,20.697,
2005-10,20.887,
2006-01,20.405,
2006-04,21.138,
2006-07,21.998,
2006-10,22.399,
2007-01,22.454,
2007-04,23.355,
2007-07,23.780,
2007-10,24.163,
2008-01,27.233,
2008-04,28.457,
2008-07,27.595,
2008-10,28.624,
2009-01,26.077,
2009-04,26.789,
2009-07,27.356,
2009-10,27.684,
2010-01,27.627,
2010-04,27.294,
2010-07,27.731,
2010-10,28.139,
2011-01,28.122,
2011-04,27.757,
2011-07,28.320,
2011-10,27.844,
2012-01,27.236,
2012-04,27.093,
2012-07,26.974,
2012-10,27.626,
2013-01,28.651,
2013-04,29.041,
2013-07,27.920,
2013-10,27.956,
2014-01,29.436,
2014-04,30.125,
2014-07,30.257,
