"",BBK01.OEAD01G,BBK01.OEAD01G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:57:26,
2002-01,32.256,
2002-04,31.954,
2002-07,31.917,
2002-10,30.601,
2003-01,29.354,
2003-04,29.790,
2003-07,29.580,
2003-10,29.127,
2004-01,29.003,
2004-04,28.033,
2004-07,27.169,
2004-10,26.381,
2005-01,26.260,
2005-04,26.334,
2005-07,25.860,
2005-10,25.148,
2006-01,24.431,
2006-04,24.921,
2006-07,25.162,
2006-10,24.587,
2007-01,26.044,
2007-04,28.007,
2007-07,28.122,
2007-10,28.951,
2008-01,30.552,
2008-04,31.804,
2008-07,32.353,
2008-10,32.282,
2009-01,34.817,
2009-04,34.466,
2009-07,33.597,
2009-10,32.340,
2010-01,31.397,
2010-04,31.115,
2010-07,28.264,
2010-10,27.310,
2011-01,28.116,
2011-04,28.101,
2011-07,27.386,
2011-10,27.046,
2012-01,27.825,
2012-04,27.780,
2012-07,27.582,
2012-10,26.619,
2013-01,27.643,
2013-04,27.824,
2013-07,27.671,
2013-10,26.791,
2014-01,27.094,
2014-04,27.131,
2014-07,26.716,
