"",BBK01.OUD298,BBK01.OUD298_FLAGS
"",Time deposits of resident households / for more than two years / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:20:07,
1999-01,2.290,
1999-02,2.401,
1999-03,2.306,
1999-04,2.332,
1999-05,2.392,
1999-06,2.259,
1999-07,2.239,
1999-08,1.810,
1999-09,2.500,
1999-10,2.528,
1999-11,2.582,
1999-12,2.691,
2000-01,2.786,
2000-02,2.829,
2000-03,2.922,
2000-04,3.140,
2000-05,3.138,
2000-06,2.961,
2000-07,3.008,
2000-08,3.042,
2000-09,3.050,
2000-10,3.078,
2000-11,3.168,
2000-12,3.117,
2001-01,3.194,
2001-02,3.326,
2001-03,3.344,
2001-04,3.384,
2001-05,3.268,
2001-06,3.293,
2001-07,3.356,
2001-08,3.371,
2001-09,3.440,
2001-10,3.471,
2001-11,3.532,
2001-12,3.563,
2002-01,3.644,
2002-02,3.409,
2002-03,3.330,
2002-04,3.381,
2002-05,3.308,
2002-06,3.359,
2002-07,3.417,
2002-08,3.482,
2002-09,3.607,
2002-10,3.709,
2002-11,3.793,
2002-12,3.907,
2003-01,4.022,
2003-02,4.152,
2003-03,4.095,
2003-04,4.084,
2003-05,4.077,
2003-06,4.001,
2003-07,3.922,
2003-08,3.941,
2003-09,3.882,
2003-10,3.888,
2003-11,3.827,
2003-12,3.791,
2004-01,3.725,
2004-02,3.570,
2004-03,3.626,
2004-04,3.729,
2004-05,3.785,
2004-06,3.714,
2004-07,3.763,
2004-08,3.849,
2004-09,3.891,
2004-10,3.897,
2004-11,3.950,
2004-12,2.436,
2005-01,2.511,
2005-02,2.524,
2005-03,2.545,
2005-04,2.377,
2005-05,2.306,
2005-06,2.317,
2005-07,2.304,
2005-08,2.298,
2005-09,2.125,
2005-10,2.176,
2005-11,2.181,
2005-12,1.708,
2006-01,1.728,
2006-02,1.672,
2006-03,1.670,
2006-04,1.679,
2006-05,1.753,
2006-06,1.680,
2006-07,1.674,
2006-08,1.682,
2006-09,1.755,
2006-10,1.733,
2006-11,1.858,
2006-12,1.881,
2007-01,1.935,
2007-02,1.928,
2007-03,1.967,
2007-04,1.967,
2007-05,1.976,
2007-06,1.977,
2007-07,1.968,
2007-08,2.072,
2007-09,2.398,
2007-10,2.415,
2007-11,2.434,
2007-12,2.463,
2008-01,2.470,
2008-02,2.467,
2008-03,2.452,
2008-04,2.452,
2008-05,2.450,
2008-06,2.457,
2008-07,2.478,
2008-08,2.618,
2008-09,2.616,
2008-10,2.629,
2008-11,2.676,
2008-12,2.912,
2009-01,3.135,
2009-02,3.301,
2009-03,4.147,
2009-04,4.392,
2009-05,4.580,
2009-06,5.045,
2009-07,5.203,
2009-08,5.329,
2009-09,5.416,
2009-10,5.525,
2009-11,5.563,
2009-12,5.821,
2010-01,5.908,
2010-02,6.293,
2010-03,6.424,
2010-04,6.497,
2010-05,6.544,
2010-06,6.592,
2010-07,6.677,
2010-08,6.761,
2010-09,6.849,
2010-10,6.944,
2010-11,6.977,
2010-12,7.069,
2011-01,7.167,
2011-02,7.338,
2011-03,7.475,
2011-04,7.530,
2011-05,7.665,
2011-06,7.827,
2011-07,7.943,
2011-08,8.002,
2011-09,8.079,
2011-10,8.239,
2011-11,8.286,
2011-12,8.403,
2012-01,8.509,
2012-02,8.648,
2012-03,8.414,
2012-04,8.418,
2012-05,8.451,
2012-06,8.454,
2012-07,8.486,
2012-08,8.547,
2012-09,8.652,
2012-10,8.710,
2012-11,8.703,
2012-12,8.737,
2013-01,8.689,
2013-02,8.752,
2013-03,8.790,
2013-04,8.763,
2013-05,8.770,
2013-06,8.702,
2013-07,8.769,
2013-08,8.827,
2013-09,8.819,
2013-10,8.834,
2013-11,8.920,
2013-12,8.865,
2014-01,8.826,
2014-02,8.831,
2014-03,8.919,
2014-04,9.000,
2014-05,9.109,
2014-06,9.195,
2014-07,9.218,
2014-08,9.187,
2014-09,9.202,
2014-10,9.115,
2014-11,9.166,
2014-12,9.205,Provisional value
