"",BBK01.TVD422,BBK01.TVD422_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in other member states / General government / Loans / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:58,
1980-01,0,
1980-02,9,
1980-03,49,
1980-04,16,
1980-05,-5,
1980-06,-5,
1980-07,-11,
1980-08,18,
1980-09,-1,
1980-10,42,
1980-11,39,
1980-12,-12,
1981-01,5,
1981-02,1,
1981-03,25,
1981-04,-17,
1981-05,44,
1981-06,-2,
1981-07,18,
1981-08,10,
1981-09,-23,
1981-10,26,
1981-11,30,
1981-12,27,
1982-01,-34,
1982-02,18,
1982-03,-1,
1982-04,-20,
1982-05,11,
1982-06,6,
1982-07,-5,
1982-08,7,
1982-09,15,
1982-10,7,
1982-11,17,
1982-12,10,
1983-01,-33,
1983-02,-9,
1983-03,-20,
1983-04,4,
1983-05,15,
1983-06,39,
1983-07,-22,
1983-08,-5,
1983-09,25,
1983-10,8,
1983-11,26,
1983-12,33,
1984-01,-21,
1984-02,6,
1984-03,-2,
1984-04,-11,
1984-05,19,
1984-06,8,
1984-07,-4,
1984-08,4,
1984-09,72,
1984-10,22,
1984-11,33,
1984-12,73,
1985-01,-18,
1985-02,72,
1985-03,-35,
1985-04,-12,
1985-05,-9,
1985-06,70,
1985-07,-38,
1985-08,9,
1985-09,5,
1985-10,28,
1985-11,31,
1985-12,124,
1986-01,-17,
1986-02,65,
1986-03,22,
1986-04,-6,
1986-05,50,
1986-06,30,
1986-07,-30,
1986-08,66,
1986-09,98,
1986-10,-7,
1986-11,95,
1986-12,25,
1987-01,-13,
1987-02,29,
1987-03,62,
1987-04,12,
1987-05,57,
1987-06,55,
1987-07,-29,
1987-08,6,
1987-09,3,
1987-10,-15,
1987-11,-26,
1987-12,-14,
1988-01,-19,
1988-02,25,
1988-03,-19,
1988-04,-28,
1988-05,30,
1988-06,96,
1988-07,37,
1988-08,51,
1988-09,53,
1988-10,-3,
1988-11,12,
1988-12,-3,
1989-01,-58,
1989-02,-27,
1989-03,40,
1989-04,45,
1989-05,111,
1989-06,69,
1989-07,-4,
1989-08,51,
1989-09,33,
1989-10,20,
1989-11,174,
1989-12,50,
1990-01,-18,
1990-02,46,
1990-03,-8,
1990-04,27,
1990-05,41,
1990-06,209,
1990-07,29,
1990-08,7,
1990-09,70,
1990-10,-65,
1990-11,83,
1990-12,90,
1991-01,-52,
1991-02,127,
1991-03,10,
1991-04,-116,
1991-05,-39,
1991-06,77,
1991-07,-104,
1991-08,32,
1991-09,-13,
1991-10,27,
1991-11,84,
1991-12,14,
1992-01,-11,
1992-02,-18,
1992-03,5,
1992-04,-20,
1992-05,-38,
1992-06,-85,
1992-07,-7,
1992-08,13,
1992-09,4,
1992-10,159,
1992-11,63,
1992-12,-75,
1993-01,-55,
1993-02,138,
1993-03,86,
1993-04,3,
1993-05,51,
1993-06,244,
1993-07,9,
1993-08,-220,
1993-09,132,
1993-10,53,
1993-11,154,
1993-12,262,
1994-01,87,
1994-02,-40,
1994-03,-65,
1994-04,-141,
1994-05,-80,
1994-06,-33,
1994-07,-86,
1994-08,52,
1994-09,12,
1994-10,120,
1994-11,149,
1994-12,9,
1995-01,399,
1995-02,273,
1995-03,36,
1995-04,-263,
1995-05,33,
1995-06,-48,
1995-07,-38,
1995-08,32,
1995-09,73,
1995-10,64,
1995-11,184,
1995-12,766,
1996-01,-83,
1996-02,202,
1996-03,1342,
1996-04,106,
1996-05,169,
1996-06,134,
1996-07,63,
1996-08,27,
1996-09,69,
1996-10,123,
1996-11,130,
1996-12,760,
1997-01,159,
1997-02,167,
1997-03,-52,
1997-04,68,
1997-05,25,
1997-06,365,
1997-07,212,
1997-08,-167,
1997-09,22,
1997-10,0,
1997-11,121,
1997-12,2190,
1998-01,1445,
1998-02,-97,
1998-03,101,
1998-04,6,
1998-05,248,
1998-06,129,
1998-07,235,
1998-08,878,
1998-09,-733,
1998-10,168,
1998-11,42,
1998-12,4000,
1999-01,-39,
1999-02,-244,
1999-03,276,
1999-04,169,
1999-05,134,
1999-06,1401,
1999-07,-187,
1999-08,8,
1999-09,-4,
1999-10,-2,
1999-11,619,
1999-12,-95,
2000-01,-100,
2000-02,72,
2000-03,-307,
2000-04,-42,
2000-05,231,
2000-06,-156,
2000-07,-237,
2000-08,44,
2000-09,62,
2000-10,-98,
2000-11,218,
2000-12,46,
2001-01,2446,
2001-02,-2529,
2001-03,198,
2001-04,-125,
2001-05,116,
2001-06,196,
2001-07,-297,
2001-08,205,
2001-09,-321,
2001-10,300,
2001-11,592,
2001-12,1406,
2002-01,-569,
2002-02,77,
2002-03,996,
2002-04,-242,
2002-05,-265,
2002-06,203,
2002-07,415,
2002-08,-78,
2002-09,389,
2002-10,366,
2002-11,406,
2002-12,-2324,
2003-01,1071,
2003-02,-2040,
2003-03,58,
2003-04,-982,
2003-05,1467,
2003-06,-1903,
2003-07,261,
2003-08,-919,
2003-09,-540,
2003-10,1648,
2003-11,568,
2003-12,517,
2004-01,-401,
2004-02,-589,
2004-03,-139,
2004-04,857,
2004-05,57,
2004-06,-155,
2004-07,771,
2004-08,-92,
2004-09,-471,
2004-10,-119,
2004-11,283,
2004-12,27,
2005-01,-6,
2005-02,790,
2005-03,1369,
2005-04,2778,
2005-05,257,
2005-06,61,
2005-07,1211,
