"",BBK01.WU0057,BBK01.WU0057_FLAGS
"",Net sales of domestic debt securities at nominal value / Mortgage Pfandbriefe,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:15:37,
1948-01,-,Nothing exists
1948-02,-,Nothing exists
1948-03,-,Nothing exists
1948-04,-,Nothing exists
1948-05,-,Nothing exists
1948-06,-,Nothing exists
1948-07,0,
1948-08,-,Nothing exists
1948-09,0,
1948-10,3,
1948-11,1,
1948-12,-,Nothing exists
1949-01,8,
1949-02,5,
1949-03,11,
1949-04,18,
1949-05,4,
1949-06,7,
1949-07,9,
1949-08,7,
1949-09,10,
1949-10,8,
1949-11,6,
1949-12,10,
1950-01,6,
1950-02,13,
1950-03,11,
1950-04,7,
1950-05,9,
1950-06,8,
1950-07,7,
1950-08,12,
1950-09,8,
1950-10,7,
1950-11,8,
1950-12,13,
1951-01,14,
1951-02,6,
1951-03,9,
1951-04,33,
1951-05,7,
1951-06,11,
1951-07,20,
1951-08,24,
1951-09,32,
1951-10,37,
1951-11,18,
1951-12,31,
1952-01,16,
1952-02,10,
1952-03,24,
1952-04,35,
1952-05,26,
1952-06,15,
1952-07,14,
1952-08,19,
1952-09,26,
1952-10,34,
1952-11,37,
1952-12,65,
1953-01,41,
1953-02,29,
1953-03,41,
1953-04,41,
1953-05,31,
1953-06,22,
1953-07,30,
1953-08,36,
1953-09,40,
1953-10,60,
1953-11,54,
1953-12,107,
1954-01,67,
1954-02,42,
1954-03,41,
1954-04,59,
1954-05,90,
1954-06,206,
1954-07,167,
1954-08,94,
1954-09,81,
1954-10,75,
1954-11,81,
1954-12,123,
1955-01,106,
1955-02,39,
1955-03,5,
1955-04,69,
1955-05,78,
1955-06,71,
1955-07,48,
1955-08,64,
1955-09,71,
1955-10,61,
1955-11,29,
1955-12,66,
1956-01,58,
1956-02,62,
1956-03,66,
1956-04,48,
1956-05,56,
1956-06,28,
1956-07,32,
1956-08,28,
1956-09,51,
1956-10,27,
1956-11,25,
1956-12,44,
1957-01,60,
1957-02,30,
1957-03,31,
1957-04,40,
1957-05,38,
1957-06,19,
1957-07,50,
1957-08,41,
1957-09,77,
1957-10,76,
