"",BBK01.EU8211,BBK01.EU8211_FLAGS
"",External position of the Bundesbank up to 1998 / Claims on the European Central Bank / Diff. between the ECU value and the book value of the reserves contributed,
unit,DM (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:12,
1979-03,-3287.202,
1979-04,-3287.202,
1979-05,-3287.202,
1979-06,-3287.202,
1979-07,-3928.278,
1979-08,-3928.278,
1979-09,-3928.278,
1979-10,-4633.981,
1979-11,-4633.981,
1979-12,-4637.622,
1980-01,-6074.092,
1980-02,-6074.092,
1980-03,-6074.092,
1980-04,-9665.753,
1980-05,-9665.753,
1980-06,-9665.753,
1980-07,-11090.937,
1980-08,-11090.937,
1980-09,-11090.937,
1980-10,-11340.544,
1980-11,-11340.544,
1980-12,-11509.857,
1981-01,-12194.613,
1981-02,-12194.613,
1981-03,-12194.613,
1981-04,-11834.074,
1981-05,-11834.074,
1981-06,-11834.074,
1981-07,-10746.609,
1981-08,-10746.609,
1981-09,-10746.609,
1981-10,-10193.368,
1981-11,-10193.368,
1981-12,-11948.583,
1982-01,-10856.126,
1982-02,-10856.126,
1982-03,-10856.126,
1982-04,-10180.504,
1982-05,-10180.504,
1982-06,-10180.504,
1982-07,-10232.461,
1982-08,-10232.461,
1982-09,-10232.461,
1982-10,-11820.461,
1982-11,-11820.461,
1982-12,-10748.342,
1983-01,-12124.482,
1983-02,-12124.482,
1983-03,-12124.482,
1983-04,-13318.544,
1983-05,-13318.544,
1983-06,-13318.544,
1983-07,-13757.404,
1983-08,-13757.404,
1983-09,-13757.404,
1983-10,-14144.657,
1983-11,-14144.657,
1983-12,-13769.782,
1984-01,-13878.592,
1984-02,-13878.592,
1984-03,-13878.592,
1984-04,-13381.222,
1984-05,-13381.222,
1984-06,-13381.222,
1984-07,-14177.393,
1984-08,-14177.393,
1984-09,-14177.393,
1984-10,-14382.452,
1984-11,-14382.452,
1984-12,-14145.543,
1985-01,-14090.479,
1985-02,-14090.479,
1985-03,-14090.479,
1985-04,-13970.509,
1985-05,-13970.509,
1985-06,-13970.509,
1985-07,-13334.542,
1985-08,-13334.542,
1985-09,-13334.542,
1985-10,-11673.925,
1985-11,-11673.925,
1985-12,-11574.018,
1986-01,-10384.054,
1986-02,-10384.054,
1986-03,-10204.547,
1986-04,-10155.117,
1986-05,-10155.117,
1986-06,-10155.117,
1986-07,-9076.646,
1986-08,-9076.646,
1986-09,-9076.646,
1986-10,-9161.736,
1986-11,-9161.736,
1986-12,-8332.609,
1987-01,-8144.536,
1987-02,-8144.536,
1987-03,-8144.536,
1987-04,-7800.595,
1987-05,-7800.595,
1987-06,-7800.595,
1987-07,-8104.013,
1987-08,-8104.013,
1987-09,-8104.013,
1987-10,-8644.509,
1987-11,-8644.509,
1987-12,-9217.129,
1988-01,-7731.935,
1988-02,-7731.935,
1988-03,-7731.935,
1988-04,-7711.633,
1988-05,-7711.633,
1988-06,-7711.633,
1988-07,-8528.009,
1988-08,-8528.009,
1988-09,-8528.009,
1988-10,-8278.676,
1988-11,-8278.676,
1988-12,-8393.027,
1989-01,-7841.811,
1989-02,-7841.811,
1989-03,-7841.811,
1989-04,-8002.586,
1989-05,-8002.586,
1989-06,-8002.586,
1989-07,-8253.873,
1989-08,-8253.873,
1989-09,-8253.873,
1989-10,-7869.535,
1989-11,-7869.535,
1989-12,-7578.640,
1990-01,-6949.633,
1990-02,-6949.633,
1990-03,-6949.633,
1990-04,-6310.966,
1990-05,-6310.966,
1990-06,-6310.966,
1990-07,-5407.426,
1990-08,-5407.426,
1990-09,-5407.426,
1990-10,-5146.544,
1990-11,-5146.544,
1990-12,-5585.887,
1991-01,-5124.399,
1991-02,-5124.399,
1991-03,-5124.399,
1991-04,-5712.506,
1991-05,-5712.506,
1991-06,-5712.506,
1991-07,-6725.639,
1991-08,-6725.639,
1991-09,-6725.639,
1991-10,-5818.539,
1991-11,-5818.539,
1991-12,-6033.209,
1992-01,-4813.616,
1992-02,-4813.616,
1992-03,-4813.616,
1992-04,-5614.775,
1992-05,-5614.775,
1992-06,-5614.775,
1992-07,-4480.784,
1992-08,-4480.784,
1992-09,-4480.784,
1992-10,-4263.662,
1992-11,-4263.662,
1992-12,-4110.647,
1993-01,-5520.689,
1993-02,-5520.689,
1993-03,-5520.689,
1993-04,-5543.408,
1993-05,-5543.408,
1993-06,-5543.408,
1993-07,-6355.321,
1993-08,-6355.321,
1993-09,-6355.321,
1993-10,-6382.462,
1993-11,-6382.462,
1993-12,-6026.500,
1994-01,-7284.591,
1994-02,-7284.591,
1994-03,-7284.591,
1994-04,-7363.444,
1994-05,-7363.444,
1994-06,-7363.444,
1994-07,-6340.704,
1994-08,-6340.704,
1994-09,-6340.704,
1994-10,-6117.076,
1994-11,-6117.076,
1994-12,-6489.146,
1995-01,-6430.363,
1995-02,-6430.363,
1995-03,-6430.363,
1995-04,-5103.975,
1995-05,-5103.975,
1995-06,-5103.975,
1995-07,-5152.973,
1995-08,-5152.973,
1995-09,-5152.973,
1995-10,-5272.578,
1995-11,-5272.578,
1995-12,-4912.178,
1996-01,-5047.191,
1996-02,-5047.191,
1996-03,-5047.191,
1996-04,-5474.333,
1996-05,-5474.333,
1996-06,-5474.333,
1996-07,-5692.236,
1996-08,-5699.577,
1996-09,-5699.577,
1996-10,-5690.104,
1996-11,-5690.104,
1996-12,-5709.106,
1997-01,-5679.865,
1997-02,-5679.865,
1997-03,-5679.865,
1997-04,-6601.521,
1997-05,-6601.521,
1997-06,-6601.521,
1997-07,-6744.432,
1997-08,-6744.432,
1997-09,-6744.432,
1997-10,-6607.887,
1997-11,-6607.887,
1997-12,-6800.545,
1998-01,-6431.168,
1998-02,-6431.168,
1998-03,-6431.168,
1998-04,-6717.034,
1998-05,-6678.906,
1998-06,-6678.906,
1998-07,-6492.556,
1998-08,-6492.556,
1998-09,-6492.556,
1998-10,-4844.611,
1998-11,-4844.611,
1998-12,-,Nothing exists
