"",BBK01.PQC361,BBK01.PQC361_FLAGS
"",Lending to domestic self-employed persons / Long-term / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:23,
1968-10,0.423,
1969-01,0.483,
1969-04,0.546,
1969-07,0.615,
1969-10,0.726,
1970-01,0.811,
1970-04,0.864,
1970-07,0.874,
1970-10,0.901,
1971-01,0.899,
1971-04,0.960,
1971-07,1.062,
1971-10,1.148,
1972-01,1.159,
1972-04,1.206,
1972-07,1.259,
1972-10,1.387,
1973-01,1.455,
1973-04,1.491,
1973-07,1.506,
1973-10,1.526,
1974-01,1.494,
1974-04,1.468,
1974-07,1.482,
1974-10,1.530,
1975-01,1.543,
1975-04,1.596,
1975-07,1.748,
1975-10,1.869,
1976-01,1.883,
1976-04,1.986,
1976-07,2.102,
1976-10,2.293,
1977-01,2.325,
1977-04,2.436,
1977-07,2.586,
1977-10,2.746,
1978-01,2.752,
1978-04,2.817,
1978-07,2.974,
1978-10,3.184,
1979-01,3.293,
1979-04,3.546,
1979-07,3.695,
1979-10,3.981,
1980-01,3.970,
1980-04,4.028,
1980-07,4.030,
1980-10,4.090,
1981-01,4.201,
1981-04,4.182,
1981-07,4.141,
1981-10,4.075,
1982-01,3.906,
1982-04,3.804,
1982-07,3.767,
1982-10,3.910,
1983-01,3.935,
1983-04,4.199,
1983-07,4.373,
1983-10,4.738,
1984-01,4.768,
1984-04,4.941,
1984-07,5.137,
1984-10,5.509,
1985-01,5.719,
1985-04,5.854,
1985-07,6.080,
1985-10,6.497,
1986-01,6.635,
1986-04,6.937,
1986-07,7.259,
1986-10,7.759,
1987-01,7.981,
1987-04,8.231,
1987-07,8.548,
1987-10,9.035,
1988-01,9.321,
1988-04,10.095,
1988-07,10.515,
1988-10,11.051,
1989-01,11.353,
1989-04,11.778,
1989-07,12.093,
1989-10,12.909,
1990-01,13.352,
1990-04,13.729,
1990-07,14.086,
1990-10,14.822,
1991-01,15.356,
1991-04,15.839,
1991-07,16.546,
1991-10,17.498,
1992-01,18.031,
1992-04,18.574,
1992-07,19.143,
1992-10,19.751,
1993-01,20.185,
1993-04,20.612,
1993-07,21.155,
1993-10,22.302,
1994-01,23.085,
1994-04,23.811,
1994-07,24.207,
1994-10,24.822,
1995-01,24.666,
1995-04,25.004,
1995-07,25.481,
1995-10,26.389,
1996-01,26.870,
1996-04,27.230,
1996-07,27.698,
1996-10,29.020,
1997-01,29.514,
1997-04,29.878,
1997-07,30.281,
1997-10,31.226,
1998-01,31.632,
1998-04,31.960,
1998-07,32.487,
1998-10,33.775,
1999-01,66.405,
1999-04,65.330,
1999-07,58.512,
1999-10,58.824,
2000-01,58.689,
2000-04,59.292,
2000-07,59.721,
2000-10,59.586,
2001-01,59.515,
2001-04,60.119,
2001-07,59.679,
2001-10,59.257,
2002-01,59.083,
2002-04,58.596,
2002-07,58.112,
2002-10,57.307,
2003-01,56.462,
2003-04,55.755,
2003-07,54.725,
2003-10,53.366,
2004-01,52.638,
2004-04,52.217,
2004-07,51.803,
2004-10,53.248,
2005-01,52.828,
2005-04,51.953,
2005-07,51.170,
2005-10,50.098,
2006-01,49.336,
2006-04,48.270,
2006-07,47.644,
2006-10,45.889,
2007-01,44.808,
2007-04,43.621,
2007-07,42.543,
2007-10,41.524,
2008-01,40.555,
2008-04,39.698,
2008-07,38.694,
2008-10,37.179,
2009-01,36.152,
2009-04,35.622,
2009-07,34.669,
2009-10,33.638,
2010-01,32.942,
2010-04,32.158,
2010-07,31.532,
2010-10,30.825,
2011-01,30.321,
2011-04,29.771,
2011-07,29.404,
2011-10,28.411,
2012-01,27.459,
2012-04,27.157,
2012-07,26.853,
2012-10,26.565,
2013-01,26.288,
2013-04,26.316,
2013-07,26.756,
2013-10,26.617,
2014-01,26.496,
2014-04,26.547,
2014-07,26.447,
2014-10,26.608,
