"",BBK01.OUL040,BBK01.OUL040_FLAGS
"",Foreign securities / Bonds and debt securities issued by foreign non-banks / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:52:11,
1968-12,0.031,
1969-01,0.035,
1969-02,0.049,
1969-03,0.055,
1969-04,0.058,
1969-05,0.061,
1969-06,0.064,
1969-07,0.065,
1969-08,0.066,
1969-09,0.070,
1969-10,0.073,
1969-11,0.078,
1969-12,0.085,
1970-01,0.083,
1970-02,0.084,
1970-03,0.085,
1970-04,0.085,
1970-05,0.085,
1970-06,0.085,
1970-07,0.085,
1970-08,0.086,
1970-09,0.087,
1970-10,0.087,
1970-11,0.087,
1970-12,0.086,
1971-01,0.085,
1971-02,0.086,
1971-03,0.086,
1971-04,0.085,
1971-05,0.085,
1971-06,0.084,
1971-07,0.084,
1971-08,0.083,
1971-09,0.083,
1971-10,0.082,
1971-11,0.082,
1971-12,0.083,
1972-01,0.078,
1972-02,0.073,
1972-03,0.063,
1972-04,0.061,
1972-05,0.054,
1972-06,0.048,
1972-07,0.035,
1972-08,0.027,
1972-09,0.025,
1972-10,0.024,
1972-11,0.022,
1972-12,0.020,
1973-01,0.018,
1973-02,0.016,
1973-03,0.015,
1973-04,0.013,
1973-05,0.012,
1973-06,0.011,
1973-07,0.011,
1973-08,0.011,
1973-09,0.011,
1973-10,0.010,
1973-11,0.010,
1973-12,0.011,
1974-01,0.011,
1974-02,0.011,
1974-03,0.011,
1974-04,0.011,
1974-05,0.011,
1974-06,0.010,
1974-07,0.010,
1974-08,0.010,
1974-09,0.010,
1974-10,0.010,
1974-11,0.010,
1974-12,0.010,
1975-01,0.010,
1975-02,0.010,
1975-03,0.011,
1975-04,0.012,
1975-05,0.013,
1975-06,0.014,
1975-07,0.017,
1975-08,0.017,
1975-09,0.017,
1975-10,0.017,
1975-11,0.017,
1975-12,0.018,
1976-01,0.018,
1976-02,0.018,
1976-03,0.018,
1976-04,0.019,
1976-05,0.019,
1976-06,0.019,
1976-07,0.019,
1976-08,0.019,
1976-09,0.019,
1976-10,0.018,
1976-11,0.018,
1976-12,0.019,
1977-01,0.020,
1977-02,0.022,
1977-03,0.026,
1977-04,0.028,
1977-05,0.036,
1977-06,0.043,
1977-07,0.048,
1977-08,0.051,
1977-09,0.054,
1977-10,0.057,
1977-11,0.058,
1977-12,0.062,
1978-01,0.069,
1978-02,0.073,
1978-03,0.074,
1978-04,0.076,
1978-05,0.082,
1978-06,0.085,
1978-07,0.085,
1978-08,0.081,
1978-09,0.080,
1978-10,0.082,
1978-11,0.077,
1978-12,0.083,
1979-01,0.079,
1979-02,0.078,
1979-03,0.080,
1979-04,0.082,
1979-05,0.082,
1979-06,0.081,
1979-07,0.078,
1979-08,0.076,
1979-09,0.076,
1979-10,0.084,
1979-11,0.100,
1979-12,0.105,
1980-01,0.136,
1980-02,0.144,
1980-03,0.144,
1980-04,0.144,
1980-05,0.145,
1980-06,0.146,
1980-07,0.154,
1980-08,0.153,
1980-09,0.154,
1980-10,0.157,
1980-11,0.157,
1980-12,0.175,
1981-01,0.173,
1981-02,0.174,
1981-03,0.174,
1981-04,0.174,
1981-05,0.174,
1981-06,0.171,
1981-07,0.171,
1981-08,0.161,
1981-09,0.185,
1981-10,0.183,
1981-11,0.187,
1981-12,0.183,
1982-01,0.185,
1982-02,0.188,
1982-03,0.193,
1982-04,0.195,
1982-05,0.187,
