"",BBK01.OUC315,BBK01.OUC315_FLAGS
"",Time deposits of social security funds / for more than one year up to and including two years / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:38,
1999-01,0.001,
1999-02,0.002,
1999-03,0.002,
1999-04,0.004,
1999-05,0.002,
1999-06,0.002,
1999-07,0.002,
1999-08,0.043,
1999-09,0.002,
1999-10,0.049,
1999-11,0.002,
1999-12,0.004,
2000-01,0.004,
2000-02,0.004,
2000-03,0.004,
2000-04,0.004,
2000-05,0.004,
2000-06,0.006,
2000-07,0.006,
2000-08,0.006,
2000-09,0.006,
2000-10,0.006,
2000-11,0.006,
2000-12,0.008,
2001-01,0.013,
2001-02,0.023,
2001-03,0.012,
2001-04,0.012,
2001-05,0.012,
2001-06,0.012,
2001-07,0.012,
2001-08,0.012,
2001-09,0.010,
2001-10,0.010,
2001-11,0.010,
2001-12,0.005,
2002-01,-,Nothing exists
2002-02,-,Nothing exists
2002-03,0.001,
2002-04,0.002,
2002-05,0.002,
2002-06,0.002,
2002-07,0.002,
2002-08,0.002,
2002-09,0.002,
2002-10,0.002,
2002-11,0.002,
2002-12,0.030,
2003-01,0.030,
2003-02,0.030,
2003-03,0.030,
2003-04,0.030,
2003-05,0.030,
2003-06,0.034,
2003-07,0.035,
2003-08,0.035,
2003-09,0.035,
2003-10,0.036,
2003-11,0.035,
2003-12,0.008,
2004-01,0.007,
2004-02,0.007,
2004-03,0.007,
2004-04,0.007,
2004-05,0.007,
2004-06,0.006,
2004-07,0.008,
2004-08,0.008,
2004-09,0.008,
2004-10,0.008,
2004-11,0.008,
2004-12,0.001,
2005-01,0.001,
2005-02,0.001,
2005-03,0.001,
2005-04,-,Nothing exists
2005-05,-,Nothing exists
2005-06,-,Nothing exists
2005-07,-,Nothing exists
2005-08,-,Nothing exists
2005-09,-,Nothing exists
2005-10,-,Nothing exists
2005-11,-,Nothing exists
2005-12,-,Nothing exists
2006-01,-,Nothing exists
2006-02,-,Nothing exists
2006-03,0.005,
2006-04,0.005,
2006-05,0.007,
2006-06,0.007,
2006-07,0.007,
2006-08,0.007,
2006-09,0.023,
2006-10,0.023,
2006-11,0.008,
2006-12,0.018,
2007-01,0.189,
2007-02,0.189,
2007-03,0.196,
2007-04,0.195,
2007-05,0.193,
2007-06,0.503,
2007-07,0.503,
2007-08,0.513,
2007-09,0.523,
2007-10,0.523,
2007-11,0.591,
2007-12,0.696,
2008-01,0.534,
2008-02,0.534,
2008-03,0.514,
2008-04,0.514,
2008-05,0.524,
2008-06,0.334,
2008-07,0.204,
2008-08,0.204,
2008-09,0.205,
2008-10,0.206,
2008-11,0.147,
2008-12,0.078,
2009-01,0.095,
2009-02,0.100,
2009-03,0.220,
2009-04,0.225,
2009-05,0.271,
2009-06,0.285,
2009-07,0.290,
2009-08,0.394,
2009-09,0.382,
2009-10,0.381,
2009-11,0.384,
2009-12,0.381,
2010-01,0.360,
2010-02,0.376,
2010-03,0.276,
2010-04,0.279,
2010-05,0.249,
2010-06,0.223,
2010-07,0.202,
2010-08,0.104,
2010-09,0.144,
2010-10,0.184,
2010-11,0.175,
2010-12,0.163,
2011-01,0.164,
2011-02,0.156,
2011-03,0.159,
2011-04,0.151,
2011-05,0.154,
2011-06,0.146,
2011-07,0.182,
2011-08,0.190,
2011-09,0.229,
2011-10,0.241,
2011-11,0.215,
2011-12,0.287,
2012-01,0.311,
2012-02,0.400,
2012-03,0.493,
2012-04,0.496,
2012-05,0.586,
2012-06,0.777,
2012-07,0.862,
2012-08,0.875,
2012-09,0.964,
2012-10,0.922,
2012-11,0.941,
2012-12,0.929,
2013-01,0.984,
2013-02,1.021,
2013-03,0.981,
2013-04,1.073,
2013-05,1.310,
2013-06,1.290,
2013-07,1.269,
2013-08,1.305,
2013-09,1.305,
2013-10,1.330,
2013-11,1.359,
2013-12,1.358,
2014-01,1.316,
2014-02,1.315,
2014-03,1.334,
2014-04,1.245,
2014-05,1.175,
2014-06,1.080,
2014-07,1.048,
2014-08,0.964,
2014-09,0.852,
2014-10,0.916,
2014-11,1.072,
2014-12,1.062,Provisional value
