"",BBK01.OU1057,BBK01.OU1057_FLAGS
"",Securities portfolios / Total / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:48:11,
1965-01,2.529,
1965-02,2.628,
1965-03,2.667,
1965-04,2.695,
1965-05,2.718,
1965-06,2.666,
1965-07,2.673,
1965-08,2.642,
1965-09,2.611,
1965-10,2.559,
1965-11,2.552,
1965-12,2.496,
1966-01,2.473,
1966-02,2.498,
1966-03,2.466,
1966-04,2.443,
1966-05,2.449,
1966-06,2.438,
1966-07,2.383,
1966-08,2.368,
1966-09,2.392,
1966-10,2.432,
1966-11,2.439,
1966-12,2.575,
1967-01,2.803,
1967-02,2.791,
1967-03,2.876,
1967-04,2.927,
1967-05,2.971,
1967-06,3.042,
1967-07,3.168,
1967-08,3.270,
1967-09,3.342,
1967-10,3.488,
1967-11,3.576,
1967-12,3.565,
1968-01,3.619,
1968-02,3.614,
1968-03,3.651,
1968-04,3.607,
1968-05,3.724,
1968-06,4.039,
1968-07,4.221,
1968-08,4.387,
1968-09,4.528,
1968-10,4.704,
1968-11,4.800,
1968-12,5.004,
1969-01,4.941,
1969-02,5.213,
1969-03,5.357,
1969-04,5.555,
1969-05,5.650,
1969-06,5.622,
1969-07,5.655,
1969-08,5.826,
1969-09,5.903,
1969-10,6.076,
1969-11,6.114,
1969-12,6.067,
1970-01,5.938,
1970-02,5.947,
1970-03,5.964,
1970-04,6.020,
1970-05,6.010,
1970-06,5.882,
1970-07,5.895,
1970-08,5.768,
1970-09,5.705,
1970-10,5.651,
1970-11,5.654,
1970-12,5.834,
1971-01,5.815,
1971-02,5.722,
1971-03,5.666,
1971-04,5.725,
1971-05,5.915,
1971-06,5.815,
1971-07,5.723,
1971-08,5.709,
1971-09,5.716,
1971-10,5.795,
1971-11,5.618,
1971-12,5.687,
1972-01,5.674,
1972-02,5.789,
1972-03,5.704,
1972-04,5.687,
1972-05,5.630,
1972-06,5.517,
1972-07,5.705,
1972-08,5.827,
1972-09,6.008,
1972-10,6.061,
1972-11,6.109,
1972-12,6.130,
1973-01,6.168,
1973-02,6.359,
1973-03,6.473,
1973-04,6.298,
1973-05,6.193,
1973-06,6.350,
1973-07,6.542,
1973-08,6.800,
1973-09,6.936,
1973-10,6.987,
1973-11,7.115,
1973-12,7.172,
1974-01,7.205,
1974-02,7.186,
1974-03,7.168,
1974-04,7.209,
1974-05,7.266,
1974-06,7.306,
1974-07,7.411,
1974-08,7.731,
1974-09,7.827,
1974-10,7.836,
1974-11,8.057,
1974-12,8.416,
1975-01,8.246,
1975-02,8.146,
1975-03,8.127,
1975-04,8.294,
1975-05,8.427,
1975-06,8.418,
1975-07,8.400,
1975-08,8.413,
1975-09,8.130,
1975-10,8.190,
1975-11,8.381,
