"",BBK01.OXA7C1,BBK01.OXA7C1_FLAGS
"",Trading portfolio derivatives of other assets / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:24:44,
2010-12,983.240,
2011-01,918.597,
2011-02,882.105,
2011-03,785.158,
2011-04,780.020,
2011-05,831.988,
2011-06,754.463,
2011-07,879.815,
2011-08,1050.028,
2011-09,1183.096,
2011-10,1067.174,
2011-11,1053.464,
2011-12,1141.690,
2012-01,1150.227,
2012-02,1123.387,
2012-03,1071.094,
2012-04,1090.251,
2012-05,1331.085,
2012-06,1175.195,
2012-07,1247.635,
2012-08,1217.028,
2012-09,1169.012,
2012-10,1105.927,
2012-11,1090.738,
2012-12,1060.730,
2013-01,959.433,
2013-02,959.028,
2013-03,951.118,
2013-04,982.021,
2013-05,878.702,
2013-06,798.466,
2013-07,783.703,
2013-08,732.676,
2013-09,749.321,
2013-10,753.403,
2013-11,749.721,
2013-12,679.374,
2014-01,703.543,
2014-02,682.814,
2014-03,664.186,
2014-04,670.807,
2014-05,702.059,
2014-06,705.697,
2014-07,721.775,
2014-08,800.869,
2014-09,790.801,
2014-10,794.345,
2014-11,838.595,
2014-12,865.555,Provisional value
