"",BBK01.OEAC50H,BBK01.OEAC50H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:54:56,
2002-01,20.920,
2002-04,20.481,
2002-07,20.134,
2002-10,19.768,
2003-01,19.291,
2003-04,18.828,
2003-07,18.413,
2003-10,18.078,
2004-01,17.860,
2004-04,17.503,
2004-07,16.963,
2004-10,15.087,
2005-01,14.729,
2005-04,14.296,
2005-07,14.047,
2005-10,13.759,
2006-01,13.553,
2006-04,13.334,
2006-07,13.187,
2006-10,12.978,
2007-01,12.739,
2007-04,12.751,
2007-07,12.688,
2007-10,12.433,
2008-01,12.233,
2008-04,12.125,
2008-07,12.075,
2008-10,11.945,
2009-01,11.436,
2009-04,10.700,
2009-07,10.834,
2009-10,10.592,
2010-01,10.395,
2010-04,10.472,
2010-07,10.408,
2010-10,10.543,
2011-01,10.342,
2011-04,10.208,
2011-07,10.280,
2011-10,10.377,
2012-01,10.345,
2012-04,10.541,
2012-07,10.513,
2012-10,10.462,
2013-01,10.415,
2013-04,10.375,
2013-07,10.345,
2013-10,10.350,
2014-01,10.269,
2014-04,10.300,
2014-07,10.240,
