"",BBK01.QUY032,BBK01.QUY032_FLAGS
"",Consolidated German banks: Loans and advances to non- residents / Ecuador / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:36:24,
2002-03,0.120,
2002-04,0.120,
2002-05,0.111,
2002-06,0.100,
2002-07,0.144,
2002-08,0.120,
2002-09,0.116,
2002-10,0.105,
2002-11,0.113,
2002-12,0.108,
2003-01,0.099,
2003-02,0.099,
2003-03,0.125,
2003-04,0.124,
2003-05,0.141,
2003-06,0.131,
2003-07,0.129,
2003-08,0.132,
2003-09,0.123,
2003-10,0.114,
2003-11,0.113,
2003-12,0.137,
2004-01,0.139,
2004-02,0.128,
2004-03,0.140,
2004-04,0.148,
2004-05,0.131,
2004-06,0.134,
2004-07,0.132,
2004-08,0.136,
2004-09,0.144,
2004-10,0.153,
2004-11,0.143,
2004-12,0.139,
2005-01,0.159,
2005-02,0.156,
2005-03,0.156,
2005-04,0.166,
2005-05,0.163,
2005-06,0.160,
2005-07,0.154,
2005-08,0.179,
2005-09,0.183,
2005-10,0.203,
2005-11,0.187,
2005-12,0.161,
2006-01,0.141,
2006-02,0.175,
2006-03,0.191,
2006-04,0.148,
2006-05,0.157,
2006-06,0.128,
2006-07,0.132,
2006-08,0.112,
2006-09,0.158,
2006-10,0.148,
2006-11,0.137,
2006-12,0.114,
2007-01,0.145,
2007-02,0.141,
2007-03,0.104,
2007-04,0.101,
2007-05,0.099,
2007-06,0.098,
2007-07,0.096,
2007-08,0.097,
2007-09,0.087,
2007-10,0.087,
2007-11,0.085,
2007-12,0.120,
2008-01,0.103,
2008-02,0.088,
2008-03,0.083,
2008-04,0.097,
2008-05,0.080,
2008-06,0.076,
2008-07,0.075,
2008-08,0.097,
2008-09,0.091,
2008-10,0.194,
2008-11,0.119,
2008-12,0.102,
2009-01,0.106,
2009-02,0.098,
2009-03,0.082,
2009-04,0.079,
2009-05,0.072,
2009-06,0.068,
2009-07,0.066,
2009-08,0.065,
2009-09,0.062,
2009-10,0.064,
2009-11,0.064,
2009-12,0.068,
2010-01,0.068,
2010-02,0.085,
2010-03,0.061,
2010-04,0.063,
2010-05,0.066,
2010-06,0.098,
2010-07,0.093,
2010-08,0.081,
2010-09,0.126,
2010-10,0.104,
2010-11,0.116,
2010-12,0.107,
2011-01,0.091,
2011-02,0.110,
2011-03,0.070,
2011-04,0.069,
2011-05,0.093,
2011-06,0.139,
2011-07,0.146,
2011-08,0.173,
2011-09,0.184,
2011-10,0.189,
2011-11,0.184,
2011-12,0.163,
2012-01,0.252,
2012-02,0.350,
2012-03,0.554,
2012-04,0.447,
2012-05,0.450,
2012-06,0.525,
2012-07,0.430,
2012-08,0.565,
2012-09,0.450,
2012-10,0.649,
2012-11,0.683,
2012-12,0.576,
2013-01,0.557,
2013-02,0.564,
2013-03,0.513,
2013-04,0.816,
2013-05,0.835,
2013-06,0.629,
2013-07,0.570,
2013-08,0.645,
2013-09,0.583,
2013-10,0.595,
2013-11,0.578,
2013-12,0.620,
2014-01,0.578,
2014-02,0.529,
2014-03,0.622,
2014-04,0.554,
2014-05,0.602,
2014-06,0.495,
2014-07,0.535,
2014-08,0.370,
2014-09,0.384,
2014-10,0.575,
