"",BBK01.PQ0234,BBK01.PQ0234_FLAGS
"",Other loans to domestic employees  and other individuals / Short-term / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:26:43,
1968-10,0.610,
1969-01,0.586,
1969-04,0.636,
1969-07,0.643,
1969-10,0.706,
1970-01,0.740,
1970-04,0.734,
1970-07,0.745,
1970-10,0.762,
1971-01,0.818,
1971-04,0.882,
1971-07,0.935,
1971-10,1.072,
1972-01,1.130,
1972-04,1.227,
1972-07,1.311,
1972-10,1.507,
1973-01,1.485,
1973-04,1.446,
1973-07,1.405,
1973-10,1.474,
1974-01,1.471,
1974-04,1.438,
1974-07,1.355,
1974-10,1.320,
1975-01,1.296,
1975-04,1.263,
1975-07,1.210,
1975-10,1.270,
1976-01,1.313,
1976-04,1.369,
1976-07,1.372,
1976-10,1.476,
1977-01,1.496,
1977-04,1.596,
1977-07,1.654,
1977-10,1.769,
1978-01,1.773,
1978-04,1.847,
1978-07,1.935,
1978-10,1.948,
1979-01,1.971,
1979-04,2.028,
1979-07,2.248,
1979-10,2.203,
1980-01,2.104,
1980-04,2.184,
1980-07,2.198,
1980-10,2.270,
1981-01,2.313,
1981-04,2.273,
1981-07,2.292,
1981-10,2.495,
1982-01,2.507,
1982-04,2.598,
1982-07,2.670,
1982-10,2.729,
1983-01,2.796,
1983-04,2.841,
1983-07,2.928,
1983-10,3.064,
1984-01,3.054,
1984-04,3.140,
1984-07,3.084,
1984-10,3.232,
1985-01,3.058,
1985-04,3.015,
1985-07,3.076,
1985-10,3.203,
1986-01,3.167,
1986-04,3.341,
1986-07,3.257,
1986-10,4.488,
1987-01,4.397,
1987-04,4.291,
1987-07,4.285,
1987-10,4.290,
1988-01,4.278,
1988-04,4.214,
1988-07,4.124,
1988-10,4.054,
1989-01,4.006,
1989-04,4.043,
1989-07,4.151,
1989-10,4.264,
1990-01,4.301,
1990-04,4.412,
1990-07,4.547,
1990-10,4.861,
1991-01,4.542,
1991-04,4.514,
1991-07,4.598,
1991-10,4.899,
1992-01,4.786,
1992-04,4.912,
1992-07,5.054,
1992-10,5.276,
1993-01,4.986,
1993-04,4.864,
1993-07,4.797,
1993-10,5.136,
1994-01,4.759,
1994-04,4.622,
1994-07,4.644,
1994-10,5.091,
1995-01,5.001,
1995-04,5.034,
1995-07,4.898,
1995-10,5.407,
1996-01,4.998,
1996-04,4.994,
1996-07,5.223,
1996-10,6.230,
1997-01,5.613,
1997-04,5.872,
1997-07,5.813,
1997-10,6.400,
1998-01,6.022,
1998-04,7.007,
1998-07,6.936,
1998-10,7.987,
1999-01,7.363,
1999-04,7.653,
1999-07,9.333,
1999-10,10.039,
2000-01,10.728,
2000-04,11.149,
2000-07,11.422,
2000-10,11.455,
2001-01,10.812,
2001-04,10.878,
2001-07,10.813,
2001-10,10.730,
2002-01,10.521,
2002-04,10.545,
2002-07,10.887,
2002-10,10.470,
2003-01,10.377,
2003-04,10.448,
2003-07,9.949,
2003-10,9.559,
2004-01,9.272,
2004-04,9.304,
2004-07,9.667,
2004-10,8.466,
2005-01,8.888,
2005-04,8.962,
2005-07,8.519,
2005-10,8.350,
2006-01,8.412,
2006-04,8.556,
2006-07,8.620,
2006-10,8.713,
2007-01,8.935,
2007-04,8.963,
2007-07,8.966,
2007-10,9.323,
2008-01,9.313,
2008-04,9.207,
2008-07,9.479,
2008-10,9.865,
2009-01,10.142,
2009-04,9.964,
2009-07,10.301,
2009-10,10.165,
2010-01,10.165,
2010-04,10.199,
2010-07,10.110,
2010-10,9.746,
2011-01,9.696,
2011-04,9.804,
2011-07,10.000,
2011-10,10.418,
2012-01,10.331,
2012-04,10.335,
2012-07,10.296,
2012-10,10.439,
2013-01,9.322,
2013-04,9.338,
2013-07,9.394,
2013-10,9.274,
2014-01,9.285,
2014-04,9.311,
2014-07,9.397,
2014-10,8.974,
