"",BBK01.CEB320,BBK01.CEB320_FLAGS
"",Securities other than shares debtor: Domestic financial corporations                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:40,
1991-01,466.0,
1991-04,484.2,
1991-07,495.6,
1991-10,515.7,
1992-01,542.8,
1992-04,547.2,
1992-07,572.4,
1992-10,601.2,
1993-01,661.7,
1993-04,663.2,
1993-07,699.4,
1993-10,727.0,
1994-01,713.6,
1994-04,696.4,
1994-07,692.9,
1994-10,705.3,
1995-01,729.8,
1995-04,768.3,
1995-07,803.2,
1995-10,850.7,
1996-01,872.6,
1996-04,887.5,
1996-07,922.5,
1996-10,957.9,
1997-01,1000.7,
1997-04,1022.4,
1997-07,1037.9,
1997-10,1039.3,
1998-01,1100.6,
1998-04,1129.2,
1998-07,1192.0,
1998-10,1219.7,
1999-01,1270.1,
1999-04,1293.2,
1999-07,1285.3,
1999-10,1304.4,
2000-01,1308.6,
2000-04,1365.3,
2000-07,1404.0,
2000-10,1426.2,
2001-01,1485.8,
2001-04,1483.0,
2001-07,1507.6,
2001-10,1519.0,
2002-01,1521.2,
2002-04,1528.9,
2002-07,1604.4,
2002-10,1592.4,
2003-01,1632.3,
2003-04,1661.6,
2003-07,1620.0,
2003-10,1606.9,
2004-01,1692.9,
2004-04,1672.4,
2004-07,1709.0,
2004-10,1709.2,
2005-01,1731.1,
2005-04,1826.7,
2005-07,1817.1,
2005-10,1744.4,
2006-01,1750.9,
2006-04,1722.8,
2006-07,1726.8,
2006-10,1720.7,
2007-01,1739.0,
2007-04,1711.3,
2007-07,1715.6,
2007-10,1710.6,
2008-01,1737.1,
2008-04,1694.7,
2008-07,1740.7,
2008-10,1823.0,
2009-01,1811.8,
2009-04,1795.0,
2009-07,1812.5,
2009-10,1781.5,
2010-01,1807.1,
2010-04,1818.9,
2010-07,1780.9,
2010-10,1700.6,
2011-01,1658.8,
2011-04,1655.5,
2011-07,1705.5,
2011-10,1677.4,
2012-01,1651.3,
2012-04,1640.1,
2012-07,1619.5,
2012-10,1575.5,
2013-01,1534.9,
2013-04,1465.8,
2013-07,1411.8,
2013-10,1369.4,
2014-01,1359.4,
