"",BBK01.WZ3439,BBK01.WZ3439_FLAGS
"",Term structure of interest rates on listed Federal securities (method by Svensson) / residual maturity of 15.0 years / end of month,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:20,
1986-06,6.26,
1986-07,6.25,
1986-08,6.06,
1986-09,6.49,
1986-10,6.77,
1986-11,6.35,
1986-12,6.39,
1987-01,6.41,
1987-02,6.63,
1987-03,6.22,
1987-04,6.25,
1987-05,6.34,
1987-06,6.84,
1987-07,7.07,
1987-08,7.20,
1987-09,7.55,
1987-10,7.07,
1987-11,7.09,
1987-12,7.27,
1988-01,7.52,
1988-02,7.12,
1988-03,7.18,
1988-04,7.38,
1988-05,7.59,
1988-06,7.49,
1988-07,7.52,
1988-08,7.42,
1988-09,7.18,
1988-10,6.95,
1988-11,7.09,
1988-12,7.02,
1989-01,6.98,
1989-02,7.11,
1989-03,7.15,
1989-04,6.98,
1989-05,7.08,
1989-06,6.87,
1989-07,6.71,
1989-08,6.88,
1989-09,6.99,
1989-10,7.08,
1989-11,7.22,
1989-12,7.22,
1990-01,7.61,
1990-02,8.38,
1990-03,8.25,
1990-04,8.79,
1990-05,8.64,
1990-06,8.55,
1990-07,8.43,
1990-08,8.82,
1990-09,8.95,
1990-10,8.80,
1990-11,8.54,
1990-12,9.09,
1991-01,8.26,
1991-02,8.06,
1991-03,8.16,
1991-04,8.00,
1991-05,7.97,
1991-06,8.17,
1991-07,8.35,
1991-08,8.06,
1991-09,8.01,
1991-10,7.89,
1991-11,7.75,
1991-12,7.61,
1992-01,7.46,
1992-02,7.50,
1992-03,7.47,
1992-04,7.70,
1992-05,7.68,
1992-06,7.78,
1992-07,7.76,
1992-08,7.60,
1992-09,7.22,
1992-10,7.23,
1992-11,7.16,
1992-12,7.12,
1993-01,7.04,
1993-02,6.89,
1993-03,6.98,
1993-04,7.00,
1993-05,7.06,
1993-06,6.90,
1993-07,6.76,
1993-08,6.42,
1993-09,6.48,
1993-10,6.29,
1993-11,6.33,
1993-12,6.20,
1994-01,6.25,
1994-02,6.79,
1994-03,6.99,
1994-04,7.26,
1994-05,7.59,
1994-06,7.50,
1994-07,7.48,
1994-08,7.77,
1994-09,7.99,
1994-10,7.97,
1994-11,7.76,
1994-12,7.92,
1995-01,7.75,
1995-02,7.67,
1995-03,7.80,
1995-04,7.64,
1995-05,7.32,
1995-06,7.64,
1995-07,7.51,
1995-08,7.44,
1995-09,7.51,
1995-10,7.30,
1995-11,7.06,
1995-12,6.88,
1996-01,6.71,
1996-02,7.26,
1996-03,7.28,
1996-04,7.15,
1996-05,7.33,
1996-06,7.32,
1996-07,7.13,
1996-08,7.24,
1996-09,6.93,
1996-10,6.84,
1996-11,6.60,
1996-12,6.69,
1997-01,6.67,
1997-02,6.25,
1997-03,6.68,
1997-04,6.64,
1997-05,6.77,
1997-06,6.48,
1997-07,6.19,
1997-08,6.35,
1997-09,6.09,
1997-10,6.14,
1997-11,5.99,
1997-12,5.79,
1998-01,5.53,
1998-02,5.39,
1998-03,5.34,
1998-04,5.49,
1998-05,5.32,
1998-06,5.24,
1998-07,5.10,
1998-08,4.80,
1998-09,4.58,
1998-10,4.82,
1998-11,4.59,
1998-12,4.56,
1999-01,4.28,
1999-02,4.67,
1999-03,4.75,
1999-04,4.59,
1999-05,4.88,
1999-06,5.18,
1999-07,5.34,
1999-08,5.52,
1999-09,5.68,
1999-10,5.63,
1999-11,5.60,
1999-12,5.77,
2000-01,5.92,
2000-02,5.79,
2000-03,5.51,
2000-04,5.64,
2000-05,5.46,
2000-06,5.47,
2000-07,5.41,
2000-08,5.41,
2000-09,5.45,
2000-10,5.46,
2000-11,5.35,
2000-12,5.22,
2001-01,5.20,
2001-02,5.13,
2001-03,5.18,
2001-04,5.45,
2001-05,5.67,
2001-06,5.57,
2001-07,5.43,
2001-08,5.34,
2001-09,5.45,
2001-10,5.04,
2001-11,5.08,
2001-12,5.37,
2002-01,5.28,
2002-02,5.31,
2002-03,5.56,
2002-04,5.46,
2002-05,5.49,
2002-06,5.30,
2002-07,5.25,
2002-08,4.98,
2002-09,4.85,
2002-10,5.10,
2002-11,5.07,
2002-12,4.81,
2003-01,4.62,
2003-02,4.65,
2003-03,4.74,
2003-04,4.82,
2003-05,4.41,
2003-06,4.62,
2003-07,4.77,
2003-08,4.76,
2003-09,4.74,
2003-10,4.93,
2003-11,4.98,
2003-12,4.86,
2004-01,4.90,
2004-02,4.72,
2004-03,4.66,
2004-04,4.85,
2004-05,4.91,
2004-06,4.87,
2004-07,4.78,
2004-08,4.61,
2004-09,4.53,
2004-10,4.42,
2004-11,4.30,
2004-12,4.17,
2005-01,3.95,
2005-02,4.08,
2005-03,4.10,
2005-04,3.86,
2005-05,3.71,
2005-06,3.58,
2005-07,3.57,
2005-08,3.52,
2005-09,3.54,
2005-10,3.73,
2005-11,3.72,
2005-12,3.52,
2006-01,3.72,
2006-02,3.72,
2006-03,3.97,
2006-04,4.21,
2006-05,4.20,
2006-06,4.31,
2006-07,4.17,
2006-08,4.01,
2006-09,3.83,
2006-10,3.90,
2006-11,3.85,
2006-12,4.05,
2007-01,4.21,
2007-02,4.09,
2007-03,4.20,
2007-04,4.36,
2007-05,4.51,
2007-06,4.69,
2007-07,4.50,
2007-08,4.51,
2007-09,4.58,
2007-10,4.44,
2007-11,4.44,
2007-12,4.65,
2008-01,4.41,
2008-02,4.45,
2008-03,4.46,
2008-04,4.60,
2008-05,4.77,
2008-06,4.87,
2008-07,4.76,
2008-08,4.55,
2008-09,4.56,
2008-10,4.47,
