"",BBK01.WX0035,BBK01.WX0035_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 13.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:07,
2008-12,5.16,
2009-01,5.17,
2009-02,5.18,
2009-03,5.19,
2009-04,5.20,
2009-05,5.20,
2009-06,5.19,
2009-07,5.19,
2009-08,5.18,
2009-09,5.18,Corrected value
2009-10,5.17,Corrected value
2009-11,5.16,Corrected value
2009-12,5.15,
2010-01,5.15,
2010-02,5.14,
2010-03,5.13,
2010-04,5.13,
2010-05,5.12,
2010-06,5.12,
2010-07,5.11,
2010-08,5.09,
2010-09,5.08,
2010-10,5.07,
2010-11,5.06,
2010-12,5.06,
2011-01,5.06,
2011-02,5.05,
2011-03,5.05,
2011-04,5.05,
2011-05,5.04,
2011-06,5.04,
2011-07,5.04,
2011-08,5.04,
2011-09,5.04,
2011-10,5.04,
2011-11,5.05,
2011-12,5.05,
2012-01,5.05,
2012-02,5.04,
2012-03,5.03,
2012-04,5.03,
2012-05,5.01,
2012-06,5.01,
2012-07,5.00,
2012-08,4.99,
2012-09,4.98,
2012-10,4.97,
2012-11,4.96,
2012-12,4.94,
2013-01,4.93,
2013-02,4.92,
2013-03,4.91,
2013-04,4.88,
2013-05,4.86,
2013-06,4.85,
2013-07,4.83,
2013-08,4.82,
2013-09,4.81,
2013-10,4.79,
2013-11,4.79,
2013-12,4.77,
2014-01,4.76,
2014-02,4.74,
2014-03,4.72,
2014-04,4.70,
2014-05,4.68,
2014-06,4.65,
2014-07,4.62,
2014-08,4.58,
2014-09,4.54,
2014-10,4.51,
2014-11,4.46,
2014-12,4.41,
2015-01,4.36,
