"",BBK01.QUW023,BBK01.QUW023_FLAGS
"",Banks in Germany: Short-term liabilities to foreign banks / Countries in Asia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:22:45,
2001-12,61.495,
2002-01,63.607,
2002-02,63.090,
2002-03,63.018,
2002-04,60.575,
2002-05,59.047,
2002-06,55.668,
2002-07,58.907,
2002-08,56.978,
2002-09,53.933,
2002-10,50.291,
2002-11,48.091,
2002-12,46.172,
2003-01,43.001,
2003-02,43.282,
2003-03,45.594,
2003-04,50.551,
2003-05,43.694,
2003-06,43.598,
2003-07,42.812,
2003-08,39.939,
2003-09,36.457,
2003-10,35.541,
2003-11,34.055,
2003-12,33.309,
2004-01,33.160,
2004-02,30.937,
2004-03,34.271,
2004-04,32.562,
2004-05,33.099,
2004-06,30.864,
2004-07,32.237,
2004-08,34.080,
2004-09,33.645,
2004-10,32.314,
2004-11,32.152,
2004-12,33.803,
2005-01,34.780,
2005-02,35.899,
2005-03,35.427,
2005-04,34.822,
2005-05,35.733,
2005-06,37.674,
2005-07,36.841,
2005-08,36.070,
2005-09,42.990,
2005-10,39.009,
2005-11,39.922,
2005-12,42.452,
2006-01,38.495,
2006-02,39.830,
2006-03,41.860,
2006-04,36.273,
2006-05,34.461,
2006-06,40.029,
2006-07,40.376,
2006-08,40.302,
2006-09,41.484,
2006-10,41.134,
2006-11,43.518,
2006-12,47.193,
2007-01,47.001,
2007-02,44.811,
2007-03,49.510,
2007-04,47.855,
2007-05,49.274,
2007-06,53.414,
2007-07,54.175,
2007-08,55.726,
2007-09,54.281,
2007-10,57.157,
2007-11,59.705,
2007-12,60.485,
2008-01,58.405,
2008-02,57.352,
2008-03,51.981,
2008-04,52.901,
2008-05,56.234,
2008-06,62.084,
2008-07,60.144,
2008-08,61.344,
2008-09,64.251,
2008-10,63.084,
2008-11,68.650,
2008-12,61.127,
2009-01,75.481,
2009-02,74.957,
2009-03,73.664,
2009-04,73.958,
2009-05,65.419,
2009-06,54.786,
2009-07,56.909,
2009-08,56.101,
2009-09,57.798,
2009-10,53.519,
2009-11,54.499,
2009-12,58.974,
2010-01,54.472,
2010-02,55.455,
2010-03,57.362,
2010-04,57.144,
2010-05,63.288,
2010-06,63.882,
2010-07,63.944,
2010-08,65.806,
2010-09,57.513,
2010-10,55.747,
2010-11,59.018,
2010-12,57.167,
2011-01,52.895,
2011-02,54.935,
2011-03,50.658,
2011-04,50.174,
2011-05,45.577,
2011-06,45.007,
2011-07,45.122,
2011-08,45.983,
2011-09,49.698,
2011-10,55.327,
2011-11,58.966,
2011-12,65.069,
2012-01,73.916,
2012-02,72.193,
2012-03,77.535,
2012-04,81.869,
2012-05,86.403,
2012-06,91.346,
2012-07,101.037,
2012-08,101.012,
2012-09,91.067,
2012-10,88.146,
2012-11,82.658,
2012-12,68.387,
2013-01,66.969,
2013-02,67.761,
2013-03,64.836,
2013-04,66.749,
2013-05,63.624,
2013-06,58.604,
2013-07,55.095,
2013-08,55.731,
2013-09,53.028,
2013-10,56.170,
2013-11,55.760,
2013-12,53.586,
2014-01,59.835,
2014-02,57.965,
2014-03,54.829,
2014-04,59.209,
2014-05,60.521,
2014-06,63.208,
2014-07,66.106,
2014-08,66.987,
2014-09,72.591,
2014-10,73.415,
2014-11,78.385,
2014-12,68.485,
