"",BBK01.RU5734,BBK01.RU5734_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Cayman Islands / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:20:53,
1982-06,0.920,
1982-07,1.464,
1982-08,1.290,
1982-09,0.920,
1982-10,0.845,
1982-11,0.877,
1982-12,1.057,
1983-01,0.658,
1983-02,0.712,
1983-03,0.728,
1983-04,0.699,
1983-05,0.650,
1983-06,1.090,
1983-07,1.148,
1983-08,1.073,
1983-09,0.966,
1983-10,0.841,
1983-11,0.899,
1983-12,1.020,
1984-01,0.844,
1984-02,0.819,
1984-03,1.115,
1984-04,1.068,
1984-05,1.199,
1984-06,1.619,
1984-07,1.444,
1984-08,1.217,
1984-09,1.344,
1984-10,1.133,
1984-11,1.305,
1984-12,1.747,
1985-01,1.028,
1985-02,1.027,
1985-03,1.343,
1985-04,1.326,
1985-05,1.045,
1985-06,1.331,
1985-07,1.461,
1985-08,1.593,
1985-09,1.385,
1985-10,1.157,
1985-11,1.589,
1985-12,2.019,
1986-01,1.431,
1986-02,1.311,
1986-03,1.557,
1986-04,1.293,
1986-05,1.396,
1986-06,1.259,
1986-07,1.253,
1986-08,1.300,
1986-09,1.506,
1986-10,1.282,
1986-11,1.048,
1986-12,1.334,
1987-01,1.198,
1987-02,1.480,
1987-03,1.699,
1987-04,1.312,
1987-05,1.108,
1987-06,1.223,
1987-07,1.129,
1987-08,1.118,
1987-09,1.389,
1987-10,1.427,
1987-11,1.134,
1987-12,1.082,
1988-01,1.458,
1988-02,1.235,
1988-03,1.380,
1988-04,1.326,
1988-05,1.219,
1988-06,1.081,
1988-07,1.108,
1988-08,1.201,
1988-09,1.393,
1988-10,1.049,
1988-11,0.998,
1988-12,1.182,
1989-01,1.082,
1989-02,1.235,
1989-03,0.851,
1989-04,0.987,
1989-05,0.950,
1989-06,1.506,
1989-07,1.079,
1989-08,1.104,
1989-09,1.399,
1989-10,1.071,
1989-11,1.046,
1989-12,1.377,
1990-01,1.215,
1990-02,1.272,
1990-03,1.462,
1990-04,1.352,
1990-05,1.870,
1990-06,1.649,
1990-07,1.691,
1990-08,1.800,
1990-09,1.862,
1990-10,1.961,
1990-11,2.101,
1990-12,2.420,
1991-01,2.084,
1991-02,2.432,
1991-03,2.907,
1991-04,2.676,
1991-05,2.743,
1991-06,2.665,
1991-07,2.465,
1991-08,2.323,
1991-09,2.147,
1991-10,2.132,
1991-11,2.127,
1991-12,2.243,
1992-01,1.968,
1992-02,2.179,
1992-03,2.417,
1992-04,2.465,
1992-05,2.516,
1992-06,2.735,
1992-07,2.688,
1992-08,2.797,
1992-09,2.720,
1992-10,3.030,
1992-11,3.096,
1992-12,3.396,
1993-01,2.877,
1993-02,3.361,
1993-03,3.218,
1993-04,2.790,
1993-05,2.654,
1993-06,2.676,
1993-07,2.581,
1993-08,2.854,
1993-09,2.932,
1993-10,2.858,
1993-11,3.144,
1993-12,2.947,
1994-01,3.246,
1994-02,2.989,
1994-03,3.169,
1994-04,2.817,
1994-05,2.893,
1994-06,2.924,
1994-07,2.744,
1994-08,2.368,
1994-09,2.239,
1994-10,2.299,
1994-11,2.294,
1994-12,2.940,
1995-01,2.446,
1995-02,2.060,
1995-03,1.786,
1995-04,1.445,
1995-05,1.602,
1995-06,2.225,
1995-07,2.568,
1995-08,2.874,
1995-09,2.628,
1995-10,2.270,
1995-11,2.572,
1995-12,2.559,
1996-01,2.374,
1996-02,2.152,
1996-03,1.975,
1996-04,1.797,
1996-05,1.853,
1996-06,2.189,
1996-07,2.074,
1996-08,2.245,
1996-09,2.418,
1996-10,1.890,
1996-11,1.919,
1996-12,2.605,
1997-01,2.303,
1997-02,2.459,
1997-03,2.831,
1997-04,3.027,
1997-05,3.259,
1997-06,3.706,
1997-07,3.458,
1997-08,3.684,
1997-09,3.839,
1997-10,3.961,
1997-11,5.060,
1997-12,5.078,
1998-01,4.724,
1998-02,4.675,
1998-03,4.612,
1998-04,4.811,
1998-05,5.609,
1998-06,6.440,
1998-07,5.902,
1998-08,5.036,
1998-09,4.475,
1998-10,6.266,
1998-11,7.072,
1998-12,9.181,
1999-01,8.452,
1999-02,10.268,
1999-03,11.619,
1999-04,13.338,
1999-05,16.824,
1999-06,16.822,
1999-07,16.782,
1999-08,16.481,
1999-09,17.864,
1999-10,16.741,
1999-11,16.609,
1999-12,14.571,
2000-01,14.980,
2000-02,15.593,
2000-03,17.696,
2000-04,18.603,
2000-05,24.374,
2000-06,21.198,
2000-07,20.399,
2000-08,20.653,
2000-09,21.970,
2000-10,22.208,
2000-11,24.205,
2000-12,17.955,
2001-01,19.863,
2001-02,21.467,
2001-03,18.534,
2001-04,18.003,
2001-05,17.595,
2001-06,15.648,
2001-07,12.402,
2001-08,12.241,
2001-09,14.385,
2001-10,13.605,
2001-11,16.361,
2001-12,16.388,
2002-01,17.852,
2002-02,22.694,
2002-03,26.124,
2002-04,28.159,
2002-05,27.612,
2002-06,29.416,
2002-07,28.159,
2002-08,27.188,
2002-09,25.455,
2002-10,28.900,
2002-11,27.472,
2002-12,25.138,
2003-01,24.089,
2003-02,23.494,
2003-03,23.038,
2003-04,25.628,
2003-05,24.687,
2003-06,23.876,
2003-07,19.089,
2003-08,19.330,
2003-09,19.201,
2003-10,16.817,
2003-11,21.085,
2003-12,24.823,
2004-01,25.454,
2004-02,25.970,
2004-03,25.213,
2004-04,24.999,
2004-05,23.562,
2004-06,23.516,
2004-07,20.858,
2004-08,19.910,
2004-09,22.283,
2004-10,21.177,
2004-11,21.057,
2004-12,22.122,
2005-01,22.075,
2005-02,20.297,
2005-03,22.410,
2005-04,23.693,
2005-05,23.861,
2005-06,25.401,
2005-07,24.242,
2005-08,23.856,
2005-09,22.729,
2005-10,26.141,
2005-11,22.240,
2005-12,18.173,
2006-01,15.811,
2006-02,17.924,
2006-03,16.713,
2006-04,16.298,
2006-05,16.302,
2006-06,19.939,
2006-07,21.185,
2006-08,19.648,
2006-09,21.991,
2006-10,21.891,
2006-11,20.426,
2006-12,20.110,
2007-01,19.559,
2007-02,20.662,
2007-03,21.122,
2007-04,19.928,
2007-05,19.016,
2007-06,19.073,
2007-07,19.724,
2007-08,19.442,
2007-09,19.430,
2007-10,19.561,
2007-11,16.025,
2007-12,22.187,
2008-01,22.584,
2008-02,23.981,
2008-03,28.630,
2008-04,28.218,
2008-05,26.887,
2008-06,24.735,
2008-07,20.506,
2008-08,17.735,
2008-09,16.803,
2008-10,22.079,
2008-11,26.448,
2008-12,24.309,
2009-01,21.719,
2009-02,22.127,
2009-03,22.237,
2009-04,25.775,
2009-05,25.032,
2009-06,22.675,
2009-07,27.202,
2009-08,23.727,
2009-09,22.003,
2009-10,22.277,
2009-11,16.785,
2009-12,20.916,
2010-01,21.878,
2010-02,23.117,
2010-03,18.528,
2010-04,17.837,
2010-05,18.119,
2010-06,22.120,
2010-07,18.496,
2010-08,18.666,
2010-09,20.087,
2010-10,22.280,
2010-11,25.887,
2010-12,20.393,
2011-01,19.737,
2011-02,17.773,
2011-03,15.558,
2011-04,14.966,
2011-05,16.100,
2011-06,16.012,
2011-07,16.437,
2011-08,18.683,
2011-09,17.343,
2011-10,14.970,
2011-11,14.666,
2011-12,17.371,
2012-01,15.629,
2012-02,16.742,
2012-03,18.429,
2012-04,18.625,
2012-05,19.813,
2012-06,18.824,
2012-07,18.802,
2012-08,18.515,
2012-09,18.572,
2012-10,19.811,
2012-11,18.974,
2012-12,18.663,
2013-01,19.323,
2013-02,22.369,
2013-03,21.267,
2013-04,19.442,
2013-05,22.646,
2013-06,21.549,
2013-07,22.977,
2013-08,24.767,
2013-09,22.607,
2013-10,21.127,
2013-11,24.282,
2013-12,25.019,
2014-01,23.950,
2014-02,23.446,
2014-03,25.886,
2014-04,28.547,
2014-05,31.334,
2014-06,28.978,
2014-07,31.944,
2014-08,32.513,
2014-09,40.305,
2014-10,40.216,
2014-11,61.365,
2014-12,69.184,
