"",BBK01.QUK834,BBK01.QUK834_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Ireland / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:37,
2002-03,9.155,
2002-04,8.081,
2002-05,7.707,
2002-06,6.932,
2002-07,6.847,
2002-08,6.719,
2002-09,6.938,
2002-10,6.588,
2002-11,6.146,
2002-12,6.165,
2003-01,5.765,
2003-02,5.668,
2003-03,5.033,
2003-04,4.344,
2003-05,4.924,
2003-06,4.847,
2003-07,4.672,
2003-08,4.678,
2003-09,4.463,
2003-10,4.892,
2003-11,4.805,
2003-12,4.643,
2004-01,4.139,
2004-02,4.330,
2004-03,4.586,
2004-04,4.916,
2004-05,6.479,
2004-06,4.777,
2004-07,5.012,
2004-08,4.566,
2004-09,4.552,
2004-10,4.622,
2004-11,4.411,
2004-12,4.916,
2005-01,4.163,
2005-02,4.424,
2005-03,3.745,
2005-04,5.928,
2005-05,8.250,
2005-06,11.885,
2005-07,11.749,
2005-08,11.575,
2005-09,12.403,
2005-10,10.157,
2005-11,9.800,
2005-12,11.000,
2006-01,9.978,
2006-02,9.872,
2006-03,10.475,
2006-04,9.788,
2006-05,10.700,
2006-06,10.165,
2006-07,10.545,
2006-08,10.461,
2006-09,10.812,
2006-10,10.057,
2006-11,11.153,
2006-12,11.904,
2007-01,12.790,
2007-02,12.794,
2007-03,13.424,
2007-04,12.940,
2007-05,12.825,
2007-06,12.646,
2007-07,13.004,
2007-08,23.188,
2007-09,28.726,
2007-10,30.796,
2007-11,30.237,
2007-12,34.930,
2008-01,32.089,
2008-02,26.741,
2008-03,26.224,
2008-04,26.239,
2008-05,28.726,
2008-06,37.832,
2008-07,37.288,
2008-08,37.755,
2008-09,40.090,
2008-10,43.585,
2008-11,43.553,
2008-12,44.591,
2009-01,44.490,
2009-02,42.485,
2009-03,42.539,
2009-04,42.289,
2009-05,39.768,
2009-06,39.733,
2009-07,39.563,
2009-08,40.766,
2009-09,40.336,
2009-10,41.707,
2009-11,41.564,
2009-12,42.395,
2010-01,41.910,
2010-02,41.708,
2010-03,42.979,
2010-04,41.411,
2010-05,42.838,
2010-06,42.849,
2010-07,42.753,
2010-08,44.142,
2010-09,42.598,
2010-10,41.874,
2010-11,41.604,
2010-12,40.297,
2011-01,39.296,
2011-02,39.113,
2011-03,39.279,
2011-04,36.163,
2011-05,36.786,
2011-06,36.397,
2011-07,36.615,
2011-08,36.983,
2011-09,38.120,
2011-10,37.256,
2011-11,38.113,
2011-12,38.113,
2012-01,36.961,
2012-02,35.575,
2012-03,35.682,
2012-04,35.538,
2012-05,36.470,
2012-06,36.844,
2012-07,36.276,
2012-08,34.336,
2012-09,34.740,
2012-10,33.012,
2012-11,32.940,
2012-12,32.172,
2013-01,31.850,
2013-02,32.311,
2013-03,31.397,
2013-04,30.724,
2013-05,31.424,
2013-06,30.571,
2013-07,28.593,
2013-08,28.187,
2013-09,27.359,
2013-10,27.412,
2013-11,27.514,
2013-12,26.967,
2014-01,26.489,
2014-02,26.035,
2014-03,25.617,
2014-04,25.400,
2014-05,26.485,
2014-06,25.823,
2014-07,26.853,
2014-08,24.542,
2014-09,25.320,
2014-10,24.671,
