"",BBK01.EU8215,BBK01.EU8215_FLAGS
"",External position of the Bundesbank up to 1998 / Foreign exchange reserves / US dollar assets,
unit,DM (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:04,
1948-12,227.525,
1949-01,-,Nothing exists
1949-02,-,Nothing exists
1949-03,279.165,
1949-04,-,Nothing exists
1949-05,-,Nothing exists
1949-06,309.843,
1949-07,-,Nothing exists
1949-08,-,Nothing exists
1949-09,229.059,
1949-10,-,Nothing exists
1949-11,-,Nothing exists
1949-12,218.322,
1950-01,215.765,
1950-02,240.307,
1950-03,265.360,
1950-04,280.699,
1950-05,301.662,
1950-06,367.619,
1950-07,399.830,
1950-08,429.996,
1950-09,462.208,
1950-10,435.109,
1950-11,327.738,
1950-12,318.535,
1951-01,366.596,
1951-02,372.732,
1951-03,391.650,
1951-04,450.959,
1951-05,536.856,
1951-06,634.513,
1951-07,736.260,
1951-08,914.190,
1951-09,926.461,
1951-10,886.580,
1951-11,834.940,
1951-12,725.012,
1952-01,688.710,
1952-02,652.920,
1952-03,659.055,
1952-04,685.642,
1952-05,702.515,
1952-06,761.825,
1952-07,831.361,
1952-08,854.880,
1952-09,908.566,
1952-10,997.530,
1952-11,1025.652,
1952-12,1064.510,
1953-01,1033.321,
1953-02,1067.577,
1953-03,1141.715,
1953-04,1219.431,
1953-05,1233.747,
1953-06,1325.780,
1953-07,1438.775,
1953-08,1529.274,
1953-09,1570.689,
1953-10,1639.713,
1953-11,1692.887,
1953-12,1808.439,
1954-01,1904.562,
1954-02,1967.962,
1954-03,2035.453,
1954-04,2114.703,
1954-05,2160.208,
1954-06,2211.337,
1954-07,2541.121,
1954-08,2541.121,
1954-09,2581.001,
1954-10,2616.792,
1954-11,2653.605,
1954-12,2779.383,
1955-01,2777.849,
1955-02,2838.181,
1955-03,2836.647,
1955-04,2816.196,
1955-05,2829.489,
1955-06,2819.775,
1955-07,2851.475,
1955-08,2879.085,
1955-09,2867.325,
1955-10,2867.836,
1955-11,2899.536,
1955-12,2942.996,
1956-01,2934.815,
1956-02,2937.883,
1956-03,2990.035,
1956-04,3066.217,
1956-05,3213.469,
1956-06,3386.286,
1956-07,3490.590,
1956-08,3640.909,
1956-09,3696.129,
1956-10,3820.884,
1956-11,3774.868,
1956-12,3732.942,
1957-01,3623.526,
1957-02,3565.238,
1957-03,3472.694,
1957-04,3455.311,
1957-05,3451.220,
1957-06,3383.730,
1957-07,3122.460,
1957-08,3218.071,
1957-09,3406.227,
1957-10,3266.133,
1957-11,3222.673,
1957-12,3131.151,
1958-01,3095.361,
1958-02,3072.353,
1958-03,3179.724,
1958-04,3263.576,
1958-05,3345.894,
1958-06,3105.076,
1958-07,3448.664,
1958-08,3696.129,
1958-09,3707.377,
1958-10,3710.445,
1958-11,3769.755,
1958-12,3788.162,
1959-01,3701.753,
1959-02,3558.080,
1959-03,2937.372,
1959-04,2620.882,
1959-05,2844.317,
1959-06,2906.183,
1959-07,2855.054,
1959-08,2697.065,
1959-09,2720.584,
1959-10,2878.573,
1959-11,3283.005,
1959-12,3710.445,
1960-01,3496.725,
1960-02,3611.255,
1960-03,3939.504,
1960-04,4429.322,
1960-05,4681.388,
1960-06,5477.470,
1960-07,5945.302,
1960-08,6338.997,
1960-09,6910.110,
1960-10,7387.656,
1960-11,7434.695,
1960-12,7660.175,
1961-01,7427.537,
1961-02,7493.494,
1961-03,6987.826,
1961-04,6309.342,
1961-05,6072.614,
1961-06,6187.654,
1961-07,5904.910,
1961-08,5266.306,
1961-09,5317.947,
1961-10,4862.897,
1961-11,4836.310,
1961-12,5566.946,
1962-01,4117.945,
1962-02,4232.985,
1962-03,4724.337,
1962-04,4645.598,
1962-05,4757.060,
1962-06,5082.753,
1962-07,5025.488,
1962-08,5145.641,
1962-09,5579.728,
1962-10,5757.147,
1962-11,5607.849,
1962-12,5514.794,
1963-01,4991.743,
1963-02,4756.548,
1963-03,4997.367,
1963-04,5002.480,
1963-05,5467.244,
1963-06,5507.125,
1963-07,5578.194,
1963-08,5556.209,
1963-09,5692.724,
1963-10,5629.835,
1963-11,5914.624,
1963-12,5966.265,
1964-01,5829.239,
1964-02,6217.821,
1964-03,5819.013,
1964-04,4788.760,
1964-05,4667.072,
1964-06,5237.674,
1964-07,4636.395,
1964-08,4541.294,
1964-09,4587.311,
1964-10,4477.383,
1964-11,4257.016,
1964-12,3943.594,
1965-01,3073.887,
1965-02,3274.313,
1965-03,3522.290,
1965-04,3306.525,
1965-05,2851.475,
1965-06,2658.718,
1965-07,2498.683,
1965-08,2330.468,
1965-09,2505.330,
1965-10,2641.845,
1965-11,2677.124,
1965-12,2642.356,
1966-01,2338.649,
1966-02,2367.793,
1966-03,2509.421,
1966-04,2350.409,
1966-05,2437.328,
1966-06,2990.035,
1966-07,3510.019,
1966-08,3502.349,
1966-09,3577.509,
1966-10,3919.052,
1966-11,4007.506,
1966-12,4248.324,
1967-01,3706.866,
1967-02,4136.351,
1967-03,4278.490,
1967-04,4192.593,
1967-05,4277.468,
1967-06,4162.938,
1967-07,4045.853,
1967-08,4159.359,
1967-09,4398.133,
1967-10,4259.573,
1967-11,4630.771,
1967-12,4351.605,
1968-01,3782.537,
1968-02,4348.026,
1968-03,4862.897,
1968-04,4386.884,
1968-05,4159.871,
1968-06,3470.649,
1968-07,3490.590,
1968-08,3335.157,
1968-09,3699.708,
1968-10,3302.946,
1968-11,6613.560,
1968-12,4377.170,
1969-01,1977.677,
1969-02,2012.956,
1969-03,1519.048,
1969-04,2525.782,
1969-05,8192.430,
1969-06,4362.342,
1969-07,4357.229,
1969-08,5498.944,
1969-09,8170.444,
1969-10,4518.286,
1969-11,2133.621,
1969-12,1144.783,
1970-01,2412.275,
1970-02,3299.878,
1970-03,3813.726,
1970-04,4165.495,
1970-05,4693.148,
1970-06,6482.158,
1970-07,8245.093,
1970-08,8629.584,
1970-09,10528.011,
1970-10,11610.927,
1970-11,14630.617,
1970-12,14610.965,
1971-01,14943.026,
1971-02,16399.212,
1971-03,18186.003,
1971-04,19911.798,
1971-05,24106.305,
1971-06,19918.627,
1971-07,20549.527,
1971-08,20018.119,
1971-09,20399.424,
1971-10,20872.186,
1971-11,21181.263,
1971-12,19128.914,
1972-01,19772.891,
1972-02,20987.327,
1972-03,20885.794,
1972-04,21317.738,
1972-05,21324.480,
1972-06,23085.978,
1972-07,28864.293,
1972-08,28517.805,
1972-09,27584.291,
1972-10,27470.545,
1972-11,26918.613,
1972-12,26569.521,
1973-01,26185.719,
1973-02,31337.759,
1973-03,35189.362,
1973-04,34729.994,
1973-05,33962.359,
1973-06,33657.762,
1973-07,34867.164,
1973-08,34813.440,
1973-09,35335.338,
1973-10,36335.879,
1973-11,36100.111,
1973-12,33514.797,
1974-01,32089.455,
1974-02,31931.665,
1974-03,32726.711,
1974-04,33701.443,
1974-05,34226.678,
1974-06,33811.928,
1974-07,33376.430,
1974-08,32464.149,
1974-09,28957.225,
1974-10,28088.707,
1974-11,28732.506,
1974-12,25315.645,
1975-01,26022.383,
1975-02,26993.671,
1975-03,27944.048,
1975-04,26676.913,
1975-05,26194.062,
1975-06,25594.957,
1975-07,24900.777,
1975-08,24597.675,
1975-09,24057.865,
1975-10,24629.147,
1975-11,24263.197,
1975-12,26104.829,
1976-01,25437.758,
1976-02,26217.688,
1976-03,25799.863,
1976-04,27589.477,
1976-05,26933.862,
1976-06,26574.753,
1976-07,26523.719,
1976-08,26381.402,
1976-09,28431.863,
1976-10,29826.397,
1976-11,29142.180,
1976-12,26498.408,
1977-01,25831.152,
1977-02,25967.332,
1977-03,26160.873,
1977-04,25963.125,
1977-05,26090.678,
1977-06,25506.882,
1977-07,26746.822,
1977-08,26854.241,
1977-09,27321.334,
1977-10,28548.906,
1977-11,29693.324,
1977-12,28243.284,
1978-01,30053.797,
1978-02,32093.202,
1978-03,33360.069,
1978-04,32711.879,
1978-05,31483.409,
1978-06,32138.614,
1978-07,33494.049,
1978-08,34869.644,
1978-09,35418.837,
1978-10,37882.048,
1978-11,40542.601,
1978-12,36951.741,
1979-01,36082.595,
1979-02,34282.955,
1979-03,31846.731,
1979-04,25819.860,
1979-05,23751.685,
1979-06,24577.657,
1979-07,26259.705,
1979-08,25244.677,
1979-09,27422.292,
1979-10,28043.468,
1979-11,24964.273,
1979-12,26439.446,
1980-01,24671.277,
1980-02,23045.224,
1980-03,22370.915,
1980-04,19317.675,
1980-05,18918.985,
1980-06,19928.311,
1980-07,21747.628,
1980-08,21900.756,
1980-09,20535.909,
1980-10,19489.299,
1980-11,21286.573,
1980-12,21750.748,
1981-01,21386.732,
1981-02,20178.391,
1981-03,22649.947,
1981-04,21415.096,
1981-05,17432.991,
1981-06,17741.449,
1981-07,16982.876,
1981-08,14702.384,
