"",BBK01.SU0103,BBK01.SU0103_FLAGS
"",Money market rates reported by Frankfurt banks / Overnight money / Highest rate of month,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2012-06-06 13:52:56,
1949-01,2.75,
1949-02,4.00,
1949-03,4.00,
1949-04,3.25,
1949-05,3.75,
1949-06,3.25,
1949-07,3.25,
1949-08,3.25,
1949-09,3.25,
1949-10,3.50,
1949-11,4.00,
1949-12,4.13,
1950-01,4.00,
1950-02,4.00,
1950-03,4.13,
1950-04,4.00,
1950-05,4.00,
1950-06,3.75,
1950-07,3.88,
1950-08,3.75,
1950-09,4.13,
1950-10,5.88,
1950-11,6.00,
1950-12,6.13,
1951-01,6.13,
1951-02,6.25,
1951-03,6.00,
1951-04,6.00,
1951-05,6.00,
1951-06,6.25,
1951-07,6.00,
1951-08,6.00,
1951-09,6.50,
1951-10,6.50,
1951-11,6.00,
1951-12,6.75,
1952-01,6.25,
1952-02,6.25,
1952-03,6.38,
1952-04,6.25,
1952-05,6.13,
1952-06,5.25,
1952-07,5.13,
1952-08,4.88,
1952-09,4.63,
1952-10,4.75,
1952-11,4.50,
1952-12,4.50,
1953-01,4.50,
1953-02,4.00,
1953-03,4.25,
1953-04,4.00,
1953-05,3.75,
1953-06,3.75,
1953-07,3.38,
1953-08,3.50,
1953-09,3.75,
1953-10,3.50,
1953-11,3.50,
1953-12,3.50,
1954-01,3.38,
1954-02,3.38,
1954-03,3.75,
1954-04,3.38,
1954-05,3.13,
1954-06,3.25,
1954-07,3.13,
1954-08,2.88,
1954-09,2.88,
1954-10,3.00,
1954-11,2.88,
1954-12,3.25,
1955-01,2.75,
1955-02,3.25,
1955-03,3.25,
1955-04,3.00,
1955-05,3.00,
1955-06,3.50,
1955-07,3.25,
1955-08,3.38,
1955-09,4.00,
1955-10,4.50,
1955-11,3.88,
1955-12,4.25,
1956-01,3.63,
1956-02,3.88,
1956-03,5.25,
1956-04,5.25,
1956-05,5.00,
1956-06,5.75,
1956-07,5.88,
1956-08,6.00,
1956-09,6.00,
1956-10,5.50,
1956-11,5.00,
1956-12,5.00,
1957-01,4.75,
