"",BBDE1.M.DE.Y.AEB1.N2C300000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C300000.F.V.I10.A_FLAGS
"",Orders received from the domestic market / At current prices / Germany / 30 Manufacture of other transport equipment / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:47,
1991-01,67.2,
1991-02,47.1,
1991-03,52.2,
1991-04,42.2,
1991-05,58.3,
1991-06,53.6,
1991-07,73.0,
1991-08,65.2,
1991-09,50.1,
1991-10,69.0,
1991-11,85.5,
1991-12,56.8,
1992-01,88.5,
1992-02,58.2,
1992-03,60.4,
1992-04,81.3,
1992-05,63.1,
1992-06,69.7,
1992-07,46.2,
1992-08,55.2,
1992-09,70.4,
1992-10,60.0,
1992-11,45.0,
1992-12,53.6,
1993-01,57.1,
1993-02,40.9,
1993-03,66.1,
1993-04,60.0,
1993-05,56.9,
1993-06,47.6,
1993-07,65.8,
1993-08,53.3,
1993-09,69.5,
1993-10,66.2,
1993-11,47.4,
1993-12,82.4,
1994-01,60.6,
1994-02,97.6,
1994-03,63.9,
1994-04,61.5,
1994-05,49.2,
1994-06,54.4,
1994-07,67.5,
1994-08,55.5,
1994-09,58.7,
1994-10,41.2,
1994-11,62.7,
1994-12,75.0,
1995-01,59.6,
1995-02,53.4,
1995-03,59.4,
1995-04,71.5,
1995-05,174.2,
1995-06,60.5,
1995-07,218.8,
1995-08,69.9,
1995-09,119.0,
1995-10,118.8,
1995-11,242.1,
1995-12,61.4,
1996-01,70.7,
1996-02,81.9,
1996-03,68.7,
1996-04,65.1,
1996-05,63.7,
1996-06,150.9,
1996-07,59.1,
1996-08,66.9,
1996-09,53.6,
1996-10,40.2,
1996-11,61.1,
1996-12,60.3,
1997-01,53.7,
1997-02,66.6,
1997-03,62.0,
1997-04,54.3,
1997-05,65.4,
1997-06,66.6,
1997-07,60.6,
1997-08,63.5,
1997-09,105.2,
1997-10,77.8,
1997-11,61.1,
1997-12,71.1,
1998-01,162.4,
1998-02,117.4,
1998-03,75.7,
1998-04,92.1,
1998-05,68.1,
1998-06,56.8,
1998-07,155.4,
1998-08,66.6,
1998-09,146.6,
1998-10,70.3,
1998-11,72.0,
1998-12,41.7,
1999-01,69.3,
1999-02,84.9,
1999-03,66.7,
1999-04,57.5,
1999-05,66.1,
1999-06,61.3,
1999-07,62.6,
1999-08,92.5,
1999-09,81.6,
1999-10,158.5,
1999-11,79.5,
1999-12,58.2,
2000-01,69.7,
2000-02,92.1,
2000-03,98.0,
2000-04,102.7,
2000-05,73.8,
2000-06,213.0,
2000-07,95.0,
2000-08,66.6,
2000-09,75.9,
2000-10,78.6,
2000-11,84.7,
2000-12,86.4,
2001-01,83.1,
2001-02,60.8,
2001-03,136.3,
2001-04,90.1,
2001-05,96.1,
2001-06,72.5,
2001-07,72.1,
2001-08,77.5,
2001-09,66.5,
2001-10,70.5,
2001-11,91.6,
2001-12,114.4,
2002-01,69.4,
2002-02,68.7,
2002-03,75.6,
2002-04,85.9,
2002-05,67.8,
2002-06,75.9,
2002-07,93.3,
2002-08,66.5,
2002-09,58.6,
2002-10,69.8,
2002-11,63.5,
2002-12,104.2,
2003-01,85.2,
2003-02,87.9,
2003-03,70.1,
2003-04,68.5,
2003-05,79.5,
2003-06,145.8,
2003-07,68.7,
2003-08,67.9,
2003-09,89.0,
2003-10,97.2,
2003-11,67.3,
2003-12,93.4,
2004-01,69.6,
2004-02,106.3,
2004-03,104.7,
2004-04,80.4,
2004-05,64.3,
2004-06,87.6,
2004-07,66.6,
2004-08,76.0,
2004-09,69.6,
2004-10,84.2,
2004-11,65.7,
2004-12,203.2,
2005-01,86.0,
2005-02,98.0,
2005-03,107.0,
2005-04,102.6,
2005-05,103.6,
2005-06,152.1,
2005-07,89.1,
2005-08,96.5,
2005-09,97.5,
2005-10,102.8,
2005-11,95.0,
2005-12,78.2,
2006-01,93.3,
2006-02,79.4,
2006-03,111.3,
2006-04,77.1,
2006-05,78.6,
2006-06,84.3,
2006-07,93.1,
2006-08,147.0,
2006-09,185.2,
2006-10,96.6,
2006-11,84.4,
2006-12,79.3,
2007-01,89.1,
2007-02,94.8,
2007-03,76.0,
2007-04,128.0,
2007-05,111.7,
2007-06,201.1,
2007-07,123.5,
2007-08,91.0,
2007-09,76.0,
2007-10,129.1,
2007-11,117.2,
2007-12,78.4,
2008-01,97.3,
2008-02,88.8,
2008-03,83.3,
2008-04,110.1,
2008-05,85.1,
2008-06,67.6,
2008-07,81.3,
2008-08,102.1,
2008-09,87.6,
2008-10,87.9,
2008-11,71.9,
2008-12,82.4,
2009-01,161.7,
2009-02,52.8,
2009-03,76.4,
2009-04,76.4,
2009-05,154.1,
2009-06,92.5,
2009-07,404.5,
2009-08,110.3,
2009-09,90.7,
2009-10,82.3,
2009-11,66.4,
2009-12,99.9,
2010-01,250.4,
2010-02,64.1,
2010-03,95.4,
2010-04,77.8,
2010-05,89.7,
2010-06,69.6,
2010-07,70.7,
2010-08,65.6,
2010-09,98.3,
2010-10,86.4,
2010-11,136.8,
2010-12,113.8,
2011-01,81.0,
2011-02,116.3,
2011-03,71.1,
2011-04,81.7,
2011-05,587.8,
2011-06,97.5,
2011-07,70.8,
2011-08,87.8,
2011-09,96.1,
2011-10,85.4,
2011-11,109.5,
2011-12,163.5,
2012-01,82.6,
2012-02,72.6,
2012-03,178.8,
2012-04,96.2,
2012-05,79.2,
2012-06,74.9,
2012-07,92.5,
2012-08,74.5,
2012-09,95.7,
2012-10,119.5,
2012-11,106.0,
2012-12,92.7,
2013-01,111.2,
2013-02,137.2,
2013-03,106.3,
2013-04,104.1,
2013-05,84.2,
2013-06,125.0,
2013-07,161.4,
2013-08,142.3,
2013-09,104.2,
2013-10,80.7,
2013-11,102.8,
2013-12,98.2,
2014-01,101.3,
2014-02,80.7,
2014-03,157.7,
2014-04,106.0,
2014-05,107.5,
2014-06,73.5,
2014-07,95.2,
2014-08,96.5,
2014-09,78.9,
2014-10,152.6,
2014-11,76.0,
2014-12,92.1,Provisional value
