"",BBK01.OUM173,BBK01.OUM173_FLAGS
"",Domestic bank debt securities / with a maturity  of more than 2 years  / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:50:00,
1999-01,21.801,
1999-02,23.424,
1999-03,25.741,
1999-04,28.510,
1999-05,29.985,
1999-06,30.605,
1999-07,32.327,
1999-08,32.983,
1999-09,33.764,
1999-10,34.255,
1999-11,35.058,
1999-12,34.827,
2000-01,35.820,
2000-02,37.039,
2000-03,38.120,
2000-04,39.479,
2000-05,40.746,
2000-06,41.469,
2000-07,44.437,
2000-08,46.433,
2000-09,47.099,
2000-10,48.429,
2000-11,49.186,
2000-12,49.422,
2001-01,51.583,
2001-02,52.954,
2001-03,54.377,
2001-04,54.992,
2001-05,54.605,
2001-06,57.532,
2001-07,58.014,
2001-08,57.691,
2001-09,58.174,
2001-10,59.297,
2001-11,59.664,
2001-12,59.529,
2002-01,60.035,
2002-02,62.165,
2002-03,63.882,
2002-04,64.613,
2002-05,65.100,
2002-06,64.332,
2002-07,63.672,
2002-08,62.815,
2002-09,62.988,
2002-10,61.102,
2002-11,61.276,
2002-12,61.172,
2003-01,62.047,
2003-02,61.785,
2003-03,62.175,
2003-04,61.392,
2003-05,60.594,
2003-06,60.998,
2003-07,60.849,
2003-08,61.717,
2003-09,62.438,
2003-10,64.086,
2003-11,64.890,
2003-12,64.430,
2004-01,64.920,
2004-02,65.002,
2004-03,65.730,
2004-04,66.914,
2004-05,68.284,
2004-06,68.467,
2004-07,69.724,
2004-08,69.981,
2004-09,70.184,
2004-10,70.096,
2004-11,70.896,
2004-12,68.160,
2005-01,69.548,
2005-02,71.107,
2005-03,69.774,
2005-04,70.193,
2005-05,69.535,
2005-06,70.060,
2005-07,70.453,
2005-08,70.150,
2005-09,70.037,
2005-10,68.763,
2005-11,67.510,
2005-12,65.010,
2006-01,65.793,
2006-02,65.231,
2006-03,64.817,
2006-04,65.107,
2006-05,63.904,
2006-06,62.857,
2006-07,62.995,
2006-08,61.219,
2006-09,60.133,
2006-10,59.203,
2006-11,58.651,
2006-12,56.569,
2007-01,56.051,
2007-02,56.678,
2007-03,54.801,
2007-04,55.022,
2007-05,55.477,
2007-06,55.705,
2007-07,55.694,
2007-08,54.705,
2007-09,53.758,
2007-10,53.695,
2007-11,52.385,
2007-12,52.285,
2008-01,51.340,
2008-02,50.724,
2008-03,49.966,
2008-04,49.762,
2008-05,49.616,
2008-06,49.645,
2008-07,49.348,
2008-08,49.201,
2008-09,48.638,
2008-10,47.866,
2008-11,47.842,
2008-12,47.630,
2009-01,46.669,
2009-02,47.054,
2009-03,46.654,
2009-04,46.954,
2009-05,47.446,
2009-06,47.807,
2009-07,47.383,
2009-08,47.426,
2009-09,46.937,
2009-10,46.896,
2009-11,46.527,
2009-12,46.293,
2010-01,44.996,
2010-02,44.373,
2010-03,44.058,
2010-04,43.726,
2010-05,41.365,
2010-06,40.704,
2010-07,39.236,
2010-08,38.136,
2010-09,37.628,
2010-10,36.726,
2010-11,36.453,
2010-12,35.794,
2011-01,35.401,
2011-02,34.620,
2011-03,34.426,
2011-04,33.975,
2011-05,33.732,
2011-06,33.104,
2011-07,32.922,
2011-08,31.363,
2011-09,30.758,
2011-10,30.421,
2011-11,30.093,
2011-12,29.965,
2012-01,29.164,
2012-02,28.896,
2012-03,28.497,
2012-04,28.031,
2012-05,27.570,
2012-06,27.015,
2012-07,26.043,
2012-08,23.901,
2012-09,23.581,
2012-10,23.240,
2012-11,22.934,
2012-12,22.769,
2013-01,22.298,
2013-02,21.937,
2013-03,21.226,
2013-04,20.772,
2013-05,20.404,
2013-06,21.250,
2013-07,20.856,
2013-08,20.675,
2013-09,20.301,
2013-10,19.530,
2013-11,18.809,
2013-12,18.448,
2014-01,17.500,
2014-02,16.477,
2014-03,13.794,
2014-04,13.706,
2014-05,13.643,
2014-06,13.826,
2014-07,13.580,
2014-08,13.207,
2014-09,12.880,
2014-10,12.274,
2014-11,12.105,
2014-12,12.063,Provisional value
