"",BBK01.RU5747,BBK01.RU5747_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Chile / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:20:14,
1982-06,0.232,
1982-07,0.231,
1982-08,0.195,
1982-09,0.144,
1982-10,0.155,
1982-11,0.151,
1982-12,0.147,
1983-01,0.152,
1983-02,0.152,
1983-03,0.123,
1983-04,0.126,
1983-05,0.112,
1983-06,0.117,
1983-07,0.119,
1983-08,0.125,
1983-09,0.118,
1983-10,0.115,
1983-11,0.125,
1983-12,0.127,
1984-01,0.132,
1984-02,0.128,
1984-03,0.128,
1984-04,0.134,
1984-05,0.139,
1984-06,0.136,
1984-07,0.161,
1984-08,0.150,
1984-09,0.144,
1984-10,0.145,
1984-11,0.156,
1984-12,0.166,
1985-01,0.155,
1985-02,0.155,
1985-03,0.147,
1985-04,0.159,
1985-05,0.161,
1985-06,0.140,
1985-07,0.147,
1985-08,0.164,
1985-09,0.148,
1985-10,0.150,
1985-11,0.138,
1985-12,0.140,
1986-01,0.128,
1986-02,0.126,
1986-03,0.160,
1986-04,0.158,
1986-05,0.163,
1986-06,0.152,
1986-07,0.191,
1986-08,0.143,
1986-09,0.140,
1986-10,0.145,
1986-11,0.139,
1986-12,0.145,
1987-01,0.126,
1987-02,0.131,
1987-03,0.125,
1987-04,0.121,
1987-05,0.127,
1987-06,0.138,
1987-07,0.139,
1987-08,0.135,
1987-09,0.137,
1987-10,0.128,
1987-11,0.124,
1987-12,0.128,
1988-01,0.126,
1988-02,0.150,
1988-03,0.143,
1988-04,0.142,
1988-05,0.152,
1988-06,0.187,
1988-07,0.205,
1988-08,0.235,
1988-09,0.230,
1988-10,0.358,
1988-11,0.338,
1988-12,0.304,
1989-01,0.375,
1989-02,0.384,
1989-03,0.477,
1989-04,0.471,
1989-05,0.497,
1989-06,0.496,
1989-07,0.354,
1989-08,0.364,
1989-09,0.343,
1989-10,0.290,
1989-11,0.326,
1989-12,0.421,
1990-01,0.395,
1990-02,0.384,
1990-03,0.423,
1990-04,0.413,
1990-05,0.421,
1990-06,0.449,
1990-07,0.500,
1990-08,0.537,
1990-09,0.545,
1990-10,0.530,
1990-11,0.502,
1990-12,0.447,
1991-01,0.348,
1991-02,0.346,
1991-03,0.404,
1991-04,0.424,
1991-05,0.438,
1991-06,0.456,
1991-07,0.381,
1991-08,0.377,
1991-09,0.407,
1991-10,0.458,
1991-11,0.540,
1991-12,0.508,
1992-01,0.574,
1992-02,0.516,
1992-03,0.501,
1992-04,0.572,
1992-05,0.534,
1992-06,0.531,
1992-07,0.509,
1992-08,0.470,
1992-09,0.513,
