"",BBK01.SUD124,BBK01.SUD124_FLAGS
"",Effective interest rates of German banks / New business / Loans to non-financial corporations up to EUR 1 million with a floating rate or an initial rate fixation up to 1 year,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:27:38,
2003-01,5.42,
2003-02,4.94,
2003-03,4.98,
2003-04,5.06,
2003-05,4.80,
2003-06,4.49,
2003-07,4.39,
2003-08,4.36,
2003-09,4.52,
2003-10,4.51,
2003-11,4.47,
2003-12,4.55,
2004-01,4.52,
2004-02,4.58,
2004-03,4.44,
2004-04,4.43,
2004-05,4.52,
2004-06,4.54,
2004-07,4.62,
2004-08,4.42,
2004-09,4.51,
2004-10,4.55,
2004-11,4.61,
2004-12,4.50,
2005-01,4.44,
2005-02,4.34,
2005-03,4.36,
2005-04,4.44,
2005-05,4.38,
2005-06,4.41,
2005-07,4.37,
2005-08,4.29,
2005-09,4.28,
2005-10,4.38,
2005-11,4.52,
2005-12,4.57,
2006-01,4.49,
2006-02,4.60,
2006-03,4.71,
2006-04,4.90,
2006-05,4.98,
2006-06,5.04,
2006-07,5.11,
2006-08,5.14,
2006-09,5.37,
2006-10,5.45,
2006-11,5.53,
2006-12,5.67,
2007-01,5.61,
2007-02,5.72,
2007-03,5.73,
2007-04,5.89,
2007-05,5.93,
2007-06,6.09,
2007-07,6.08,
2007-08,6.26,
2007-09,6.42,
2007-10,6.43,
2007-11,6.40,
2007-12,6.55,
2008-01,6.31,
2008-02,6.27,
2008-03,6.24,
2008-04,6.26,
2008-05,6.26,
2008-06,6.34,
2008-07,6.36,
2008-08,6.35,
2008-09,6.46,
2008-10,6.46,
2008-11,5.95,
2008-12,5.25,
2009-01,4.55,
2009-02,4.15,
2009-03,3.83,
2009-04,3.60,
2009-05,3.52,
2009-06,3.36,
2009-07,3.36,
2009-08,3.26,
2009-09,3.28,
2009-10,3.37,
2009-11,3.37,
2009-12,3.36,
2010-01,3.19,
2010-02,3.43,
2010-03,3.41,
2010-04,3.28,
2010-05,3.45,
2010-06,3.52,
2010-07,3.30,
2010-08,3.51,
2010-09,3.49,
2010-10,3.42,
2010-11,3.84,
2010-12,3.77,
2011-01,3.36,
2011-02,3.59,
2011-03,3.69,
2011-04,3.63,
2011-05,3.95,
2011-06,3.93,
2011-07,3.87,
2011-08,3.97,
2011-09,3.99,
2011-10,3.91,
2011-11,3.92,
2011-12,3.92,
2012-01,3.60,
2012-02,3.56,
2012-03,3.51,
2012-04,3.34,
2012-05,3.33,
2012-06,3.37,
2012-07,3.11,
2012-08,2.97,
2012-09,3.07,
2012-10,2.96,
2012-11,2.90,
2012-12,2.94,
2013-01,2.84,
2013-02,2.92,
2013-03,2.92,
2013-04,2.92,
2013-05,3.00,
2013-06,2.97,
2013-07,2.95,
2013-08,2.80,
2013-09,2.97,
2013-10,2.92,
2013-11,2.99,
2013-12,3.01,
2014-01,2.92,
2014-02,2.97,
2014-03,3.01,
2014-04,2.95,
2014-05,3.06,
2014-06,2.97,
2014-07,2.82,
2014-08,2.77,
2014-09,2.77,
2014-10,2.70,
2014-11,2.82,
2014-12,2.78,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. The amount refers to the single loan transaction considered as new business. Excluding overdrafts. p = Provisional",
