"",BBK01.TYI316,BBK01.TYI316_FLAGS
"",Claims on non-euro-area residents / German contribution / Changes,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:18:53,
1980-01,0,
1980-02,-1382,
1980-03,2011,
1980-04,-2295,
1980-05,-605,
1980-06,721,
1980-07,43,
1980-08,1071,
1980-09,-1404,
1980-10,1624,
1980-11,3627,
1980-12,32,
1981-01,615,
1981-02,-1198,
1981-03,4144,
1981-04,-824,
1981-05,4514,
1981-06,-783,
1981-07,430,
1981-08,-1621,
1981-09,-770,
1981-10,-1745,
1981-11,1466,
1981-12,3336,
1982-01,-2980,
1982-02,1336,
1982-03,628,
1982-04,-112,
1982-05,1306,
1982-06,1647,
1982-07,-1857,
1982-08,152,
1982-09,703,
1982-10,1003,
1982-11,2466,
1982-12,644,
1983-01,-990,
1983-02,1069,
1983-03,1605,
1983-04,-4974,
1983-05,444,
1983-06,1724,
1983-07,-1168,
1983-08,-1243,
1983-09,1386,
1983-10,1562,
1983-11,1688,
1983-12,1025,
1984-01,-1364,
1984-02,2033,
1984-03,1410,
1984-04,667,
1984-05,-23,
1984-06,494,
1984-07,-704,
1984-08,128,
1984-09,2114,
1984-10,1135,
1984-11,1585,
1984-12,4771,
1985-01,-1953,
1985-02,4424,
1985-03,-3940,
1985-04,-174,
1985-05,264,
1985-06,4668,
1985-07,-1425,
1985-08,1214,
1985-09,516,
1985-10,1220,
1985-11,4721,
1985-12,6120,
1986-01,47,
1986-02,4103,
1986-03,878,
1986-04,-975,
1986-05,2546,
1986-06,2501,
1986-07,-703,
1986-08,4496,
1986-09,8179,
1986-10,3887,
1986-11,3456,
1986-12,585,
1987-01,7834,
1987-02,2291,
1987-03,1703,
1987-04,1968,
1987-05,5169,
1987-06,2862,
1987-07,-2835,
1987-08,645,
1987-09,2028,
1987-10,-42,
1987-11,4914,
1987-12,-3901,
1988-01,12,
1988-02,-1079,
1988-03,-1391,
1988-04,-812,
1988-05,658,
1988-06,2199,
1988-07,-700,
1988-08,1233,
1988-09,2176,
1988-10,310,
1988-11,1773,
1988-12,-2184,
1989-01,-4253,
1989-02,-1035,
1989-03,2620,
1989-04,3421,
1989-05,6827,
1989-06,4326,
1989-07,-649,
1989-08,3934,
1989-09,2364,
1989-10,3252,
1989-11,10300,
1989-12,2758,
1990-01,108,
1990-02,4035,
1990-03,-111,
1990-04,2527,
1990-05,3608,
1990-06,-1509,
1990-07,1134,
1990-08,1333,
1990-09,5082,
1990-10,-2880,
1990-11,6072,
1990-12,3629,
1991-01,-2894,
1991-02,6981,
1991-03,-2318,
1991-04,-6514,
1991-05,-1393,
1991-06,3600,
1991-07,-6283,
1991-08,2467,
1991-09,-278,
1991-10,1980,
1991-11,6276,
1991-12,-79,
1992-01,145,
1992-02,1113,
1992-03,411,
1992-04,99,
1992-05,-3128,
1992-06,-3455,
1992-07,-453,
1992-08,2637,
1992-09,39549,
1992-10,-9476,
1992-11,3875,
1992-12,-3311,
1993-01,-8443,
1993-02,4129,
1993-03,-92,
1993-04,-64,
1993-05,3796,
1993-06,13913,
1993-07,7464,
1993-08,9859,
1993-09,-8108,
1993-10,-1555,
1993-11,9706,
1993-12,19301,
1994-01,-1989,
1994-02,-567,
1994-03,-12086,
1994-04,-2300,
1994-05,-3538,
1994-06,-1123,
1994-07,-8714,
1994-08,3500,
1994-09,-2890,
1994-10,-2348,
1994-11,9735,
1994-12,10492,
1995-01,-8523,
1995-02,764,
1995-03,-1584,
1995-04,7867,
1995-05,7572,
1995-06,4840,
1995-07,3090,
1995-08,13925,
1995-09,3163,
1995-10,-1810,
1995-11,4213,
1995-12,760,
1996-01,-87,
1996-02,5084,
1996-03,1910,
1996-04,4603,
1996-05,2592,
1996-06,3763,
1996-07,-9267,
1996-08,3707,
1996-09,6486,
1996-10,-8958,
1996-11,14885,
1996-12,9717,
1997-01,5262,
1997-02,12589,
1997-03,7139,
1997-04,6360,
1997-05,-332,
1997-06,13615,
1997-07,10923,
1997-08,-4999,
1997-09,-2958,
1997-10,14667,
1997-11,9704,
1997-12,6280,
1998-01,-7234,
1998-02,6266,
1998-03,10706,
1998-04,4278,
1998-05,10347,
1998-06,-4663,
1998-07,-3311,
1998-08,19867,
1998-09,1485,
1998-10,-1786,
1998-11,21851,
1998-12,-3628,
1999-01,12905,
1999-02,-35179,
1999-03,28184,
1999-04,6556,
1999-05,-10381,
1999-06,18066,
1999-07,24773,
1999-08,-13308,
1999-09,-264,
1999-10,2182,
1999-11,1135,
1999-12,-2130,
2000-01,1370,
2000-02,18874,
2000-03,7320,
2000-04,9681,
2000-05,14603,
2000-06,-21134,
2000-07,13899,
2000-08,4903,
2000-09,-887,
2000-10,13740,
2000-11,19067,
2000-12,6115,
2001-01,8903,
2001-02,23794,
2001-03,16111,
2001-04,19208,
2001-05,-6953,
2001-06,-2430,
2001-07,-20193,
2001-08,33084,
2001-09,23797,
2001-10,7632,
2001-11,15293,
2001-12,-17985,
2002-01,-5181,
2002-02,-334,
2002-03,10640,
2002-04,-2967,
2002-05,24595,
2002-06,46,
2002-07,-5739,
2002-08,6437,
2002-09,30981,
2002-10,11644,
2002-11,31966,
2002-12,-40773,
2003-01,9369,
2003-02,20205,
2003-03,25241,
2003-04,14654,
2003-05,22628,
2003-06,24583,
2003-07,-18626,
2003-08,-20612,
2003-09,10516,
2003-10,-203,
2003-11,12422,
2003-12,15232,
2004-01,32084,
2004-02,-2702,
2004-03,10316,
2004-04,21976,
2004-05,-4903,
2004-06,-8453,
2004-07,-9403,
2004-08,12282,
2004-09,35004,
2004-10,8116,
2004-11,41399,
2004-12,-25645,
2005-01,26278,
2005-02,13999,
2005-03,3852,
2005-04,56257,
2005-05,-25769,
2005-06,-6428,
2005-07,14252,
2005-08,-10410,
2005-09,16227,
2005-10,2917,
2005-11,2189,
2005-12,-38219,
2006-01,36809,
2006-02,7178,
2006-03,17693,
2006-04,10215,
2006-05,6110,
2006-06,39587,
2006-07,-10955,
2006-08,1018,
2006-09,32872,
2006-10,-5077,
2006-11,42182,
2006-12,25399,
2007-01,17800,
2007-02,26748,
2007-03,20558,
2007-04,25176,
2007-05,10804,
2007-06,24010,
2007-07,13209,
2007-08,5619,
2007-09,48719,
2007-10,4141,
2007-11,28191,
2007-12,-1090,
2008-01,-12212,
2008-02,28259,
2008-03,20741,
2008-04,17711,
2008-05,-6698,
2008-06,-32429,
2008-07,-6954,
2008-08,-6261,
2008-09,70636,
2008-10,-2824,
2008-11,-74695,
2008-12,-32574,
2009-01,-54540,
2009-02,-24862,
2009-03,-35162,
2009-04,40631,
2009-05,-5737,
2009-06,-19155,
2009-07,-31561,
2009-08,-13310,
2009-09,-28003,
2009-10,-888,
2009-11,-1231,
2009-12,-9305,
2010-01,6797,
2010-02,-18274,
2010-03,2852,
2010-04,40595,
2010-05,13920,
2010-06,-62134,
2010-07,-38411,
2010-08,12063,
2010-09,-23038,
2010-10,-3391,
2010-11,6354,
2010-12,-11687,
2011-01,5849,
2011-02,3649,
2011-03,-26757,
2011-04,49950,
2011-05,1383,
2011-06,-41341,
2011-07,-5404,
2011-08,23967,
2011-09,-15860,
2011-10,-23414,
2011-11,-75,
2011-12,-9697,
2012-01,29148,
2012-02,-10586,
2012-03,5129,
2012-04,-513,
2012-05,-4995,
2012-06,-28930,
2012-07,1538,
2012-08,13222,
2012-09,6966,
2012-10,924,
2012-11,-7221,
2012-12,-20163,
2013-01,-2109,
2013-02,-3184,
2013-03,-3399,
2013-04,6145,
2013-05,-1965,
2013-06,-8262,
2013-07,-9726,
2013-08,-13445,
2013-09,-17577,
2013-10,25820,
2013-11,16095,
2013-12,-25574,
2014-01,32540,
2014-02,4723,
2014-03,-3740,
2014-04,8151,
2014-05,17681,
2014-06,12267,
2014-07,23453,
2014-08,-11433,
2014-09,-14090,
2014-10,10912,
2014-11,30889,
2014-12,-33166,
2015-01,52334,
