"",BBK01.QUV378,BBK01.QUV378_FLAGS
"",Banks in Germany: Long term loans and advances to foreign enterprises and households / All countries / US dollars,
unit,EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:06:12,
2001-12,101.736,
2002-01,104.506,
2002-02,105.199,
2002-03,103.358,
2002-04,101.442,
2002-05,98.009,
2002-06,92.516,
2002-07,94.748,
2002-08,95.024,
2002-09,94.705,
2002-10,95.352,
2002-11,95.262,
2002-12,91.164,
2003-01,93.355,
2003-02,95.778,
2003-03,95.189,
2003-04,93.481,
2003-05,90.231,
2003-06,93.370,
2003-07,94.383,
2003-08,97.833,
2003-09,92.017,
2003-10,96.324,
2003-11,93.069,
2003-12,88.600,
2004-01,89.962,
2004-02,89.344,
2004-03,90.325,
2004-04,92.295,
2004-05,90.319,
2004-06,91.422,
2004-07,91.256,
2004-08,90.425,
2004-09,88.305,
2004-10,86.326,
2004-11,82.313,
2004-12,80.132,
2005-01,82.465,
2005-02,81.217,
2005-03,84.052,
2005-04,84.648,
2005-05,89.170,
2005-06,90.890,
2005-07,90.323,
2005-08,89.596,
2005-09,92.195,
2005-10,91.538,
2005-11,96.056,
2005-12,96.418,
2006-01,96.740,
2006-02,99.153,
2006-03,98.603,
2006-04,95.570,
2006-05,93.156,
2006-06,95.999,
2006-07,95.274,
2006-08,95.752,
2006-09,95.321,
2006-10,98.883,
2006-11,96.219,
2006-12,91.212,
2007-01,90.099,
2007-02,89.218,
2007-03,89.967,
2007-04,89.819,
2007-05,93.186,
2007-06,96.804,
2007-07,97.057,
2007-08,100.883,
2007-09,100.336,
2007-10,100.122,
2007-11,99.371,
2007-12,101.554,
2008-01,100.830,
2008-02,100.380,
2008-03,98.496,
2008-04,102.032,
2008-05,104.797,
2008-06,110.749,
2008-07,114.171,
2008-08,123.770,
2008-09,130.692,
2008-10,148.785,
2008-11,151.047,
2008-12,139.641,
2009-01,147.974,
2009-02,149.441,
2009-03,142.317,
2009-04,142.740,
2009-05,133.763,
2009-06,133.159,
2009-07,133.651,
2009-08,131.159,
2009-09,127.614,
2009-10,124.523,
2009-11,120.718,
2009-12,124.339,
2010-01,127.659,
2010-02,130.274,
2010-03,130.307,
2010-04,131.503,
2010-05,140.211,
2010-06,137.320,
2010-07,128.728,
2010-08,130.110,
2010-09,119.973,
2010-10,118.516,
2010-11,126.240,
2010-12,121.584,
2011-01,117.406,
2011-02,116.168,
2011-03,111.774,
2011-04,106.263,
2011-05,109.042,
2011-06,107.230,
2011-07,108.874,
2011-08,107.168,
2011-09,113.999,
2011-10,109.188,
2011-11,113.667,
2011-12,117.148,
2012-01,114.692,
2012-02,112.339,
2012-03,112.489,
2012-04,112.903,
2012-05,119.629,
2012-06,116.711,
2012-07,119.199,
2012-08,115.893,
2012-09,111.863,
2012-10,110.456,
2012-11,110.163,
2012-12,107.752,
2013-01,103.253,
2013-02,106.688,
2013-03,107.101,
2013-04,104.152,
2013-05,103.604,
2013-06,101.858,
2013-07,99.967,
2013-08,98.686,
2013-09,96.240,
2013-10,94.321,
2013-11,94.365,
2013-12,93.113,
2014-01,94.469,
2014-02,92.445,
2014-03,92.241,
2014-04,91.228,
2014-05,92.141,
2014-06,91.039,
2014-07,92.567,
2014-08,93.407,
2014-09,97.890,
2014-10,98.751,
2014-11,98.768,
2014-12,99.630,
