"",BBK01.SU0025,BBK01.SU0025_FLAGS
"",Deposit rates of banks / Savings deposits with agreed notice of 12 months / Average interest rate,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:22,
1967-06,4.58,
1967-07,.,No value available
1967-08,.,No value available
1967-09,4.55,
1967-10,.,No value available
1967-11,.,No value available
1967-12,4.54,
1968-01,.,No value available
1968-02,.,No value available
1968-03,4.52,
1968-04,.,No value available
1968-05,.,No value available
1968-06,4.52,
1968-07,.,No value available
1968-08,.,No value available
1968-09,4.52,
1968-10,.,No value available
1968-11,4.52,
1968-12,.,No value available
1969-01,.,No value available
1969-02,4.52,
1969-03,.,No value available
1969-04,.,No value available
1969-05,4.52,
1969-06,.,No value available
1969-07,.,No value available
1969-08,5.00,
1969-09,.,No value available
1969-10,.,No value available
1969-11,5.00,
1969-12,.,No value available
1970-01,.,No value available
1970-02,6.00,
1970-03,.,No value available
1970-04,.,No value available
1970-05,6.47,
1970-06,.,No value available
1970-07,.,No value available
1970-08,6.48,
1970-09,.,No value available
1970-10,.,No value available
1970-11,6.48,
1970-12,.,No value available
1971-01,6.47,
1971-02,6.46,
1971-03,.,No value available
1971-04,.,No value available
1971-05,5.90,
1971-06,.,No value available
1971-07,.,No value available
1971-08,5.91,
1971-09,.,No value available
1971-10,.,No value available
1971-11,5.90,
1971-12,.,No value available
1972-01,.,No value available
1972-02,5.88,
1972-03,.,No value available
1972-04,.,No value available
1972-05,5.42,
1972-06,.,No value available
1972-07,.,No value available
1972-08,5.42,
1972-09,.,No value available
1972-10,.,No value available
1972-11,5.42,
1972-12,.,No value available
1973-01,.,No value available
1973-02,5.95,
1973-03,.,No value available
1973-04,.,No value available
1973-05,5.96,
1973-06,.,No value available
1973-07,7.00,
1973-08,7.00,
1973-09,.,No value available
1973-10,.,No value available
1973-11,7.00,
1973-12,.,No value available
1974-01,.,No value available
1974-02,7.00,
1974-03,.,No value available
1974-04,.,No value available
1974-05,7.00,
1974-06,.,No value available
1974-07,.,No value available
1974-08,7.00,
1974-09,.,No value available
1974-10,.,No value available
1974-11,7.00,
1974-12,.,No value available
1975-01,.,No value available
1975-02,6.69,
1975-03,6.42,
1975-04,6.21,
1975-05,5.75,
1975-06,5.34,
1975-07,5.20,
1975-08,5.12,
1975-09,5.09,
1975-10,5.08,
1975-11,5.08,
1975-12,5.08,
1976-01,5.06,
1976-02,5.06,
1976-03,5.05,
1976-04,4.54,
1976-05,4.53,
1976-06,4.54,
1976-07,4.53,
1976-08,4.53,
1976-09,4.53,
1976-10,4.54,
1976-11,4.53,
1976-12,4.53,
1977-01,4.53,
1977-02,4.52,
1977-03,4.52,
1977-04,4.09,
1977-05,4.02,
1977-06,4.02,
1977-07,4.02,
1977-08,4.02,
1977-09,4.01,
1977-10,4.00,
1977-11,3.99,
1977-12,3.98,
1978-01,3.90,
1978-02,3.55,
1978-03,3.53,
1978-04,3.52,
1978-05,3.52,
1978-06,3.52,
1978-07,3.52,
1978-08,3.52,
1978-09,3.51,
1978-10,3.52,
1978-11,3.51,
1978-12,3.52,
1979-01,3.52,
1979-02,3.52,
1979-03,3.62,
1979-04,3.98,
1979-05,4.00,
1979-06,4.00,
1979-07,4.00,
1979-08,4.34,
1979-09,4.52,
1979-10,4.52,
1979-11,4.78,
1979-12,5.02,
1980-01,5.02,
1980-02,5.01,
1980-03,5.78,
1980-04,6.01,
1980-05,6.01,
1980-06,6.01,
1980-07,6.01,
1980-08,5.92,
1980-09,5.53,
1980-10,5.52,
1980-11,5.52,
1980-12,5.52,
1981-01,5.52,
1981-02,5.52,
1981-03,5.97,
1981-04,6.01,
1981-05,6.01,
1981-06,6.01,
1981-07,6.01,
1981-08,6.01,
1981-09,6.01,
1981-10,6.01,
1981-11,6.01,
1981-12,6.01,
1982-01,6.01,
1982-02,6.01,
1982-03,6.01,
1982-04,6.01,
1982-05,6.01,
1982-06,6.00,
1982-07,6.00,
1982-08,6.00,
1982-09,5.98,
1982-10,5.91,
1982-11,5.56,
1982-12,5.33,
1983-01,5.30,
1983-02,5.27,
1983-03,5.25,
1983-04,4.50,
1983-05,4.47,
1983-06,4.48,
1983-07,4.48,
1983-08,4.48,
1983-09,4.48,
1983-10,4.50,
1983-11,4.50,
1983-12,4.51,
1984-01,4.50,
1984-02,4.52,
1984-03,4.50,
1984-04,4.50,
1984-05,4.50,
1984-06,4.51,
1984-07,4.51,
1984-08,4.51,
1984-09,4.51,
1984-10,4.50,
1984-11,4.50,
1984-12,4.49,
1985-01,4.49,
1985-02,4.49,
1985-03,4.49,
1985-04,4.49,
1985-05,4.48,
1985-06,4.48,
1985-07,4.47,
1985-08,4.40,
1985-09,4.18,
1985-10,4.04,
1985-11,4.00,
1985-12,4.00,
1986-01,4.00,
1986-02,3.99,
1986-03,3.84,
1986-04,3.70,
1986-05,3.63,
1986-06,3.62,
1986-07,3.62,
1986-08,3.61,
1986-09,3.60,
1986-10,3.60,
1986-11,3.60,
1986-12,3.60,
1987-01,3.59,
1987-02,3.51,
1987-03,3.30,
1987-04,3.13,
1987-05,3.09,
1987-06,3.05,
1987-07,3.01,
1987-08,2.99,
1987-09,2.98,
1987-10,2.98,
1987-11,2.98,
1987-12,2.95,
1988-01,2.92,
1988-02,2.90,
1988-03,2.81,
1988-04,2.77,
1988-05,2.76,
1988-06,2.75,
1988-07,2.75,
1988-08,2.76,
1988-09,2.78,
1988-10,2.78,
1988-11,2.78,
1988-12,2.77,
1989-01,2.77,
1989-02,2.83,
1989-03,3.05,
1989-04,3.11,
1989-05,3.13,
1989-06,3.14,
1989-07,3.14,
1989-08,3.15,
1989-09,3.15,
