"",BBK01.OEAC07N,BBK01.OEAC07N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:14,
2002-01,6.367,
2002-04,6.388,
2002-07,5.801,
2002-10,5.969,
2003-01,5.892,
2003-04,5.696,
2003-07,5.697,
2003-10,5.674,
2004-01,5.670,
2004-04,5.374,
2004-07,5.288,
2004-10,5.380,
2005-01,5.496,
2005-04,5.417,
2005-07,5.265,
2005-10,5.307,
2006-01,5.065,
2006-04,5.538,
2006-07,5.923,
2006-10,5.362,
2007-01,5.360,
2007-04,5.658,
2007-07,5.491,
2007-10,6.336,
2008-01,6.198,
2008-04,6.800,
2008-07,6.288,
2008-10,6.110,
2009-01,6.071,
2009-04,6.214,
2009-07,6.158,
2009-10,6.100,
2010-01,6.381,
2010-04,6.715,
2010-07,6.720,
2010-10,6.698,
2011-01,6.775,
2011-04,6.631,
2011-07,6.604,
2011-10,6.671,
2012-01,6.746,
2012-04,6.729,
2012-07,6.581,
2012-10,6.577,
2013-01,6.624,
2013-04,6.545,
2013-07,6.305,
2013-10,6.326,
2014-01,6.288,
2014-04,6.539,
2014-07,6.399,
