"",BBK01.OUP406,BBK01.OUP406_FLAGS
"",Balances and loans to foreign banks (MFIs) / long-term / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:47:05,
1999-01,1.241,
1999-02,1.713,
1999-03,1.377,
1999-04,1.256,
1999-05,1.258,
1999-06,1.369,
1999-07,1.264,
1999-08,1.105,
1999-09,1.149,
1999-10,1.236,
1999-11,1.303,
1999-12,1.371,
2000-01,1.316,
2000-02,1.419,
2000-03,1.428,
2000-04,1.397,
2000-05,1.384,
2000-06,1.305,
2000-07,1.202,
2000-08,1.078,
2000-09,1.066,
2000-10,1.066,
2000-11,1.067,
2000-12,1.290,
2001-01,1.259,
2001-02,1.294,
2001-03,1.314,
2001-04,1.414,
2001-05,1.438,
2001-06,1.329,
2001-07,1.837,
2001-08,1.338,
2001-09,1.420,
2001-10,1.469,
2001-11,1.476,
2001-12,1.372,
2002-01,1.818,
2002-02,1.815,
2002-03,1.862,
2002-04,1.862,
2002-05,4.849,
2002-06,3.224,
2002-07,2.497,
2002-08,2.526,
2002-09,2.595,
2002-10,2.764,
2002-11,3.038,
2002-12,2.966,
2003-01,3.343,
2003-02,3.263,
2003-03,3.257,
2003-04,3.222,
2003-05,3.444,
2003-06,3.357,
2003-07,3.287,
2003-08,3.544,
2003-09,3.560,
2003-10,3.562,
2003-11,3.509,
2003-12,3.424,
2004-01,3.935,
2004-02,4.138,
2004-03,4.375,
2004-04,4.684,
2004-05,4.737,
2004-06,4.869,
2004-07,4.886,
2004-08,4.870,
2004-09,5.009,
2004-10,4.976,
2004-11,4.942,
2004-12,4.872,
2005-01,4.966,
2005-02,5.192,
2005-03,5.730,
2005-04,5.804,
2005-05,5.891,
2005-06,6.620,
2005-07,6.626,
2005-08,6.673,
2005-09,7.020,
2005-10,7.215,
2005-11,7.487,
2005-12,11.070,
2006-01,9.604,
2006-02,9.907,
2006-03,10.065,
2006-04,9.978,
2006-05,9.973,
2006-06,10.480,
2006-07,10.530,
2006-08,10.565,
2006-09,10.684,
2006-10,10.794,
2006-11,10.806,
2006-12,11.404,
2007-01,11.532,
2007-02,11.486,
2007-03,11.586,
2007-04,11.465,
2007-05,11.167,
2007-06,11.383,
2007-07,11.511,
2007-08,11.210,
2007-09,11.326,
2007-10,11.998,
2007-11,12.216,
2007-12,12.291,
2008-01,12.259,
2008-02,11.591,
2008-03,11.171,
2008-04,11.789,
2008-05,9.894,
2008-06,7.970,
2008-07,8.044,
2008-08,8.063,
2008-09,8.118,
2008-10,8.416,
2008-11,8.433,
2008-12,8.307,
2009-01,9.515,
2009-02,9.595,
2009-03,9.760,
2009-04,9.535,
2009-05,9.560,
2009-06,9.570,
2009-07,10.101,
2009-08,10.317,
2009-09,10.635,
2009-10,10.569,
2009-11,10.531,
2009-12,10.663,
2010-01,10.685,
2010-02,11.163,
2010-03,11.272,
2010-04,11.466,
2010-05,11.750,
2010-06,12.075,
2010-07,12.890,
2010-08,12.458,
2010-09,14.059,
2010-10,14.307,
2010-11,14.374,
2010-12,14.642,
2011-01,14.882,
2011-02,16.092,
2011-03,16.393,
2011-04,16.598,
2011-05,17.262,
2011-06,17.145,
2011-07,17.225,
2011-08,18.602,
2011-09,18.756,
2011-10,18.971,
2011-11,17.951,
2011-12,18.402,
2012-01,18.553,
2012-02,18.626,
2012-03,18.669,
2012-04,18.688,
2012-05,18.956,
2012-06,19.099,
2012-07,19.019,
2012-08,19.400,
2012-09,19.487,
2012-10,19.593,
2012-11,19.487,
2012-12,19.517,
2013-01,19.380,
2013-02,19.484,
2013-03,19.667,
2013-04,19.104,
2013-05,19.257,
2013-06,19.428,
2013-07,19.344,
2013-08,19.381,
2013-09,19.176,
2013-10,19.229,
2013-11,19.469,
2013-12,19.937,
2014-01,19.669,
2014-02,19.819,
2014-03,19.852,
2014-04,19.860,
2014-05,19.963,
2014-06,20.104,
2014-07,20.095,
2014-08,20.247,
2014-09,19.714,
2014-10,19.710,
2014-11,15.970,
2014-12,16.641,Provisional value
