"",BBK01.ST0334,BBK01.ST0334_FLAGS
2002-01-31,3.496,
2002-02-01,3.505,
2002-02-02,.,No value available
2002-02-03,.,No value available
2002-02-04,3.463,
2002-02-05,3.438,
2002-02-06,3.429,
2002-02-07,3.412,
2002-02-08,3.458,
2002-02-09,.,No value available
2002-02-10,.,No value available
2002-02-11,3.474,
2002-02-12,3.456,
2002-02-13,3.504,
2002-02-14,3.499,
2002-02-15,3.481,
2002-02-16,.,No value available
2002-02-17,.,No value available
2002-02-18,3.475,
2002-02-19,3.472,
2002-02-20,3.500,
2002-02-21,3.511,
2002-02-22,3.481,
2002-02-23,.,No value available
2002-02-24,.,No value available
2002-02-25,3.485,
2002-02-26,3.515,
2002-02-27,3.515,
2002-02-28,3.498,
2002-03-01,3.502,
2002-03-02,.,No value available
2002-03-03,.,No value available
2002-03-04,3.539,
2002-03-05,3.544,
2002-03-06,3.563,
2002-03-07,3.566,
2002-03-08,3.613,
2002-03-09,.,No value available
2002-03-10,.,No value available
2002-03-11,3.608,
2002-03-12,3.608,
2002-03-13,3.627,
2002-03-14,3.610,
2002-03-15,3.655,
2002-03-16,.,No value available
2002-03-17,.,No value available
2002-03-18,3.658,
2002-03-19,3.667,
2002-03-20,3.657,
2002-03-21,3.708,
2002-03-22,3.717,
2002-03-23,.,No value available
2002-03-24,.,No value available
2002-03-25,3.771,
2002-03-26,3.794,
2002-03-27,3.782,
2002-03-28,3.781,
2002-03-29,.,No value available
2002-03-30,.,No value available
2002-03-31,.,No value available
2002-04-01,.,No value available
2002-04-02,3.812,
2002-04-03,3.778,
2002-04-04,3.763,
2002-04-05,3.762,
2002-04-06,.,No value available
2002-04-07,.,No value available
2002-04-08,3.731,
2002-04-09,3.742,
2002-04-10,3.702,
2002-04-11,3.727,
2002-04-12,3.717,
2002-04-13,.,No value available
2002-04-14,.,No value available
2002-04-15,3.682,
2002-04-16,3.686,
2002-04-17,3.716,
2002-04-18,3.699,
2002-04-19,3.683,
2002-04-20,.,No value available
2002-04-21,.,No value available
2002-04-22,3.672,
2002-04-23,3.649,
2002-04-24,3.668,
2002-04-25,3.624,
2002-04-26,3.634,
2002-04-27,.,No value available
2002-04-28,.,No value available
2002-04-29,3.621,
2002-04-30,3.623,
2002-05-01,.,No value available
2002-05-02,3.632,
2002-05-03,3.722,
2002-05-04,.,No value available
2002-05-05,.,No value available
2002-05-06,3.683,
2002-05-07,3.662,
2002-05-08,3.691,
2002-05-09,3.745,
2002-05-10,3.741,
2002-05-11,.,No value available
2002-05-12,.,No value available
2002-05-13,3.763,
2002-05-14,3.855,
2002-05-15,3.865,
2002-05-16,3.871,
2002-05-17,3.924,
2002-05-18,.,No value available
2002-05-19,.,No value available
2002-05-20,3.915,
2002-05-21,3.915,
2002-05-22,3.801,
2002-05-23,3.827,
2002-05-24,3.826,
2002-05-25,.,No value available
2002-05-26,.,No value available
2002-05-27,3.840,
2002-05-28,3.873,
2002-05-29,3.845,
2002-05-30,3.805,
2002-05-31,3.799,
2002-06-01,.,No value available
2002-06-02,.,No value available
2002-06-03,3.823,
2002-06-04,3.795,
2002-06-05,3.790,
2002-06-06,3.793,
2002-06-07,3.766,
2002-06-08,.,No value available
2002-06-09,.,No value available
2002-06-10,3.789,
2002-06-11,3.773,
2002-06-12,3.760,
2002-06-13,3.785,
2002-06-14,3.731,
2002-06-15,.,No value available
2002-06-16,.,No value available
2002-06-17,3.712,
2002-06-18,3.727,
2002-06-19,3.714,
2002-06-20,3.712,
2002-06-21,3.697,
2002-06-22,.,No value available
2002-06-23,.,No value available
2002-06-24,3.686,
2002-06-25,3.666,
2002-06-26,3.610,
2002-06-27,3.643,
2002-06-28,3.647,
2002-06-29,.,No value available
2002-06-30,.,No value available
2002-07-01,3.617,
2002-07-02,3.613,
2002-07-03,3.600,
2002-07-04,3.627,
2002-07-05,3.643,
2002-07-06,.,No value available
2002-07-07,.,No value available
2002-07-08,3.641,
2002-07-09,3.647,
2002-07-10,3.616,
2002-07-11,3.584,
2002-07-12,3.593,
2002-07-13,.,No value available
2002-07-14,.,No value available
2002-07-15,3.563,
2002-07-16,3.544,
2002-07-17,3.572,
2002-07-18,3.595,
2002-07-19,3.547,
2002-07-20,.,No value available
2002-07-21,.,No value available
2002-07-22,3.519,
2002-07-23,3.535,
2002-07-24,3.458,
2002-07-25,3.464,
2002-07-26,3.449,
2002-07-27,.,No value available
2002-07-28,.,No value available
2002-07-29,3.438,
2002-07-30,3.492,
2002-07-31,3.468,
2002-08-01,3.426,
2002-08-02,3.396,
2002-08-03,.,No value available
2002-08-04,.,No value available
2002-08-05,3.336,
2002-08-06,3.346,
2002-08-07,3.389,
2002-08-08,3.338,
2002-08-09,3.367,
2002-08-10,.,No value available
2002-08-11,.,No value available
2002-08-12,3.367,
2002-08-13,3.363,
2002-08-14,3.325,
2002-08-15,3.365,
2002-08-16,3.449,
2002-08-17,.,No value available
2002-08-18,.,No value available
2002-08-19,3.446,
2002-08-20,3.444,
2002-08-21,3.444,
2002-08-22,3.489,
2002-08-23,3.463,
2002-08-24,.,No value available
2002-08-25,.,No value available
2002-08-26,3.463,
2002-08-27,3.453,
2002-08-28,3.432,
2002-08-29,3.376,
2002-08-30,3.365,
2002-08-31,.,No value available
2002-09-01,.,No value available
2002-09-02,3.335,
2002-09-03,3.321,
2002-09-04,3.281,
2002-09-05,3.233,
2002-09-06,3.223,
2002-09-07,.,No value available
2002-09-08,.,No value available
2002-09-09,3.288,
2002-09-10,3.297,
2002-09-11,3.311,
2002-09-12,3.306,
2002-09-13,3.240,
2002-09-14,.,No value available
2002-09-15,.,No value available
2002-09-16,3.251,
2002-09-17,3.255,
2002-09-18,3.206,
2002-09-19,3.212,
2002-09-20,3.181,
2002-09-21,.,No value available
2002-09-22,.,No value available
2002-09-23,3.176,
2002-09-24,3.164,
2002-09-25,3.148,
2002-09-26,3.171,
2002-09-27,3.171,
2002-09-28,.,No value available
2002-09-29,.,No value available
2002-09-30,3.125,
2002-10-01,3.083,
2002-10-02,3.121,
2002-10-03,3.070,
2002-10-04,3.060,
2002-10-05,.,No value available
2002-10-06,.,No value available
2002-10-07,3.015,
2002-10-08,3.070,
2002-10-09,3.055,
2002-10-10,3.053,
2002-10-11,3.151,
2002-10-12,.,No value available
2002-10-13,.,No value available
2002-10-14,3.165,
2002-10-15,3.196,
2002-10-16,3.219,
2002-10-17,3.278,
2002-10-18,3.160,
2002-10-19,.,No value available
2002-10-20,.,No value available
2002-10-21,3.134,
2002-10-22,3.152,
2002-10-23,3.142,
2002-10-24,3.115,
2002-10-25,3.143,
2002-10-26,.,No value available
2002-10-27,.,No value available
2002-10-28,3.141,
2002-10-29,3.125,
2002-10-30,3.096,
2002-10-31,3.129,
2002-11-01,3.082,
2002-11-02,.,No value available
2002-11-03,.,No value available
2002-11-04,3.102,
2002-11-05,3.076,
2002-11-06,3.113,
2002-11-07,3.073,
2002-11-08,3.053,
2002-11-09,.,No value available
2002-11-10,.,No value available
2002-11-11,3.011,
2002-11-12,2.997,
2002-11-13,2.987,
2002-11-14,2.969,
2002-11-15,3.000,
2002-11-16,.,No value available
2002-11-17,.,No value available
2002-11-18,2.978,
2002-11-19,2.969,
2002-11-20,2.962,
2002-11-21,2.957,
2002-11-22,2.959,
2002-11-23,.,No value available
2002-11-24,.,No value available
2002-11-25,2.987,
2002-11-26,2.981,
2002-11-27,2.969,
2002-11-28,2.998,
2002-11-29,2.985,
2002-11-30,.,No value available
2002-12-01,.,No value available
2002-12-02,2.980,
2002-12-03,2.962,
2002-12-04,2.950,
2002-12-05,2.943,
2002-12-06,2.916,
2002-12-07,.,No value available
2002-12-08,.,No value available
2002-12-09,2.897,
2002-12-10,2.879,
2002-12-11,2.888,
2002-12-12,2.878,
2002-12-13,2.855,
2002-12-14,.,No value available
2002-12-15,.,No value available
2002-12-16,2.856,
2002-12-17,2.862,
2002-12-18,2.847,
2002-12-19,2.846,
2002-12-20,2.840,
2002-12-21,.,No value available
2002-12-22,.,No value available
2002-12-23,2.833,
2002-12-24,2.833,
2002-12-25,.,No value available
2002-12-26,.,No value available
2002-12-27,2.804,
2002-12-28,.,No value available
2002-12-29,.,No value available
2002-12-30,2.767,
2002-12-31,2.768,
2003-01-01,.,No value available
2003-01-02,2.752,
2003-01-03,2.798,
2003-01-04,.,No value available
2003-01-05,.,No value available
2003-01-06,2.783,
2003-01-07,2.762,
2003-01-08,2.749,
2003-01-09,2.721,
2003-01-10,2.744,
2003-01-11,.,No value available
2003-01-12,.,No value available
2003-01-13,2.739,
2003-01-14,2.738,
2003-01-15,2.735,
2003-01-16,2.734,
2003-01-17,2.733,
2003-01-18,.,No value available
2003-01-19,.,No value available
2003-01-20,2.721,
2003-01-21,2.722,
2003-01-22,2.705,
2003-01-23,2.703,
2003-01-24,2.688,
2003-01-25,.,No value available
2003-01-26,.,No value available
2003-01-27,2.675,
2003-01-28,2.689,
2003-01-29,2.667,
2003-01-30,2.674,
2003-01-31,2.664,
2003-02-01,.,No value available
2003-02-02,.,No value available
2003-02-03,2.680,
2003-02-04,2.670,
2003-02-05,2.642,
2003-02-06,2.651,
2003-02-07,2.594,
2003-02-08,.,No value available
2003-02-09,.,No value available
2003-02-10,2.565,
2003-02-11,2.578,
2003-02-12,2.545,
2003-02-13,2.518,
2003-02-14,2.515,
2003-02-15,.,No value available
2003-02-16,.,No value available
2003-02-17,2.542,
2003-02-18,2.525,
2003-02-19,2.524,
2003-02-20,2.500,
2003-02-21,2.501,
2003-02-22,.,No value available
2003-02-23,.,No value available
2003-02-24,2.419,
2003-02-25,2.407,
2003-02-26,2.404,
2003-02-27,2.395,
2003-02-28,2.427,
2003-03-01,.,No value available
2003-03-02,.,No value available
2003-03-03,2.381,
2003-03-04,2.364,
2003-03-05,2.365,
2003-03-06,2.370,
2003-03-07,2.387,
2003-03-08,.,No value available
2003-03-09,.,No value available
2003-03-10,2.372,
2003-03-11,2.368,
2003-03-12,2.377,
2003-03-13,2.404,
2003-03-14,2.475,
2003-03-15,.,No value available
2003-03-16,.,No value available
2003-03-17,2.438,
2003-03-18,2.491,
2003-03-19,2.462,
2003-03-20,2.466,
2003-03-21,2.456,
2003-03-22,.,No value available
2003-03-23,.,No value available
2003-03-24,2.467,
2003-03-25,2.453,
2003-03-26,2.464,
2003-03-27,2.447,
2003-03-28,2.447,
2003-03-29,.,No value available
2003-03-30,.,No value available
2003-03-31,2.405,
2003-04-01,2.388,
2003-04-02,2.396,
2003-04-03,2.393,
2003-04-04,2.408,
2003-04-05,.,No value available
2003-04-06,.,No value available
2003-04-07,2.447,
2003-04-08,2.437,
2003-04-09,2.418,
2003-04-10,2.406,
2003-04-11,2.431,
2003-04-12,.,No value available
2003-04-13,.,No value available
2003-04-14,2.501,
2003-04-15,2.530,
2003-04-16,2.532,
2003-04-17,2.509,
2003-04-18,.,No value available
2003-04-19,.,No value available
2003-04-20,.,No value available
2003-04-21,.,No value available
2003-04-22,2.495,
2003-04-23,2.485,
2003-04-24,2.471,
2003-04-25,2.442,
2003-04-26,.,No value available
2003-04-27,.,No value available
2003-04-28,2.418,
2003-04-29,2.430,
2003-04-30,2.429,
2003-05-01,.,No value available
2003-05-02,2.371,
2003-05-03,.,No value available
2003-05-04,.,No value available
2003-05-05,2.393,
2003-05-06,2.375,
2003-05-07,2.344,
2003-05-08,2.321,
2003-05-09,2.366,
2003-05-10,.,No value available
2003-05-11,.,No value available
2003-05-12,2.329,
2003-05-13,2.328,
2003-05-14,2.294,
2003-05-15,2.283,
2003-05-16,2.274,
2003-05-17,.,No value available
2003-05-18,.,No value available
2003-05-19,2.228,
2003-05-20,2.241,
2003-05-21,2.219,
2003-05-22,2.224,
2003-05-23,2.207,
2003-05-24,.,No value available
2003-05-25,.,No value available
2003-05-26,2.193,
2003-05-27,2.165,
2003-05-28,2.190,
2003-05-29,2.198,
2003-05-30,2.164,
2003-05-31,.,No value available
2003-06-01,.,No value available
2003-06-02,2.168,
2003-06-03,2.145,
2003-06-04,2.107,
2003-06-05,2.101,
2003-06-06,2.038,
2003-06-07,.,No value available
2003-06-08,.,No value available
2003-06-09,2.043,
2003-06-10,2.034,
2003-06-11,1.993,
2003-06-12,1.993,
2003-06-13,1.982,
2003-06-14,.,No value available
2003-06-15,.,No value available
2003-06-16,1.967,
2003-06-17,2.001,
2003-06-18,2.019,
2003-06-19,2.013,
2003-06-20,2.001,
2003-06-21,.,No value available
2003-06-22,.,No value available
2003-06-23,2.009,
2003-06-24,2.011,
2003-06-25,1.998,
2003-06-26,2.033,
2003-06-27,2.072,
2003-06-28,.,No value available
2003-06-29,.,No value available
2003-06-30,2.061,
2003-07-01,2.032,
2003-07-02,2.039,
2003-07-03,2.048,
2003-07-04,2.043,
2003-07-05,.,No value available
2003-07-06,.,No value available
2003-07-07,2.041,
2003-07-08,2.061,
2003-07-09,2.045,
2003-07-10,2.052,
2003-07-11,2.053,
2003-07-12,.,No value available
2003-07-13,.,No value available
2003-07-14,2.052,
2003-07-15,2.056,
2003-07-16,2.109,
2003-07-17,2.094,
2003-07-18,2.098,
2003-07-19,.,No value available
2003-07-20,.,No value available
2003-07-21,2.106,
2003-07-22,2.113,
2003-07-23,2.097,
2003-07-24,2.075,
2003-07-25,2.090,
2003-07-26,.,No value available
2003-07-27,.,No value available
2003-07-28,2.089,
2003-07-29,2.096,
2003-07-30,2.108,
2003-07-31,2.098,
2003-08-01,2.181,
2003-08-02,.,No value available
2003-08-03,.,No value available
2003-08-04,2.213,
2003-08-05,2.201,
2003-08-06,2.205,
2003-08-07,2.194,
2003-08-08,2.172,
2003-08-09,.,No value available
2003-08-10,.,No value available
2003-08-11,2.180,
2003-08-12,2.188,
2003-08-13,2.196,
2003-08-14,2.212,
2003-08-15,2.213,
2003-08-16,.,No value available
2003-08-17,.,No value available
2003-08-18,2.215,
2003-08-19,2.231,
2003-08-20,2.209,
2003-08-21,2.229,
2003-08-22,2.233,
2003-08-23,.,No value available
2003-08-24,.,No value available
2003-08-25,2.234,
2003-08-26,2.243,
2003-08-27,2.248,
2003-08-28,2.255,
2003-08-29,2.243,
2003-08-30,.,No value available
2003-08-31,.,No value available
2003-09-01,2.246,
2003-09-02,2.274,
2003-09-03,2.293,
2003-09-04,2.282,
2003-09-05,2.260,
2003-09-06,.,No value available
2003-09-07,.,No value available
2003-09-08,2.229,
2003-09-09,2.227,
2003-09-10,2.219,
2003-09-11,2.215,
2003-09-12,2.232,
2003-09-13,.,No value available
2003-09-14,.,No value available
2003-09-15,2.212,
2003-09-16,2.210,
2003-09-17,2.209,
2003-09-18,2.201,
2003-09-19,2.197,
2003-09-20,.,No value available
2003-09-21,.,No value available
2003-09-22,2.158,
2003-09-23,2.154,
2003-09-24,2.167,
2003-09-25,2.147,
2003-09-26,2.145,
2003-09-27,.,No value available
2003-09-28,.,No value available
2003-09-29,2.136,
2003-09-30,2.107,
2003-10-01,2.094,
2003-10-02,2.102,
2003-10-03,2.163,
2003-10-04,.,No value available
2003-10-05,.,No value available
2003-10-06,2.205,
2003-10-07,2.182,
2003-10-08,2.187,
2003-10-09,2.178,
2003-10-10,2.211,
2003-10-11,.,No value available
2003-10-12,.,No value available
2003-10-13,2.217,
2003-10-14,2.233,
2003-10-15,2.232,
2003-10-16,2.253,
2003-10-17,2.279,
2003-10-18,.,No value available
2003-10-19,.,No value available
2003-10-20,2.287,
2003-10-21,2.277,
2003-10-22,2.267,
2003-10-23,2.239,
2003-10-24,2.276,
2003-10-25,.,No value available
2003-10-26,.,No value available
2003-10-27,2.287,
2003-10-28,2.299,
2003-10-29,2.277,
2003-10-30,2.299,
2003-10-31,2.299,
2003-11-01,.,No value available
2003-11-02,.,No value available
2003-11-03,2.304,
2003-11-04,2.320,
2003-11-05,2.326,
2003-11-06,2.339,
2003-11-07,2.357,
2003-11-08,.,No value available
2003-11-09,.,No value available
2003-11-10,2.365,
2003-11-11,2.359,
2003-11-12,2.360,
2003-11-13,2.354,
2003-11-14,2.303,
2003-11-15,.,No value available
2003-11-16,.,No value available
2003-11-17,2.264,
2003-11-18,2.282,
2003-11-19,2.239,
2003-11-20,2.249,
2003-11-21,2.261,
2003-11-22,.,No value available
2003-11-23,.,No value available
2003-11-24,2.272,
2003-11-25,2.306,
2003-11-26,2.315,
2003-11-27,2.350,
2003-11-28,2.353,
2003-11-29,.,No value available
2003-11-30,.,No value available
2003-12-01,2.373,
2003-12-02,2.375,
2003-12-03,2.355,
2003-12-04,2.359,
2003-12-05,2.319,
2003-12-06,.,No value available
2003-12-07,.,No value available
2003-12-08,2.278,
2003-12-09,2.276,
2003-12-10,2.299,
2003-12-11,2.306,
2003-12-12,2.273,
2003-12-13,.,No value available
2003-12-14,.,No value available
2003-12-15,2.276,
2003-12-16,2.259,
2003-12-17,2.255,
2003-12-18,2.231,
2003-12-19,2.234,
2003-12-20,.,No value available
2003-12-21,.,No value available
2003-12-22,2.236,
2003-12-23,2.239,
2003-12-24,2.240,
2003-12-25,.,No value available
2003-12-26,.,No value available
2003-12-27,.,No value available
2003-12-28,.,No value available
2003-12-29,2.219,
2003-12-30,2.225,
2003-12-31,2.217,
2004-01-01,.,No value available
2004-01-02,2.196,
2004-01-03,.,No value available
2004-01-04,.,No value available
2004-01-05,2.215,
2004-01-06,2.203,
2004-01-07,2.193,
2004-01-08,2.184,
2004-01-09,2.165,
2004-01-10,.,No value available
2004-01-11,.,No value available
2004-01-12,2.124,
2004-01-13,2.139,
2004-01-14,2.141,
2004-01-15,2.149,
2004-01-16,2.139,
2004-01-17,.,No value available
2004-01-18,.,No value available
2004-01-19,2.147,
2004-01-20,2.139,
2004-01-21,2.116,
2004-01-22,2.119,
2004-01-23,2.110,
2004-01-24,.,No value available
2004-01-25,.,No value available
2004-01-26,2.117,
2004-01-27,2.140,
2004-01-28,2.127,
2004-01-29,2.171,
2004-01-30,2.195,
2004-01-31,.,No value available
2004-02-01,.,No value available
2004-02-02,2.187,
2004-02-03,2.161,
2004-02-04,2.148,
2004-02-05,2.149,
2004-02-06,2.155,
2004-02-07,.,No value available
2004-02-08,.,No value available
2004-02-09,2.119,
2004-02-10,2.111,
2004-02-11,2.139,
2004-02-12,2.108,
2004-02-13,2.103,
2004-02-14,.,No value available
2004-02-15,.,No value available
2004-02-16,2.099,
2004-02-17,2.092,
2004-02-18,2.073,
2004-02-19,2.100,
2004-02-20,2.109,
2004-02-21,.,No value available
2004-02-22,.,No value available
2004-02-23,2.130,
2004-02-24,2.107,
2004-02-25,2.094,
2004-02-26,2.063,
2004-02-27,2.052,
2004-02-28,.,No value available
2004-02-29,.,No value available
2004-03-01,2.052,
2004-03-02,2.074,
2004-03-03,2.101,
2004-03-04,2.096,
2004-03-05,2.110,
2004-03-06,.,No value available
2004-03-07,.,No value available
2004-03-08,2.052,
2004-03-09,2.059,
2004-03-10,2.061,
2004-03-11,2.069,
2004-03-12,2.055,
2004-03-13,.,No value available
2004-03-14,.,No value available
2004-03-15,2.050,
2004-03-16,2.052,
2004-03-17,2.049,
2004-03-18,2.017,
2004-03-19,2.009,
2004-03-20,.,No value available
2004-03-21,.,No value available
2004-03-22,1.997,
2004-03-23,1.996,
2004-03-24,1.994,
2004-03-25,1.938,
2004-03-26,1.922,
2004-03-27,.,No value available
2004-03-28,.,No value available
2004-03-29,1.926,
2004-03-30,1.939,
2004-03-31,1.946,
2004-04-01,1.946,
2004-04-02,2.035,
2004-04-03,.,No value available
2004-04-04,.,No value available
2004-04-05,2.105,
2004-04-06,2.083,
2004-04-07,2.066,
2004-04-08,2.072,
2004-04-09,.,No value available
2004-04-10,.,No value available
2004-04-11,.,No value available
2004-04-12,.,No value available
2004-04-13,2.091,
2004-04-14,2.106,
2004-04-15,2.110,
2004-04-16,2.110,
2004-04-17,.,No value available
2004-04-18,.,No value available
2004-04-19,2.098,
2004-04-20,2.119,
2004-04-21,2.139,
2004-04-22,2.132,
2004-04-23,2.112,
2004-04-24,.,No value available
2004-04-25,.,No value available
2004-04-26,2.156,
2004-04-27,2.147,
2004-04-28,2.148,
2004-04-29,2.174,
2004-04-30,2.165,
2004-05-01,.,No value available
2004-05-02,.,No value available
2004-05-03,2.162,
2004-05-04,2.157,
2004-05-05,2.146,
2004-05-06,2.154,
2004-05-07,2.191,
2004-05-08,.,No value available
2004-05-09,.,No value available
2004-05-10,2.224,
2004-05-11,2.227,
2004-05-12,2.216,
2004-05-13,2.239,
2004-05-14,2.250,
2004-05-15,.,No value available
2004-05-16,.,No value available
2004-05-17,2.207,
2004-05-18,2.217,
2004-05-19,2.225,
2004-05-20,2.230,
2004-05-21,2.217,
2004-05-22,.,No value available
2004-05-23,.,No value available
2004-05-24,2.246,
2004-05-25,2.230,
2004-05-26,2.231,
2004-05-27,2.213,
2004-05-28,2.202,
2004-05-29,.,No value available
2004-05-30,.,No value available
2004-05-31,2.219,
2004-06-01,2.237,
2004-06-02,2.240,
2004-06-03,2.261,
2004-06-04,2.261,
2004-06-05,.,No value available
2004-06-06,.,No value available
2004-06-07,2.262,
2004-06-08,2.252,
2004-06-09,2.251,
2004-06-10,2.281,
2004-06-11,2.312,
2004-06-12,.,No value available
2004-06-13,.,No value available
2004-06-14,2.337,
2004-06-15,2.340,
2004-06-16,2.285,
2004-06-17,2.329,
2004-06-18,2.318,
2004-06-19,.,No value available
2004-06-20,.,No value available
2004-06-21,2.321,
2004-06-22,2.314,
2004-06-23,2.316,
2004-06-24,2.296,
2004-06-25,2.277,
2004-06-26,.,No value available
2004-06-27,.,No value available
2004-06-28,2.276,
2004-06-29,2.302,
2004-06-30,2.295,
2004-07-01,2.268,
2004-07-02,2.252,
2004-07-03,.,No value available
2004-07-04,.,No value available
2004-07-05,2.234,
2004-07-06,2.233,
2004-07-07,2.238,
2004-07-08,2.231,
2004-07-09,2.231,
2004-07-10,.,No value available
2004-07-11,.,No value available
2004-07-12,2.234,
2004-07-13,2.248,
2004-07-14,2.248,
2004-07-15,2.255,
2004-07-16,2.255,
2004-07-17,.,No value available
2004-07-18,.,No value available
2004-07-19,2.236,
2004-07-20,2.232,
2004-07-21,2.265,
2004-07-22,2.278,
2004-07-23,2.275,
2004-07-24,.,No value available
2004-07-25,.,No value available
2004-07-26,2.275,
2004-07-27,2.290,
2004-07-28,2.300,
2004-07-29,2.295,
2004-07-30,2.276,
2004-07-31,.,No value available
2004-08-01,.,No value available
2004-08-02,2.253,
2004-08-03,2.263,
2004-08-04,2.250,
2004-08-05,2.249,
2004-08-06,2.234,
2004-08-07,.,No value available
2004-08-08,.,No value available
2004-08-09,2.199,
2004-08-10,2.209,
2004-08-11,2.219,
2004-08-12,2.219,
2004-08-13,2.204,
2004-08-14,.,No value available
2004-08-15,.,No value available
2004-08-16,2.200,
2004-08-17,2.208,
2004-08-18,2.202,
2004-08-19,2.213,
2004-08-20,2.200,
2004-08-21,.,No value available
2004-08-22,.,No value available
2004-08-23,2.211,
2004-08-24,2.232,
2004-08-25,2.225,
2004-08-26,2.225,
2004-08-27,2.217,
2004-08-28,.,No value available
2004-08-29,.,No value available
2004-08-30,2.224,
2004-08-31,2.219,
2004-09-01,2.205,
2004-09-02,2.214,
2004-09-03,2.261,
2004-09-04,.,No value available
2004-09-05,.,No value available
2004-09-06,2.297,
2004-09-07,2.289,
2004-09-08,2.313,
2004-09-09,2.294,
2004-09-10,2.287,
2004-09-11,.,No value available
2004-09-12,.,No value available
2004-09-13,2.302,
2004-09-14,2.298,
2004-09-15,2.289,
2004-09-16,2.304,
2004-09-17,2.288,
2004-09-18,.,No value available
2004-09-19,.,No value available
2004-09-20,2.293,
2004-09-21,2.295,
2004-09-22,2.294,
2004-09-23,2.282,
2004-09-24,2.291,
2004-09-25,.,No value available
2004-09-26,.,No value available
2004-09-27,2.290,
2004-09-28,2.284,
2004-09-29,2.292,
2004-09-30,2.302,
2004-10-01,2.288,
2004-10-02,.,No value available
2004-10-03,.,No value available
2004-10-04,2.292,
2004-10-05,2.295,
2004-10-06,2.292,
2004-10-07,2.298,
2004-10-08,2.273,
2004-10-09,.,No value available
2004-10-10,.,No value available
2004-10-11,2.252,
2004-10-12,2.243,
2004-10-13,2.246,
2004-10-14,2.237,
2004-10-15,2.235,
2004-10-16,.,No value available
2004-10-17,.,No value available
2004-10-18,2.220,
2004-10-19,2.226,
2004-10-20,2.215,
2004-10-21,2.216,
2004-10-22,2.225,
2004-10-23,.,No value available
2004-10-24,.,No value available
2004-10-25,2.215,
2004-10-26,2.216,
2004-10-27,2.226,
2004-10-28,2.250,
2004-10-29,2.249,
2004-10-30,.,No value available
2004-10-31,.,No value available
2004-11-01,2.245,
2004-11-02,2.255,
2004-11-03,2.270,
2004-11-04,2.259,
2004-11-05,2.263,
2004-11-06,.,No value available
2004-11-07,.,No value available
2004-11-08,2.312,
2004-11-09,2.310,
2004-11-10,2.301,
2004-11-11,2.287,
2004-11-12,2.257,
2004-11-13,.,No value available
2004-11-14,.,No value available
2004-11-15,2.253,
2004-11-16,2.270,
2004-11-17,2.276,
2004-11-18,2.270,
2004-11-19,2.286,
2004-11-20,.,No value available
2004-11-21,.,No value available
2004-11-22,2.282,
2004-11-23,2.282,
2004-11-24,2.270,
2004-11-25,2.249,
2004-11-26,2.245,
2004-11-27,.,No value available
2004-11-28,.,No value available
2004-11-29,2.245,
2004-11-30,2.250,
2004-12-01,2.231,
2004-12-02,2.223,
2004-12-03,2.269,
2004-12-04,.,No value available
2004-12-05,.,No value available
2004-12-06,2.220,
2004-12-07,2.212,
2004-12-08,2.217,
2004-12-09,2.216,
2004-12-10,2.225,
2004-12-11,.,No value available
2004-12-12,.,No value available
2004-12-13,2.223,
2004-12-14,2.222,
2004-12-15,2.226,
2004-12-16,2.228,
2004-12-17,2.258,
2004-12-18,.,No value available
2004-12-19,.,No value available
2004-12-20,2.263,
2004-12-21,2.265,
2004-12-22,2.284,
2004-12-23,2.279,
2004-12-24,2.272,
2004-12-25,.,No value available
2004-12-26,.,No value available
2004-12-27,2.272,
2004-12-28,2.276,
2004-12-29,2.301,
2004-12-30,2.289,
2004-12-31,2.281,
2005-01-01,.,No value available
2005-01-02,.,No value available
2005-01-03,2.273,
2005-01-04,2.277,
2005-01-05,2.278,
2005-01-06,2.274,
2005-01-07,2.246,
2005-01-08,.,No value available
2005-01-09,.,No value available
2005-01-10,2.254,
2005-01-11,2.245,
2005-01-12,2.257,
2005-01-13,2.260,
2005-01-14,2.235,
2005-01-15,.,No value available
2005-01-16,.,No value available
2005-01-17,2.227,
2005-01-18,2.235,
2005-01-19,2.229,
2005-01-20,2.235,
2005-01-21,2.242,
2005-01-22,.,No value available
2005-01-23,.,No value available
2005-01-24,2.229,
2005-01-25,2.227,
2005-01-26,2.227,
2005-01-27,2.244,
2005-01-28,2.239,
2005-01-29,.,No value available
2005-01-30,.,No value available
2005-01-31,2.228,
2005-02-01,2.231,
2005-02-02,2.226,
2005-02-03,2.247,
2005-02-04,2.246,
2005-02-05,.,No value available
2005-02-06,.,No value available
2005-02-07,2.237,
2005-02-08,2.246,
2005-02-09,2.233,
2005-02-10,2.222,
2005-02-11,2.220,
2005-02-12,.,No value available
2005-02-13,.,No value available
2005-02-14,2.226,
2005-02-15,2.231,
2005-02-16,2.233,
2005-02-17,2.244,
2005-02-18,2.236,
2005-02-19,.,No value available
2005-02-20,.,No value available
2005-02-21,2.254,
2005-02-22,2.247,
2005-02-23,2.254,
2005-02-24,2.256,
2005-02-25,2.264,
2005-02-26,.,No value available
2005-02-27,.,No value available
2005-02-28,2.257,
2005-03-01,2.264,
2005-03-02,2.257,
2005-03-03,2.254,
2005-03-04,2.246,
2005-03-05,.,No value available
2005-03-06,.,No value available
2005-03-07,2.226,
2005-03-08,2.220,
2005-03-09,2.217,
2005-03-10,2.233,
2005-03-11,2.233,
