"",BBK01.TVD404,BBK01.TVD404_FLAGS
1991-05,-2770,
1991-06,13394,
1991-07,-6293,
1991-08,-9528,
1991-09,6271,
1991-10,1704,
1991-11,22741,
1991-12,6041,
1992-01,-18809,
1992-02,-2078,
1992-03,5052,
1992-04,-12082,
1992-05,3009,
1992-06,10805,
1992-07,-10360,
1992-08,15738,
1992-09,31399,
1992-10,-7498,
1992-11,33743,
1992-12,-14895,
1993-01,-12393,
1993-02,6811,
1993-03,5936,
1993-04,-4044,
1993-05,1580,
1993-06,10380,
1993-07,-3118,
1993-08,14657,
1993-09,-2866,
1993-10,7473,
1993-11,36270,
1993-12,208,
1994-01,6191,
1994-02,2513,
1994-03,-12166,
1994-04,6733,
1994-05,8674,
1994-06,-3012,
1994-07,2590,
1994-08,1109,
1994-09,-3463,
1994-10,15978,
1994-11,14389,
1994-12,9863,
1995-01,-20808,
1995-02,11694,
1995-03,-9965,
1995-04,10656,
1995-05,7809,
1995-06,-9970,
1995-07,-10729,
1995-08,9713,
1995-09,17317,
1995-10,14277,
1995-11,47917,
1995-12,18659,
1996-01,896,
1996-02,17072,
1996-03,6444,
1996-04,5247,
1996-05,-2644,
1996-06,17448,
1996-07,2044,
1996-08,14495,
1996-09,20578,
1996-10,14992,
1996-11,43749,
1996-12,3912,
1997-01,-12272,
1997-02,21359,
1997-03,15089,
1997-04,5893,
1997-05,20373,
1997-06,23752,
1997-07,1959,
1997-08,10646,
1997-09,-327,
1997-10,26796,
1997-11,31877,
1997-12,-1781,
1998-01,6316,
1998-02,13533,
1998-03,-301,
1998-04,10596,
1998-05,30729,
1998-06,22403,
1998-07,285,
1998-08,40052,
1998-09,-2056,
1998-10,40027,
1998-11,30404,
1998-12,-9488,
1999-01,20665,
1999-02,-22232,
1999-03,-903,
1999-04,24254,
1999-05,9733,
1999-06,7708,
1999-07,10404,
1999-08,29954,
1999-09,28915,
1999-10,19159,
1999-11,19885,
1999-12,-9759,
2000-01,-9705,
2000-02,-12712,
2000-03,27765,
2000-04,7324,
2000-05,30435,
2000-06,-11528,
2000-07,-9308,
2000-08,10092,
2000-09,-9541,
2000-10,24108,
2000-11,31484,
2000-12,11954,
2001-01,-28923,
2001-02,33446,
2001-03,20075,
2001-04,15,
2001-05,4065,
2001-06,-3003,
2001-07,-4073,
2001-08,4955,
2001-09,25864,
2001-10,-9192,
2001-11,9648,
2001-12,-3553,
2002-01,-47252,
2002-02,-3011,
2002-03,19141,
2002-04,-7071,
2002-05,14103,
2002-06,11351,
2002-07,-28037,
2002-08,15288,
2002-09,-1531,
2002-10,-3915,
2002-11,39736,
2002-12,1958,
2003-01,-29799,
2003-02,3172,
2003-03,-3961,
2003-04,-16363,
2003-05,26294,
2003-06,-9536,
2003-07,-20358,
2003-08,-8834,
2003-09,-6657,
2003-10,4029,
2003-11,27238,
2003-12,-9244,
2004-01,-18524,
2004-02,9129,
2004-03,2296,
2004-04,23721,
2004-05,22073,
2004-06,-25304,
2004-07,18781,
2004-08,-5336,
2004-09,937,
2004-10,365,
2004-11,12881,
2004-12,-17046,
2005-01,-2018,
2005-02,3909,
2005-03,4552,
2005-04,56659,
2005-05,-7181,
2005-06,-20184,
2005-07,10128,
2005-08,-10382,
2005-09,-17523,
2005-10,-15446,
2005-11,5464,
2005-12,2406,
2006-01,-21781,
2006-02,6272,
2006-03,-8363,
2006-04,32517,
2006-05,19926,
2006-06,-49192,
2006-07,-5010,
2006-08,466,
2006-09,8850,
2006-10,-5808,
2006-11,15948,
2006-12,6667,
2007-01,-6207,
2007-02,7106,
2007-03,32484,
2007-04,-13970,
2007-05,7214,
2007-06,-18848,
2007-07,-14735,
2007-08,26840,
2007-09,22563,
2007-10,15236,
2007-11,21056,
2007-12,56760,
2008-01,-63915,
2008-02,8521,
2008-03,13476,
2008-04,7751,
2008-05,20456,
2008-06,15010,
2008-07,-5610,
2008-08,29641,
2008-09,56145,
2008-10,34105,
2008-11,43238,
2008-12,5522,
2009-01,-23123,
2009-02,-25159,
2009-03,-22407,
2009-04,-21923,
2009-05,-19435,
2009-06,74418,
2009-07,-52727,
2009-08,-3545,
2009-09,-23031,
2009-10,-37556,
2009-11,2924,
2009-12,-14879,
2010-01,-8095,
2010-02,24011,
2010-03,2587,
2010-04,11006,
2010-05,50432,
2010-06,657,
2010-07,-116006,
2010-08,13562,
2010-09,-8736,
2010-10,-19699,
2010-11,22094,
2010-12,12551,
2011-01,-37214,
2011-02,3182,
2011-03,-10830,
2011-04,-31731,
2011-05,-1865,
2011-06,-13954,
2011-07,-9479,
2011-08,69871,
2011-09,78868,
2011-10,1082,
2011-11,44328,
2011-12,-33606,
2012-01,78373,
2012-02,60376,
2012-03,55813,
2012-04,15114,
2012-05,7409,
2012-06,-18590,
2012-07,-42037,
2012-08,17169,
2012-09,-67352,
2012-10,-31817,
2012-11,-12311,
2012-12,-90526,
2013-01,-27566,
2013-02,-26403,
2013-03,-29156,
2013-04,-11221,
2013-05,-22827,
2013-06,-16050,
2013-07,-25647,
2013-08,5693,
2013-09,-10099,
2013-10,-39415,
2013-11,11047,
2013-12,-57569,
2014-01,-2111,
2014-02,1003,
2014-03,-28480,
2014-04,-8597,
2014-05,15220,
2014-06,-36722,
2014-07,-15368,
2014-08,15250,
2014-09,-5025,
2014-10,-13857,
2014-11,-15996,
2014-12,-22066,
2015-01,41132,
