"",BBK01.TVD404,BBK01.TVD404_FLAGS
"",Lending to banks (MFIS) in the euro area / in the home country / total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:41,
1980-01,0,
1980-02,-3862,
1980-03,972,
1980-04,-2612,
1980-05,4827,
1980-06,4222,
1980-07,1645,
1980-08,370,
1980-09,3308,
1980-10,1565,
1980-11,16671,
1980-12,4507,
1981-01,-11038,
1981-02,-7177,
1981-03,5109,
1981-04,-4243,
1981-05,8114,
1981-06,1266,
1981-07,-1140,
1981-08,6410,
1981-09,-1193,
1981-10,-1474,
1981-11,19138,
1981-12,2505,
1982-01,-10763,
1982-02,3031,
1982-03,7655,
1982-04,-5231,
1982-05,4599,
1982-06,1303,
1982-07,-3916,
1982-08,6475,
1982-09,6108,
1982-10,761,
1982-11,15920,
1982-12,1581,
1983-01,-5351,
1983-02,-1273,
1983-03,-2735,
1983-04,2977,
1983-05,13493,
1983-06,2021,
1983-07,-2488,
1983-08,783,
1983-09,-3448,
1983-10,8660,
1983-11,7050,
1983-12,2969,
1984-01,-11747,
1984-02,2090,
1984-03,-4520,
1984-04,-3448,
1984-05,-589,
1984-06,3835,
1984-07,5648,
1984-08,6337,
1984-09,4762,
1984-10,5379,
1984-11,15187,
1984-12,7920,
1985-01,-21243,
1985-02,5305,
1985-03,-6490,
1985-04,-4203,
1985-05,3129,
1985-06,9266,
1985-07,1124,
1985-08,397,
1985-09,7267,
1985-10,4367,
1985-11,12851,
1985-12,13567,
1986-01,-14809,
1986-02,-1953,
1986-03,6437,
1986-04,1097,
1986-05,-1904,
1986-06,9324,
1986-07,-3897,
1986-08,9241,
1986-09,423,
1986-10,4299,
1986-11,23866,
1986-12,3546,
1987-01,-10945,
1987-02,1575,
1987-03,8205,
1987-04,-8394,
1987-05,13727,
1987-06,342,
1987-07,-4448,
1987-08,12762,
1987-09,-316,
1987-10,6200,
1987-11,21650,
1987-12,2980,
1988-01,-11133,
1988-02,8779,
1988-03,-14061,
1988-04,759,
1988-05,7069,
1988-06,-745,
1988-07,2413,
1988-08,10466,
1988-09,955,
1988-10,16898,
1988-11,12630,
1988-12,-3319,
1989-01,-17184,
1989-02,1527,
1989-03,-2192,
1989-04,6445,
1989-05,-1122,
1989-06,2138,
1989-07,8352,
1989-08,-8168,
1989-09,2600,
1989-10,12699,
1989-11,19398,
1989-12,4871,
1990-01,-10987,
1990-02,10517,
1990-03,-8759,
1990-04,-4526,
1990-05,5130,
1990-06,2098,
1990-07,12013,
1990-08,12509,
1990-09,6085,
1990-10,18410,
1990-11,10256,
1990-12,3016,
1991-01,-23867,
1991-02,-2177,
1991-03,-10301,
1991-04,6399,
