"",BBK01.OUP230,BBK01.OUP230_FLAGS
"",Time deposits of domestic government / for more than two years / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:22:42,
1999-01,0.390,
1999-02,0.401,
1999-03,0.408,
1999-04,0.407,
1999-05,0.406,
1999-06,0.401,
1999-07,0.405,
1999-08,0.422,
1999-09,0.415,
1999-10,0.410,
1999-11,0.407,
1999-12,0.398,
2000-01,0.400,
2000-02,0.382,
2000-03,0.377,
2000-04,0.537,
2000-05,0.540,
2000-06,0.551,
2000-07,0.549,
2000-08,0.556,
2000-09,0.551,
2000-10,0.545,
2000-11,0.551,
2000-12,0.578,
2001-01,0.595,
2001-02,0.590,
2001-03,0.558,
2001-04,0.549,
2001-05,0.552,
2001-06,0.558,
2001-07,0.554,
2001-08,0.560,
2001-09,0.571,
2001-10,0.547,
2001-11,0.556,
2001-12,0.556,
2002-01,0.547,
2002-02,0.527,
2002-03,0.523,
2002-04,0.525,
2002-05,0.573,
2002-06,0.504,
2002-07,0.500,
2002-08,0.491,
2002-09,0.492,
2002-10,0.440,
2002-11,0.403,
2002-12,0.414,
2003-01,0.416,
2003-02,0.417,
2003-03,0.427,
2003-04,0.441,
2003-05,0.445,
2003-06,0.424,
2003-07,0.448,
2003-08,0.449,
2003-09,0.478,
2003-10,0.486,
2003-11,0.493,
2003-12,0.488,
2004-01,0.479,
2004-02,0.514,
2004-03,0.503,
2004-04,0.382,
2004-05,0.374,
2004-06,0.387,
2004-07,0.381,
2004-08,0.369,
2004-09,0.372,
2004-10,0.394,
2004-11,0.400,
2004-12,0.395,
2005-01,0.403,
2005-02,0.384,
2005-03,0.379,
2005-04,0.383,
2005-05,0.377,
2005-06,0.495,
2005-07,0.526,
2005-08,0.464,
2005-09,0.454,
2005-10,0.484,
2005-11,0.478,
2005-12,0.881,
2006-01,0.847,
2006-02,0.798,
2006-03,1.040,
2006-04,1.062,
2006-05,1.089,
2006-06,1.101,
2006-07,1.053,
2006-08,1.055,
2006-09,1.083,
2006-10,1.083,
2006-11,1.114,
2006-12,1.072,
2007-01,1.066,
2007-02,1.032,
2007-03,0.927,
2007-04,0.930,
2007-05,0.934,
2007-06,1.010,
2007-07,0.960,
2007-08,0.964,
2007-09,1.202,
2007-10,1.200,
2007-11,1.182,
2007-12,1.424,
2008-01,1.592,
2008-02,1.590,
2008-03,1.365,
2008-04,1.425,
2008-05,1.440,
2008-06,1.427,
2008-07,1.453,
2008-08,1.456,
2008-09,1.433,
2008-10,1.633,
2008-11,2.002,
2008-12,2.037,
2009-01,2.058,
2009-02,2.083,
2009-03,2.300,
2009-04,2.532,
2009-05,2.375,
2009-06,2.374,
2009-07,2.407,
2009-08,2.453,
2009-09,2.469,
2009-10,2.439,
2009-11,2.465,
2009-12,2.412,
2010-01,2.391,
2010-02,2.417,
2010-03,2.410,
2010-04,2.400,
2010-05,2.249,
2010-06,2.059,
2010-07,2.110,
2010-08,2.222,
2010-09,2.287,
2010-10,2.309,
2010-11,2.365,
2010-12,2.378,
2011-01,2.386,
2011-02,2.445,
2011-03,2.443,
2011-04,2.488,
2011-05,2.525,
2011-06,2.545,
2011-07,2.548,
2011-08,2.527,
2011-09,2.524,
2011-10,2.579,
2011-11,2.619,
2011-12,2.651,
2012-01,2.793,
2012-02,2.833,
2012-03,2.801,
2012-04,2.484,
2012-05,2.581,
2012-06,2.606,
2012-07,2.839,
2012-08,2.889,
2012-09,2.924,
2012-10,3.024,
2012-11,3.153,
2012-12,3.190,
2013-01,3.156,
2013-02,3.153,
2013-03,3.136,
2013-04,3.035,
2013-05,3.029,
2013-06,2.999,
2013-07,3.063,
2013-08,3.113,
2013-09,3.142,
2013-10,3.164,
2013-11,3.200,
2013-12,3.143,
2014-01,3.182,
2014-02,3.134,
2014-03,3.121,
2014-04,3.123,
2014-05,3.116,
2014-06,3.200,
2014-07,3.188,
2014-08,3.226,
2014-09,3.128,
2014-10,3.133,
2014-11,2.945,
2014-12,3.045,Provisional value
