"",BBK01.TSD306,BBK01.TSD306_FLAGS
"",Deposits / Redeemable at notice of up to 3 months / German contribution / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:05,
1999-01,496.9,
1999-02,499.4,
1999-03,499.9,
1999-04,502.8,
1999-05,506.7,
1999-06,508.4,
1999-07,509.6,
1999-08,509.7,
1999-09,509.0,
1999-10,507.6,
1999-11,505.4,
1999-12,501.7,
2000-01,497.2,
2000-02,492.7,
2000-03,487.9,
2000-04,483.5,
2000-05,478.8,
2000-06,473.5,
2000-07,468.3,
2000-08,464.1,
2000-09,459.8,
2000-10,455.9,
2000-11,450.9,
2000-12,447.9,
2001-01,444.7,
2001-02,442.6,
2001-03,442.7,
2001-04,443.2,
2001-05,443.7,
2001-06,445.0,
2001-07,445.5,
2001-08,446.2,
2001-09,447.7,
2001-10,451.3,
2001-11,454.2,
2001-12,460.0,
2002-01,462.9,
2002-02,462.6,
2002-03,463.8,
2002-04,458.3,
2002-05,459.4,
2002-06,459.7,
2002-07,459.9,
2002-08,460.4,
2002-09,461.8,
2002-10,464.7,
2002-11,468.3,
2002-12,473.7,
2003-01,478.2,
2003-02,480.7,
2003-03,483.1,
2003-04,484.5,
2003-05,486.2,
2003-06,488.5,
2003-07,490.9,
2003-08,494.4,
2003-09,495.7,
2003-10,497.6,
2003-11,499.5,
2003-12,501.0,
2004-01,502.9,
2004-02,503.5,
2004-03,504.2,
2004-04,505.6,
2004-05,506.8,
2004-06,507.9,
2004-07,508.8,
2004-08,510.4,
2004-09,510.9,
2004-10,512.4,
2004-11,513.7,
2004-12,515.2,
2005-01,516.6,
2005-02,516.4,
2005-03,516.6,
2005-04,517.2,
2005-05,517.9,
2005-06,518.0,
2005-07,518.5,
2005-08,518.9,
2005-09,519.4,
2005-10,519.3,
2005-11,519.4,
2005-12,518.4,
2006-01,517.4,
2006-02,516.4,
2006-03,514.7,
2006-04,513.5,
2006-05,511.1,
2006-06,509.7,
2006-07,506.2,
2006-08,502.9,
2006-09,499.5,
2006-10,495.6,
2006-11,490.9,
2006-12,486.9,
2007-01,480.9,
2007-02,476.3,
2007-03,473.4,
2007-04,470.0,
2007-05,466.7,
2007-06,463.7,
2007-07,458.4,
2007-08,455.7,
2007-09,452.6,
2007-10,448.5,
2007-11,445.8,
2007-12,445.9,
2008-01,440.9,
2008-02,438.0,
2008-03,436.8,
2008-04,434.8,
2008-05,433.6,
2008-06,432.7,
2008-07,428.0,
2008-08,426.0,
2008-09,423.2,
2008-10,422.4,
2008-11,422.5,
2008-12,424.9,
2009-01,428.3,
2009-02,432.5,
2009-03,435.8,
2009-04,439.1,
2009-05,442.5,
2009-06,447.5,
2009-07,452.4,
2009-08,458.1,
2009-09,461.8,
2009-10,466.5,
2009-11,470.6,
2009-12,474.7,
2010-01,478.8,
2010-02,483.3,
2010-03,485.8,
2010-04,489.0,
2010-05,492.2,
2010-06,494.2,
2010-07,498.3,
2010-08,501.1,
2010-09,504.4,
2010-10,507.5,
2010-11,510.5,
2010-12,512.8,
2011-01,514.8,
2011-02,515.3,
2011-03,517.0,
2011-04,518.0,
2011-05,517.1,
2011-06,516.5,
2011-07,515.8,
2011-08,515.2,
2011-09,514.8,
2011-10,514.9,
2011-11,516.2,
2011-12,515.8,
2012-01,517.4,
2012-02,518.8,
2012-03,520.0,
2012-04,520.4,
2012-05,521.8,
2012-06,523.1,
2012-07,524.5,
2012-08,525.9,
2012-09,526.8,
2012-10,527.3,
2012-11,528.6,
2012-12,529.1,
2013-01,529.5,
2013-02,529.5,
2013-03,528.9,
2013-04,530.0,
2013-05,531.7,
2013-06,532.6,
2013-07,532.8,
2013-08,533.3,
2013-09,533.4,
2013-10,533.8,
2013-11,534.5,
2013-12,533.0,
2014-01,532.0,
2014-02,531.2,
2014-03,530.7,
2014-04,530.7,
2014-05,531.4,
2014-06,532.0,
2014-07,532.0,
2014-08,532.7,
2014-09,533.1,
2014-10,533.2,
2014-11,533.6,
2014-12,531.9,Provisional value
2015-01,529.3,
