"",BBK01.OEAH15O,BBK01.OEAH15O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:53,
2002-01,21.701,
2002-04,21.614,
2002-07,22.100,
2002-10,20.812,
2003-01,18.773,
2003-04,19.911,
2003-07,20.076,
2003-10,19.633,
2004-01,18.290,
2004-04,17.743,
2004-07,18.029,
2004-10,18.954,
2005-01,89.707,
2005-04,90.189,
2005-07,90.625,
2005-10,92.115,
2006-01,92.499,
2006-04,93.232,
2006-07,94.040,
2006-10,96.139,
2007-01,94.595,
2007-04,96.440,
2007-07,97.325,
2007-10,99.273,
2008-01,99.741,
2008-04,100.077,
2008-07,95.507,
2008-10,98.117,
2009-01,99.456,
2009-04,100.204,
2009-07,101.786,
2009-10,104.561,
2010-01,104.153,
2010-04,105.397,
2010-07,108.007,
2010-10,108.404,
2011-01,107.672,
2011-04,108.995,
2011-07,109.181,
2011-10,110.083,
2012-01,109.246,
2012-04,109.166,
2012-07,110.892,
2012-10,113.330,
2013-01,110.206,
2013-04,109.800,
2013-07,109.433,
2013-10,112.081,
2014-01,110.316,
2014-04,110.550,
2014-07,112.240,
