"",BBK01.OUK192,BBK01.OUK192_FLAGS
"",Time deposits of domestic non-banks (non-MFIs) / for up and including 1 year / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:17:08,
1968-12,0.227,
1969-01,0.245,
1969-02,0.268,
1969-03,0.253,
1969-04,0.259,
1969-05,0.268,
1969-06,0.279,
1969-07,0.287,
1969-08,0.286,
1969-09,0.317,
1969-10,0.288,
1969-11,0.236,
1969-12,0.321,
1970-01,0.443,
1970-02,0.404,
1970-03,0.375,
1970-04,0.377,
1970-05,0.396,
1970-06,0.367,
1970-07,0.378,
1970-08,0.372,
1970-09,0.397,
1970-10,0.355,
1970-11,0.266,
1970-12,0.348,
1971-01,0.506,
1971-02,0.479,
1971-03,0.452,
1971-04,0.443,
1971-05,0.436,
1971-06,0.414,
1971-07,0.352,
1971-08,0.352,
1971-09,0.371,
1971-10,0.346,
1971-11,0.285,
1971-12,0.248,
1972-01,0.325,
1972-02,0.270,
1972-03,0.239,
1972-04,0.246,
1972-05,0.290,
1972-06,0.285,
1972-07,0.241,
1972-08,0.242,
1972-09,0.298,
1972-10,0.308,
1972-11,0.274,
1972-12,0.458,
1973-01,0.726,
1973-02,0.670,
1973-03,0.620,
1973-04,0.591,
1973-05,0.649,
1973-06,0.558,
1973-07,0.490,
1973-08,0.404,
1973-09,0.416,
1973-10,0.397,
1973-11,0.328,
1973-12,0.438,
1974-01,0.693,
1974-02,0.645,
1974-03,0.630,
1974-04,0.601,
1974-05,0.667,
1974-06,0.550,
1974-07,0.474,
1974-08,0.477,
1974-09,0.593,
1974-10,0.550,
1974-11,0.369,
1974-12,0.664,
1975-01,0.826,
1975-02,0.815,
1975-03,0.657,
1975-04,0.845,
1975-05,0.696,
1975-06,0.643,
1975-07,0.656,
1975-08,0.593,
1975-09,0.629,
1975-10,0.557,
1975-11,0.573,
1975-12,0.705,
1976-01,0.979,
1976-02,0.948,
1976-03,0.911,
1976-04,1.051,
1976-05,0.929,
1976-06,0.937,
1976-07,0.924,
1976-08,0.901,
1976-09,0.837,
1976-10,0.886,
1976-11,0.857,
1976-12,0.863,
1977-01,1.071,
1977-02,1.164,
1977-03,1.150,
1977-04,1.220,
1977-05,1.188,
1977-06,1.199,
1977-07,1.153,
1977-08,1.140,
1977-09,1.015,
1977-10,0.978,
1977-11,0.827,
1977-12,0.962,
1978-01,1.236,
1978-02,1.196,
1978-03,1.070,
1978-04,1.048,
1978-05,0.910,
1978-06,0.923,
1978-07,1.026,
1978-08,1.072,
1978-09,1.080,
1978-10,1.321,
1978-11,1.266,
1978-12,1.205,
1979-01,1.413,
1979-02,1.300,
1979-03,1.173,
1979-04,1.106,
1979-05,1.179,
1979-06,1.145,
1979-07,1.177,
1979-08,1.029,
1979-09,0.894,
1979-10,1.006,
1979-11,0.889,
1979-12,0.805,
1980-01,1.067,
1980-02,1.131,
1980-03,1.129,
1980-04,1.141,
1980-05,0.998,
1980-06,0.961,
1980-07,1.133,
1980-08,1.179,
1980-09,0.918,
1980-10,0.977,
1980-11,0.784,
1980-12,0.778,
1981-01,1.010,
1981-02,0.917,
1981-03,0.855,
1981-04,0.990,
1981-05,1.095,
1981-06,1.124,
1981-07,1.192,
1981-08,1.204,
1981-09,1.117,
1981-10,1.090,
1981-11,0.843,
1981-12,0.746,
1982-01,0.823,
1982-02,0.988,
1982-03,0.980,
1982-04,0.926,
1982-05,0.931,
1982-06,1.029,
1982-07,1.214,
1982-08,1.163,
1982-09,1.054,
1982-10,1.094,
1982-11,0.821,
1982-12,0.896,
1983-01,0.985,
1983-02,1.042,
1983-03,1.248,
1983-04,1.171,
1983-05,1.162,
1983-06,1.131,
1983-07,1.289,
1983-08,1.259,
1983-09,1.078,
1983-10,1.153,
1983-11,1.032,
1983-12,1.042,
1984-01,0.910,
1984-02,0.984,
1984-03,1.034,
1984-04,0.999,
1984-05,1.076,
1984-06,1.048,
1984-07,1.201,
1984-08,1.295,
1984-09,1.285,
1984-10,1.253,
1984-11,1.092,
1984-12,1.144,
1985-01,1.202,
1985-02,1.139,
1985-03,1.006,
1985-04,1.007,
1985-05,0.998,
1985-06,0.961,
1985-07,0.982,
1985-08,1.081,
1985-09,0.894,
1985-10,1.031,
1985-11,0.925,
1985-12,0.945,
1986-01,1.080,
1986-02,1.066,
1986-03,1.008,
1986-04,1.024,
1986-05,1.212,
1986-06,1.282,
1986-07,1.399,
1986-08,1.480,
1986-09,1.433,
1986-10,1.491,
1986-11,1.402,
1986-12,1.102,
1987-01,1.298,
1987-02,1.181,
1987-03,1.098,
1987-04,1.167,
1987-05,1.261,
1987-06,1.199,
1987-07,1.306,
1987-08,1.428,
1987-09,1.250,
1987-10,1.235,
1987-11,1.133,
1987-12,1.160,
1988-01,1.398,
1988-02,1.281,
1988-03,1.034,
1988-04,1.191,
1988-05,1.101,
1988-06,1.191,
1988-07,1.210,
1988-08,1.236,
1988-09,1.039,
1988-10,1.092,
1988-11,1.008,
1988-12,0.940,
1989-01,1.081,
1989-02,1.102,
1989-03,1.088,
1989-04,1.171,
1989-05,1.186,
1989-06,0.950,
1989-07,1.047,
1989-08,0.960,
1989-09,0.969,
1989-10,0.772,
1989-11,0.777,
1989-12,0.760,
1990-01,0.924,
1990-02,0.796,
1990-03,0.838,
1990-04,0.832,
1990-05,0.872,
1990-06,0.800,
1990-07,1.040,
1990-08,1.160,
1990-09,1.184,
1990-10,1.269,
1990-11,0.851,
1990-12,1.406,
1991-01,1.681,
1991-02,1.403,
1991-03,1.587,
1991-04,1.325,
1991-05,1.358,
1991-06,1.387,
1991-07,1.282,
1991-08,1.170,
1991-09,0.900,
1991-10,1.013,
1991-11,0.908,
1991-12,1.000,
1992-01,1.213,
1992-02,1.094,
1992-03,1.169,
1992-04,0.921,
1992-05,0.925,
1992-06,0.867,
1992-07,0.895,
1992-08,0.894,
1992-09,0.977,
1992-10,0.857,
1992-11,0.769,
1992-12,0.753,
1993-01,0.822,
1993-02,1.076,
1993-03,1.006,
1993-04,1.069,
1993-05,0.954,
1993-06,0.854,
1993-07,0.971,
1993-08,1.002,
1993-09,0.919,
1993-10,0.894,
1993-11,0.922,
1993-12,1.265,
1994-01,1.285,
1994-02,1.331,
1994-03,1.185,
1994-04,1.221,
1994-05,1.143,
1994-06,1.300,
1994-07,1.243,
1994-08,1.332,
1994-09,1.362,
1994-10,1.249,
1994-11,1.136,
1994-12,1.264,
1995-01,1.304,
1995-02,1.110,
1995-03,1.269,
1995-04,1.162,
1995-05,1.073,
1995-06,1.021,
1995-07,0.999,
1995-08,0.937,
1995-09,0.917,
1995-10,0.754,
1995-11,0.778,
1995-12,1.088,
1996-01,1.339,
1996-02,1.472,
1996-03,1.277,
1996-04,1.357,
1996-05,1.375,
1996-06,1.476,
1996-07,1.900,
1996-08,1.810,
1996-09,1.750,
1996-10,1.719,
1996-11,1.712,
1996-12,1.700,
1997-01,1.655,
1997-02,2.118,
1997-03,2.102,
1997-04,2.203,
1997-05,2.205,
1997-06,2.095,
1997-07,2.036,
1997-08,1.997,
1997-09,2.434,
1997-10,2.311,
1997-11,2.318,
1997-12,2.338,
1998-01,2.668,
1998-02,2.665,
1998-03,2.579,
1998-04,2.556,
1998-05,2.520,
1998-06,2.511,
1998-07,2.403,
1998-08,2.272,
1998-09,1.871,
1998-10,1.577,
1998-11,1.318,
1998-12,1.214,
1999-01,1.785,
1999-02,2.236,
1999-03,2.447,
1999-04,2.488,
1999-05,2.842,
1999-06,2.855,
1999-07,3.178,
1999-08,3.149,
1999-09,3.198,
1999-10,3.760,
1999-11,3.824,
1999-12,4.502,
2000-01,3.308,
2000-02,3.354,
2000-03,3.634,
2000-04,3.600,
2000-05,3.452,
2000-06,5.127,
2000-07,5.124,
2000-08,4.857,
2000-09,6.196,
2000-10,9.075,
2000-11,5.341,
2000-12,5.201,
2001-01,5.985,
2001-02,6.088,
2001-03,6.435,
2001-04,6.353,
2001-05,6.629,
2001-06,10.446,
2001-07,10.334,
2001-08,10.458,
2001-09,10.656,
2001-10,10.964,
2001-11,10.825,
2001-12,4.703,
2002-01,3.637,
2002-02,3.657,
2002-03,4.057,
2002-04,4.382,
2002-05,4.079,
2002-06,4.111,
2002-07,3.501,
2002-08,3.182,
2002-09,3.117,
2002-10,3.003,
2002-11,3.345,
2002-12,4.153,
2003-01,3.605,
2003-02,3.599,
2003-03,3.499,
2003-04,3.504,
2003-05,5.640,
2003-06,4.519,
2003-07,4.607,
2003-08,6.325,
2003-09,5.493,
2003-10,3.976,
2003-11,4.325,
2003-12,5.194,
2004-01,4.162,
2004-02,3.859,
2004-03,4.085,
2004-04,4.270,
2004-05,4.687,
2004-06,4.382,
2004-07,4.587,
2004-08,4.414,
2004-09,4.798,
2004-10,4.151,
2004-11,5.110,
2004-12,6.633,
2005-01,4.383,
2005-02,4.316,
2005-03,5.849,
2005-04,4.252,
2005-05,4.122,
2005-06,4.695,
2005-07,5.944,
2005-08,5.167,
2005-09,6.108,
2005-10,3.903,
2005-11,3.329,
2005-12,4.219,
2006-01,4.623,
2006-02,4.675,
2006-03,3.970,
2006-04,6.027,
2006-05,5.796,
2006-06,7.317,
2006-07,7.487,
2006-08,6.420,
2006-09,7.969,
2006-10,6.992,
2006-11,7.449,
2006-12,7.703,
2007-01,7.591,
2007-02,9.825,
2007-03,10.355,
2007-04,9.650,
2007-05,7.758,
2007-06,8.209,
2007-07,7.316,
2007-08,7.925,
2007-09,7.431,
2007-10,9.270,
2007-11,8.393,
2007-12,8.191,
2008-01,9.512,
2008-02,8.670,
2008-03,9.035,
2008-04,9.451,
2008-05,9.627,
2008-06,9.546,
2008-07,10.824,
2008-08,11.038,
2008-09,11.137,
2008-10,11.749,
2008-11,11.787,
2008-12,11.674,
2009-01,8.795,
2009-02,8.411,
2009-03,9.363,
2009-04,10.299,
2009-05,10.769,
2009-06,10.380,
2009-07,7.599,
2009-08,6.547,
2009-09,6.486,
2009-10,6.112,
2009-11,5.502,
2009-12,6.073,
2010-01,6.786,
2010-02,6.064,
2010-03,6.874,
2010-04,7.082,
2010-05,6.818,
2010-06,8.992,
2010-07,7.542,
2010-08,7.054,
2010-09,7.453,
2010-10,7.588,
2010-11,7.322,
2010-12,7.593,
2011-01,8.117,
2011-02,8.827,
2011-03,8.978,
2011-04,8.194,
2011-05,9.492,
2011-06,8.258,
2011-07,10.557,
2011-08,11.667,
2011-09,12.543,
2011-10,13.674,
2011-11,12.524,
2011-12,9.619,
2012-01,8.980,
2012-02,8.342,
2012-03,10.298,
2012-04,9.344,
2012-05,8.806,
2012-06,10.009,
2012-07,9.858,
2012-08,10.905,
2012-09,10.083,
2012-10,11.583,
2012-11,8.975,
2012-12,9.106,
2013-01,8.925,
2013-02,9.721,
2013-03,10.500,
2013-04,9.649,
2013-05,9.523,
2013-06,10.045,
2013-07,9.865,
2013-08,7.139,
2013-09,7.960,
2013-10,7.706,
2013-11,7.307,
2013-12,9.858,
2014-01,7.046,
2014-02,7.207,
2014-03,6.877,
2014-04,6.468,
2014-05,6.473,
2014-06,8.528,
2014-07,7.393,
2014-08,8.597,
2014-09,6.557,
2014-10,5.627,
2014-11,6.397,
2014-12,7.597,Provisional value
