"",BBDE1.M.DE.Y.AEB1.N2C300000.F.C.I10.A,BBDE1.M.DE.Y.AEB1.N2C300000.F.C.I10.A_FLAGS
"",Orders received from the domestic market / At constant prices / Germany / 30 Manufacture of other transport equipment / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:17,
1991-01,79.6,
1991-02,55.5,
1991-03,61.3,
1991-04,48.9,
1991-05,68.0,
1991-06,62.3,
1991-07,85.3,
1991-08,75.5,
1991-09,57.8,
1991-10,79.8,
1991-11,99.7,
1991-12,66.0,
1992-01,102.5,
1992-02,67.2,
1992-03,69.5,
1992-04,93.4,
1992-05,72.4,
1992-06,79.4,
1992-07,52.0,
1992-08,62.3,
1992-09,80.3,
1992-10,68.1,
1992-11,50.6,
1992-12,60.5,
1993-01,64.6,
1993-02,46.0,
1993-03,74.7,
1993-04,67.6,
1993-05,63.8,
1993-06,53.2,
1993-07,73.9,
1993-08,59.6,
1993-09,78.3,
1993-10,74.8,
1993-11,53.2,
1993-12,93.5,
1994-01,68.4,
1994-02,110.1,
1994-03,72.2,
1994-04,69.4,
1994-05,55.6,
1994-06,61.3,
1994-07,76.3,
1994-08,62.6,
1994-09,66.4,
1994-10,46.2,
1994-11,70.4,
1994-12,84.2,
1995-01,66.6,
1995-02,59.8,
1995-03,66.4,
1995-04,80.2,
1995-05,197.2,
1995-06,67.7,
1995-07,245.4,
1995-08,78.2,
1995-09,133.7,
1995-10,132.7,
1995-11,270.8,
1995-12,68.5,
1996-01,78.6,
1996-02,91.1,
1996-03,76.2,
1996-04,72.3,
1996-05,70.5,
1996-06,167.9,
1996-07,65.7,
1996-08,74.4,
1996-09,59.3,
1996-10,44.4,
1996-11,67.5,
1996-12,66.8,
1997-01,59.3,
1997-02,73.8,
1997-03,68.6,
1997-04,59.9,
1997-05,72.7,
1997-06,73.7,
1997-07,66.8,
1997-08,69.8,
1997-09,116.0,
1997-10,85.8,
1997-11,67.4,
1997-12,78.2,
1998-01,178.4,
1998-02,129.7,
1998-03,83.4,
1998-04,101.4,
1998-05,74.6,
1998-06,62.3,
1998-07,171.4,
1998-08,73.1,
1998-09,160.3,
1998-10,76.8,
1998-11,78.5,
1998-12,45.8,
1999-01,75.7,
1999-02,93.0,
1999-03,73.1,
1999-04,63.0,
1999-05,72.3,
1999-06,66.9,
1999-07,68.4,
1999-08,101.1,
1999-09,89.2,
1999-10,172.8,
1999-11,86.7,
1999-12,63.6,
2000-01,76.1,
2000-02,100.5,
2000-03,106.8,
2000-04,111.9,
2000-05,80.5,
2000-06,232.0,
2000-07,103.1,
2000-08,72.4,
2000-09,82.6,
2000-10,85.3,
2000-11,91.8,
2000-12,93.6,
2001-01,89.9,
2001-02,65.8,
2001-03,147.4,
2001-04,97.5,
2001-05,103.7,
2001-06,77.9,
2001-07,77.6,
2001-08,83.3,
2001-09,71.1,
2001-10,75.5,
2001-11,98.4,
2001-12,122.8,
2002-01,74.4,
2002-02,73.5,
2002-03,80.9,
2002-04,91.8,
2002-05,72.5,
2002-06,80.9,
2002-07,99.4,
2002-08,70.9,
2002-09,62.4,
2002-10,74.3,
2002-11,67.4,
2002-12,110.6,
2003-01,90.6,
2003-02,93.3,
2003-03,74.7,
2003-04,72.8,
2003-05,84.2,
2003-06,155.0,
2003-07,72.9,
2003-08,71.9,
2003-09,94.3,
2003-10,103.6,
2003-11,71.5,
2003-12,99.4,
2004-01,73.8,
2004-02,113.3,
2004-03,111.4,
2004-04,85.4,
2004-05,68.2,
2004-06,93.0,
2004-07,70.5,
2004-08,80.4,
2004-09,73.5,
2004-10,89.0,
2004-11,69.3,
2004-12,214.5,
2005-01,90.5,
2005-02,102.9,
2005-03,112.2,
2005-04,107.6,
2005-05,108.5,
2005-06,159.3,
2005-07,93.4,
2005-08,101.1,
2005-09,102.3,
2005-10,107.6,
2005-11,99.2,
2005-12,81.9,
2006-01,97.3,
2006-02,82.8,
2006-03,115.9,
2006-04,80.2,
2006-05,81.9,
2006-06,87.5,
2006-07,96.7,
2006-08,152.5,
2006-09,192.1,
2006-10,99.5,
2006-11,86.7,
2006-12,81.6,
2007-01,91.7,
2007-02,97.2,
2007-03,77.6,
2007-04,130.2,
2007-05,113.8,
2007-06,206.3,
2007-07,125.0,
2007-08,92.6,
2007-09,76.5,
2007-10,130.8,
2007-11,119.1,
2007-12,79.6,
2008-01,98.4,
2008-02,89.9,
2008-03,84.4,
2008-04,110.9,
2008-05,85.3,
2008-06,67.8,
2008-07,81.1,
2008-08,100.2,
2008-09,85.8,
2008-10,87.4,
2008-11,71.6,
2008-12,82.0,
2009-01,163.6,
2009-02,53.0,
2009-03,74.9,
2009-04,76.8,
2009-05,151.4,
2009-06,93.5,
2009-07,411.8,
2009-08,110.4,
2009-09,91.3,
2009-10,83.3,
2009-11,67.0,
2009-12,98.0,
2010-01,252.1,
2010-02,64.3,
2010-03,95.9,
2010-04,78.1,
2010-05,90.0,
2010-06,69.9,
2010-07,70.8,
2010-08,65.5,
2010-09,98.5,
2010-10,86.0,
2010-11,136.4,
2010-12,112.6,
2011-01,79.9,
2011-02,114.4,
2011-03,70.2,
2011-04,80.4,
2011-05,569.5,
2011-06,95.2,
2011-07,69.6,
2011-08,86.4,
2011-09,94.4,
2011-10,83.9,
2011-11,107.3,
2011-12,159.1,
2012-01,80.8,
2012-02,70.9,
2012-03,174.4,
2012-04,93.6,
2012-05,77.2,
2012-06,72.8,
2012-07,89.9,
2012-08,72.6,
2012-09,92.8,
2012-10,116.3,
2012-11,103.0,
2012-12,90.0,
2013-01,107.5,
2013-02,132.7,
2013-03,102.5,
2013-04,100.6,
2013-05,81.3,
2013-06,120.4,
2013-07,155.4,
2013-08,137.0,
2013-09,100.7,
2013-10,77.8,
2013-11,99.1,
2013-12,94.7,
2014-01,97.8,
2014-02,77.7,
2014-03,151.4,
2014-04,102.1,
2014-05,103.2,
2014-06,70.6,
2014-07,91.5,
2014-08,92.4,
2014-09,75.7,
2014-10,145.9,
2014-11,72.8,
2014-12,88.5,Provisional value
