"",BBK01.BQ9067,BBK01.BQ9067_FLAGS
"",General government debt as defined in the Maastricht Treaty - Germany - local government,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:34:21,
2000-01,111265,
2000-04,111717,
2000-07,111885,
2000-10,107237,
2001-01,107562,
2001-04,108205,
2001-07,107726,
2001-10,107901,
2002-01,108479,
2002-04,109105,
2002-07,109412,
2002-10,109559,
2003-01,110497,
2003-04,113469,
2003-07,114820,
2003-10,116577,
2004-01,118147,
2004-04,118996,
2004-07,119644,
2004-10,121252,
2005-01,121775,
2005-04,123366,
2005-07,123560,
2005-10,124810,
2006-01,126503,
2006-04,127489,
2006-07,126681,
2006-10,127381,
2007-01,126578,
2007-04,126649,
2007-07,125206,
2007-10,125528,
2008-01,123914,
2008-04,124652,
2008-07,123842,
2008-10,125590,
2009-01,126610,
2009-04,127907,
2009-07,129115,
2009-10,132043,
2010-01,133381,Provisional value
2010-04,135840,Provisional value
2010-07,137798,Provisional value
2010-10,137416,Provisional value
2011-01,139988,Provisional value
2011-04,141101,Provisional value
2011-07,141336,Provisional value
2011-10,141768,Provisional value
2012-01,145085,Provisional value
2012-04,144413,Provisional value
2012-07,143814,Provisional value
2012-10,145624,Provisional value
2013-01,147039,Provisional value
2013-04,146723,Provisional value
2013-07,147394,Provisional value
2013-10,148181,Provisional value
2014-01,147543,Provisional value
2014-04,148339,Provisional value
2014-07,148657,Provisional value
