"",BBK01.QU1035,BBK01.QU1035_FLAGS
"","Banks in Germany: Claims on non-residents, total / Poland / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:55,
1982-06,3.387,
1982-07,3.366,
1982-08,3.450,
1982-09,3.490,
1982-10,3.480,
1982-11,3.426,
1982-12,3.472,
1983-01,3.431,
1983-02,3.301,
1983-03,3.094,
1983-04,3.132,
1983-05,3.112,
1983-06,3.083,
1983-07,3.089,
1983-08,3.070,
1983-09,3.038,
1983-10,3.037,
1983-11,3.013,
1983-12,2.893,
1984-01,2.866,
1984-02,2.808,
1984-03,2.754,
1984-04,2.755,
1984-05,2.735,
1984-06,2.728,
1984-07,2.734,
1984-08,2.697,
1984-09,2.686,
1984-10,2.607,
1984-11,2.586,
1984-12,2.555,
1985-01,2.525,
1985-02,2.542,
1985-03,2.425,
1985-04,2.393,
1985-05,2.364,
1985-06,2.359,
1985-07,2.340,
1985-08,2.312,
1985-09,2.208,
1985-10,2.172,
1985-11,2.168,
1985-12,2.621,
1986-01,2.570,
1986-02,2.535,
1986-03,2.530,
1986-04,2.523,
1986-05,2.528,
1986-06,2.502,
1986-07,2.508,
1986-08,2.502,
1986-09,2.516,
1986-10,2.480,
1986-11,2.461,
1986-12,2.464,
1987-01,2.453,
1987-02,2.442,
1987-03,2.432,
1987-04,2.412,
1987-05,2.390,
1987-06,2.379,
1987-07,2.378,
1987-08,2.371,
1987-09,2.359,
1987-10,2.329,
1987-11,2.329,
1987-12,2.305,
1988-01,2.306,
1988-02,2.291,
1988-03,2.292,
1988-04,2.262,
1988-05,2.245,
1988-06,2.242,
1988-07,2.235,
1988-08,2.221,
1988-09,2.235,
1988-10,2.238,
1988-11,2.270,
1988-12,2.413,
1989-01,2.412,
1989-02,2.401,
1989-03,2.392,
1989-04,2.342,
1989-05,2.323,
1989-06,2.300,
1989-07,2.319,
1989-08,2.312,
1989-09,2.291,
1989-10,2.290,
1989-11,2.408,
1989-12,2.402,
1990-01,2.479,
1990-02,2.478,
1990-03,2.485,
1990-04,2.458,
1990-05,2.460,
1990-06,2.512,
1990-07,2.512,
1990-08,2.517,
1990-09,2.524,
1990-10,2.500,
1990-11,2.135,
1990-12,2.130,
1991-01,2.165,
1991-02,3.221,
1991-03,3.384,
1991-04,3.405,
1991-05,3.404,
1991-06,3.438,
1991-07,3.443,
1991-08,3.465,
1991-09,3.486,
1991-10,3.503,
1991-11,3.499,
1991-12,3.529,
1992-01,3.551,
1992-02,3.704,
1992-03,3.574,
1992-04,3.626,
1992-05,3.604,
1992-06,3.559,
1992-07,3.613,
1992-08,3.633,
1992-09,3.661,
1992-10,3.665,
1992-11,3.685,
1992-12,3.662,
1993-01,3.646,
1993-02,3.650,
1993-03,3.616,
1993-04,3.597,
1993-05,3.587,
1993-06,3.584,
1993-07,3.608,
1993-08,3.568,
1993-09,3.534,
1993-10,3.487,
1993-11,3.429,
1993-12,3.419,
1994-01,3.541,
1994-02,3.505,
1994-03,3.500,
1994-04,3.477,
1994-05,3.433,
1994-06,3.387,
1994-07,2.438,
1994-08,2.416,
1994-09,2.367,
1994-10,1.974,
1994-11,1.607,
1994-12,1.364,
1995-01,1.259,
1995-02,1.260,
1995-03,1.222,
1995-04,1.187,
1995-05,1.150,
1995-06,1.179,
1995-07,1.152,
1995-08,1.194,
1995-09,1.149,
1995-10,1.143,
1995-11,1.156,
1995-12,1.154,
1996-01,1.192,
1996-02,1.201,
1996-03,1.255,
1996-04,1.198,
1996-05,1.302,
1996-06,1.325,
1996-07,1.251,
1996-08,1.269,
1996-09,1.284,
1996-10,1.274,
1996-11,1.288,
1996-12,1.405,
1997-01,1.479,
1997-02,1.554,
1997-03,1.650,
1997-04,1.649,
1997-05,1.766,
1997-06,1.800,
1997-07,1.668,
1997-08,1.685,
