"",BBK01.PQL357,BBK01.PQL357_FLAGS
"",Lending to domestic enterprises / Long-term / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:46,
1968-10,1.274,
1969-01,1.326,
1969-04,1.380,
1969-07,1.454,
1969-10,1.527,
1970-01,1.579,
1970-04,1.637,
1970-07,1.705,
1970-10,1.787,
1971-01,1.849,
1971-04,1.926,
1971-07,2.031,
1971-10,2.133,
1972-01,2.224,
1972-04,2.338,
1972-07,2.463,
1972-10,2.620,
1973-01,2.740,
1973-04,2.836,
1973-07,2.909,
1973-10,3.183,
1974-01,3.216,
1974-04,3.270,
1974-07,3.329,
1974-10,3.411,
1975-01,3.462,
1975-04,3.553,
1975-07,3.689,
1975-10,3.880,
1976-01,3.993,
1976-04,4.128,
1976-07,4.294,
1976-10,4.524,
1977-01,4.628,
1977-04,4.782,
1977-07,4.956,
1977-10,5.135,
1978-01,5.218,
1978-04,5.386,
1978-07,5.615,
1978-10,5.921,
1979-01,6.107,
1979-04,6.386,
1979-07,6.721,
1979-10,7.160,
1980-01,7.478,
1980-04,7.745,
1980-07,8.047,
1980-10,8.454,
1981-01,8.528,
1981-04,8.712,
1981-07,8.893,
1981-10,8.997,
1982-01,9.129,
1982-04,9.239,
1982-07,9.346,
1982-10,9.559,
1983-01,9.649,
1983-04,9.943,
1983-07,10.001,
1983-10,10.254,
1984-01,10.348,
1984-04,10.455,
1984-07,10.599,
1984-10,10.763,
1985-01,10.800,
1985-04,10.872,
1985-07,10.910,
1985-10,11.734,
1986-01,11.692,
1986-04,11.839,
1986-07,11.895,
1986-10,12.048,
1987-01,12.045,
1987-04,12.111,
1987-07,12.191,
1987-10,12.336,
1988-01,12.384,
1988-04,12.493,
1988-07,12.613,
1988-10,12.742,
1989-01,12.806,
1989-04,12.921,
1989-07,13.012,
1989-10,13.134,
1990-01,13.262,
1990-04,13.876,
1990-07,14.268,
1990-10,14.681,
1991-01,14.539,
1991-04,14.384,
1991-07,14.645,
1991-10,15.020,
1992-01,15.301,
1992-04,15.711,
1992-07,16.124,
1992-10,16.316,
1993-01,16.545,
1993-04,17.073,
1993-07,17.477,
1993-10,18.295,
1994-01,18.817,
1994-04,19.409,
1994-07,19.960,
1994-10,20.483,
1995-01,21.418,
1995-04,22.076,
1995-07,22.608,
1995-10,23.147,
1996-01,23.423,
1996-04,24.148,
1996-07,24.501,
1996-10,25.095,
1997-01,25.079,
1997-04,25.836,
1997-07,26.491,
1997-10,27.237,
1998-01,27.504,
1998-04,27.946,
1998-07,28.732,
1998-10,30.076,
1999-01,21.837,
1999-04,22.602,
1999-07,23.036,
1999-10,23.897,
2000-01,24.126,
2000-04,24.575,
2000-07,25.021,
2000-10,25.591,
2001-01,25.790,
2001-04,26.212,
2001-07,26.381,
2001-10,26.849,
2002-01,26.932,
2002-04,27.296,
2002-07,27.478,
2002-10,28.004,
2003-01,27.942,
2003-04,28.350,
2003-07,28.764,
2003-10,29.067,
2004-01,29.160,
2004-04,29.520,
2004-07,29.989,
2004-10,30.247,
2005-01,30.343,
2005-04,30.768,
2005-07,30.552,
2005-10,31.207,
2006-01,31.472,
2006-04,31.915,
2006-07,32.599,
2006-10,33.066,
2007-01,33.599,
2007-04,34.519,
2007-07,35.116,
2007-10,36.074,
2008-01,36.660,
2008-04,37.600,
2008-07,38.693,
2008-10,39.856,
2009-01,40.380,
2009-04,41.369,
2009-07,42.386,
2009-10,43.863,
2010-01,44.522,
2010-04,46.038,
2010-07,47.402,
2010-10,49.381,
2011-01,50.369,
2011-04,51.752,
2011-07,52.041,
2011-10,51.824,
2012-01,52.866,
2012-04,52.925,
2012-07,54.436,
2012-10,56.224,
2013-01,57.324,
2013-04,58.904,
2013-07,60.550,
2013-10,62.393,
2014-01,63.586,
2014-04,65.277,
2014-07,67.038,
2014-10,68.211,
