"",BBK01.QX8493,BBK01.QX8493_FLAGS
"","Foreign branches in euro-area member states: Claims on non-residents, total / All countries / Euro",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:41:09,
1998-07,33.069,
1998-08,32.618,
1998-09,30.968,
1998-10,30.871,
1998-11,31.123,
1998-12,29.123,
1999-01,55.740,
1999-02,50.564,
1999-03,51.276,
1999-04,50.730,
1999-05,56.345,
1999-06,56.123,
1999-07,54.890,
1999-08,56.502,
1999-09,59.715,
1999-10,60.645,
1999-11,66.441,
1999-12,63.022,
2000-01,62.569,
2000-02,67.774,
2000-03,62.337,
2000-04,64.658,
2000-05,63.939,
2000-06,62.817,
2000-07,63.576,
2000-08,66.656,
2000-09,70.989,
2000-10,71.744,
2000-11,69.658,
2000-12,71.883,
2001-01,70.134,
2001-02,68.818,
2001-03,67.882,
2001-04,66.465,
2001-05,64.771,
2001-06,64.130,
2001-07,62.621,
2001-08,63.675,
2001-09,67.204,
2001-10,66.148,
2001-11,66.158,
2001-12,60.954,
2002-01,62.510,
2002-02,64.700,
2002-03,65.208,
2002-04,65.374,
2002-05,66.963,
2002-06,68.561,
2002-07,68.806,
2002-08,65.010,
2002-09,65.085,
2002-10,61.937,
2002-11,63.338,
2002-12,64.132,
2003-01,62.474,
2003-02,65.491,
2003-03,63.884,
2003-04,63.872,
2003-05,62.999,
2003-06,63.862,
2003-07,65.472,
2003-08,64.855,
2003-09,60.863,
2003-10,60.951,
2003-11,60.434,
2003-12,58.830,
2004-01,59.032,
2004-02,62.332,
2004-03,61.818,
2004-04,64.375,
2004-05,66.376,
2004-06,69.000,
2004-07,69.591,
2004-08,66.810,
2004-09,63.606,
2004-10,65.509,
2004-11,66.210,
2004-12,68.538,
2005-01,71.800,
2005-02,77.313,
2005-03,77.502,
2005-04,78.035,
2005-05,80.856,
2005-06,82.860,
2005-07,81.487,
2005-08,82.486,
2005-09,80.993,
2005-10,85.338,
2005-11,85.779,
2005-12,84.087,
2006-01,89.977,
2006-02,88.419,
2006-03,87.332,
2006-04,87.147,
2006-05,76.588,
2006-06,78.501,
2006-07,78.033,
2006-08,80.191,
2006-09,82.350,
2006-10,84.410,
2006-11,82.906,
2006-12,83.136,
2007-01,86.809,
2007-02,89.631,
2007-03,90.701,
2007-04,92.053,
2007-05,91.363,
2007-06,133.309,
2007-07,136.455,
2007-08,128.878,
2007-09,130.845,
2007-10,141.699,
2007-11,140.432,
2007-12,135.791,
2008-01,137.307,
2008-02,133.030,
2008-03,135.560,
2008-04,130.507,
2008-05,135.894,
2008-06,133.073,
2008-07,128.280,
2008-08,126.810,
2008-09,123.163,
2008-10,118.783,
2008-11,113.691,
2008-12,112.901,
2009-01,109.045,
2009-02,111.244,
2009-03,114.430,
2009-04,107.552,
2009-05,105.167,
2009-06,102.035,
2009-07,102.444,
2009-08,97.074,
2009-09,98.442,
2009-10,101.393,
2009-11,95.324,
2009-12,92.647,
2010-01,97.135,
2010-02,97.779,
2010-03,99.044,
2010-04,99.407,
2010-05,99.161,
2010-06,100.091,
2010-07,102.122,
2010-08,95.560,
2010-09,108.196,
2010-10,101.487,
2010-11,101.289,
2010-12,89.293,
2011-01,97.659,
2011-02,89.495,
2011-03,87.499,
2011-04,85.370,
2011-05,86.319,
2011-06,89.226,
2011-07,89.326,
2011-08,94.131,
2011-09,96.990,
2011-10,92.661,
2011-11,93.964,
2011-12,86.617,
2012-01,86.825,
2012-02,90.515,
2012-03,85.082,
2012-04,85.450,
2012-05,85.555,
2012-06,86.782,
2012-07,84.707,
2012-08,81.163,
2012-09,84.775,
2012-10,82.183,
2012-11,82.875,
2012-12,82.821,
2013-01,80.763,
2013-02,81.679,
2013-03,83.915,
2013-04,81.672,
2013-05,86.453,
2013-06,90.617,
2013-07,88.572,
2013-08,80.801,
2013-09,82.292,
2013-10,79.788,
2013-11,80.799,
2013-12,76.224,
2014-01,73.585,
2014-02,73.329,
2014-03,75.787,
2014-04,76.195,
2014-05,74.265,
2014-06,70.061,
2014-07,74.376,
2014-08,74.017,
2014-09,72.979,
2014-10,72.369,
2014-11,75.141,
