"",BBK01.OEHB20H,BBK01.OEHB20H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:17,
2002-01,38.361,
2002-04,38.556,
2002-07,38.875,
2002-10,39.203,
2003-01,39.221,
2003-04,39.560,
2003-07,40.212,
2003-10,40.605,
2004-01,40.458,
2004-04,40.566,
2004-07,40.864,
2004-10,41.112,
2005-01,40.969,
2005-04,41.192,
2005-07,41.636,
2005-10,41.933,
2006-01,41.777,
2006-04,41.932,
2006-07,41.996,
2006-10,41.979,
2007-01,41.521,
2007-04,41.238,
2007-07,41.019,
2007-10,40.887,
2008-01,40.540,
2008-04,40.620,
2008-07,40.747,
2008-10,40.808,
2009-01,40.529,
2009-04,40.469,
2009-07,40.598,
2009-10,40.930,
2010-01,40.800,
2010-04,41.123,
2010-07,41.601,
2010-10,42.013,
2011-01,41.898,
2011-04,42.233,
2011-07,42.608,
2011-10,42.735,
2012-01,42.743,
2012-04,43.124,
2012-07,43.717,
2012-10,44.264,
2013-01,44.486,
2013-04,44.983,
2013-07,45.568,
2013-10,45.852,
2014-01,45.798,
2014-04,46.171,
2014-07,46.753,
