"",BBK01.OEYB17H,BBK01.OEYB17H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:35,
2002-01,28.144,
2002-04,26.386,
2002-07,26.452,
2002-10,26.600,
2003-01,26.766,
2003-04,26.625,
2003-07,26.844,
2003-10,27.044,
2004-01,26.800,
2004-04,26.597,
2004-07,26.334,
2004-10,25.978,
2005-01,25.735,
2005-04,25.468,
2005-07,25.113,
2005-10,24.845,
2006-01,25.707,
2006-04,25.264,
2006-07,25.373,
2006-10,24.981,
2007-01,24.944,
2007-04,24.671,
2007-07,24.810,
2007-10,21.817,
2008-01,21.609,
2008-04,21.524,
2008-07,21.323,
2008-10,20.926,
2009-01,20.809,
2009-04,20.462,
2009-07,20.536,
2009-10,20.606,
2010-01,19.627,
2010-04,19.775,
2010-07,19.785,
2010-10,19.952,
2011-01,20.141,
2011-04,19.698,
2011-07,19.872,
2011-10,19.881,
2012-01,19.987,
2012-04,19.999,
2012-07,20.106,
2012-10,19.561,
2013-01,19.508,
2013-04,19.671,
2013-07,19.696,
2013-10,19.862,
2014-01,19.862,
2014-04,20.168,
2014-07,20.400,
