"",BBK01.OUO008,BBK01.OUO008_FLAGS
"",Other liabilities / Banks majority-owned by foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:19:32,
1985-12,1.007,
1986-01,1.051,
1986-02,1.135,
1986-03,1.195,
1986-04,1.348,
1986-05,1.273,
1986-06,1.176,
1986-07,1.205,
1986-08,1.293,
1986-09,1.292,
1986-10,1.342,
1986-11,1.385,
1986-12,1.210,
1987-01,1.362,
1987-02,1.337,
1987-03,1.368,
1987-04,1.410,
1987-05,1.358,
1987-06,1.400,
1987-07,1.415,
1987-08,1.451,
1987-09,1.584,
1987-10,1.726,
1987-11,1.481,
1987-12,1.378,
1988-01,1.437,
1988-02,1.441,
1988-03,1.475,
1988-04,1.490,
1988-05,1.484,
1988-06,1.722,
1988-07,1.528,
1988-08,1.627,
1988-09,1.717,
1988-10,1.885,
1988-11,1.825,
1988-12,1.655,
1989-01,1.719,
1989-02,1.682,
1989-03,1.657,
1989-04,1.774,
1989-05,1.792,
1989-06,1.926,
1989-07,1.868,
1989-08,1.871,
1989-09,2.225,
1989-10,2.125,
1989-11,2.625,
1989-12,2.221,
1990-01,2.383,
1990-02,2.543,
1990-03,2.567,
1990-04,2.612,
1990-05,2.582,
1990-06,2.729,
1990-07,2.906,
1990-08,3.105,
1990-09,3.104,
1990-10,2.997,
1990-11,3.107,
1990-12,3.140,
1991-01,2.841,
1991-02,3.349,
1991-03,3.378,
1991-04,3.133,
1991-05,3.042,
1991-06,3.051,
1991-07,3.150,
1991-08,3.155,
1991-09,3.134,
1991-10,3.268,
1991-11,3.187,
1991-12,3.389,
1992-01,3.324,
1992-02,3.482,
1992-03,3.641,
1992-04,3.519,
1992-05,3.563,
1992-06,3.612,
1992-07,3.719,
1992-08,3.755,
1992-09,4.155,
1992-10,4.389,
1992-11,4.597,
1992-12,6.033,
1993-01,5.986,
1993-02,6.529,
1993-03,6.943,
1993-04,7.629,
1993-05,7.273,
1993-06,7.599,
1993-07,7.842,
1993-08,8.764,
1993-09,8.955,
1993-10,8.891,
1993-11,9.460,
1993-12,9.432,
1994-01,9.323,
1994-02,9.161,
1994-03,10.717,
1994-04,8.818,
1994-05,8.951,
1994-06,8.795,
1994-07,9.304,
1994-08,8.597,
1994-09,9.361,
1994-10,8.582,
1994-11,8.672,
1994-12,7.729,
1995-01,8.440,
1995-02,11.062,
1995-03,11.836,
1995-04,11.921,
1995-05,12.020,
1995-06,11.903,
1995-07,11.351,
1995-08,12.383,
1995-09,12.894,
1995-10,13.202,
1995-11,12.365,
1995-12,12.082,
1996-01,13.888,
1996-02,13.676,
1996-03,14.186,
1996-04,13.586,
1996-05,14.078,
1996-06,13.515,
1996-07,12.421,
1996-08,12.782,
1996-09,12.343,
1996-10,12.091,
1996-11,12.320,
1996-12,11.173,
1997-01,11.766,
1997-02,12.168,
1997-03,12.196,
1997-04,11.961,
1997-05,11.796,
1997-06,12.715,
1997-07,13.257,
1997-08,13.242,
1997-09,13.441,
1997-10,13.672,
1997-11,14.712,
1997-12,11.052,
1998-01,12.236,
1998-02,12.628,
1998-03,13.899,
1998-04,14.004,
1998-05,15.086,
1998-06,15.208,
1998-07,14.561,
1998-08,15.576,
1998-09,14.071,
1998-10,12.841,
1998-11,12.188,
1998-12,10.548,
1999-01,17.670,
1999-02,17.952,
1999-03,17.795,
1999-04,17.868,
1999-05,17.813,
1999-06,17.516,
1999-07,16.886,
1999-08,17.201,
1999-09,17.061,
1999-10,17.470,
1999-11,17.742,
1999-12,16.592,
2000-01,17.907,
2000-02,17.319,
2000-03,17.597,
2000-04,18.376,
2000-05,18.835,
2000-06,17.062,
2000-07,17.612,
2000-08,17.972,
2000-09,19.082,
2000-10,20.260,
2000-11,21.570,
2000-12,17.599,
2001-01,18.427,
2001-02,18.553,
2001-03,19.071,
2001-04,20.800,
2001-05,21.536,
2001-06,18.670,
2001-07,17.540,
2001-08,17.774,
2001-09,17.701,
2001-10,18.659,
2001-11,18.827,
2001-12,17.665,
2002-01,17.735,
2002-02,17.000,
2002-03,17.855,
2002-04,17.863,
2002-05,25.548,
2002-06,22.681,
2002-07,21.868,
2002-08,22.123,
2002-09,20.779,
2002-10,21.123,
2002-11,20.466,
2002-12,17.439,
2003-01,19.478,
2003-02,19.610,
2003-03,20.312,
2003-04,16.222,
2003-05,17.716,
2003-06,16.274,
2003-07,16.509,
2003-08,16.254,
2003-09,18.635,
2003-10,19.911,
2003-11,19.646,
2003-12,19.723,
2004-01,18.427,
2004-02,17.978,
2004-03,16.150,
2004-04,17.814,
2004-05,17.782,
2004-06,17.656,
2004-07,18.214,
2004-08,18.411,
2004-09,17.237,
2004-10,17.843,
2004-11,18.037,
2004-12,17.801,
2005-01,17.435,
2005-02,17.037,
2005-03,16.573,
2005-04,17.872,
2005-05,18.279,
2005-06,18.847,
2005-07,18.131,
2005-08,17.934,
2005-09,18.796,
2005-10,19.331,
2005-11,20.909,
2005-12,43.306,
2006-01,42.794,
2006-02,45.968,
2006-03,47.111,
2006-04,46.861,
2006-05,46.012,
2006-06,44.761,
2006-07,45.469,
2006-08,44.666,
2006-09,49.048,
2006-10,50.808,
2006-11,53.304,
2006-12,47.706,
2007-01,57.168,
2007-02,63.579,
2007-03,68.673,
2007-04,70.684,
2007-05,65.261,
2007-06,66.891,
2007-07,67.328,
2007-08,71.447,
2007-09,72.795,
2007-10,58.184,
2007-11,56.505,
2007-12,54.680,
2008-01,52.736,
2008-02,54.154,
2008-03,50.212,
2008-04,51.544,
2008-05,52.004,
2008-06,51.013,
2008-07,46.373,
2008-08,46.655,
2008-09,47.756,
2008-10,49.714,
2008-11,50.053,
2008-12,50.797,
2009-01,51.731,
2009-02,52.238,
2009-03,54.430,
2009-04,53.496,
2009-05,53.544,
2009-06,51.845,
2009-07,52.976,
2009-08,52.556,
2009-09,53.488,
2009-10,52.978,
2009-11,53.469,
2009-12,47.649,
2010-01,51.110,
2010-02,47.316,
2010-03,44.189,
2010-04,42.256,
2010-05,40.885,
2010-06,51.499,
2010-07,46.975,
2010-08,39.549,
2010-09,38.946,
2010-10,41.659,
2010-11,42.633,
2010-12,109.784,
2011-01,106.209,
2011-02,103.048,
2011-03,96.485,
2011-04,100.332,
2011-05,103.681,
2011-06,99.773,
2011-07,111.451,
2011-08,117.377,
2011-09,126.063,
2011-10,122.009,
2011-11,124.887,
2011-12,124.853,
2012-01,118.551,
2012-02,119.087,
2012-03,115.609,
2012-04,117.212,
2012-05,138.829,
2012-06,122.166,
2012-07,128.434,
2012-08,127.005,
2012-09,122.177,
2012-10,118.896,
2012-11,113.579,
2012-12,108.713,
2013-01,101.613,
2013-02,101.334,
2013-03,106.358,
2013-04,104.868,
2013-05,95.901,
2013-06,89.151,
2013-07,89.411,
2013-08,85.722,
2013-09,90.047,
2013-10,84.274,
2013-11,85.936,
2013-12,81.484,
2014-01,85.605,
2014-02,85.241,
2014-03,84.174,
2014-04,82.779,
2014-05,84.415,
2014-06,84.302,
2014-07,87.964,
2014-08,95.571,
2014-09,98.729,
2014-10,100.196,
2014-11,102.727,
2014-12,104.214,Provisional value
"","General: Balance sheet item ""Other liabilities"" as well as other securitised liabilities, other fiduciary liabilities, value adjustments, provisions and special reserves. Owing to the treatment of statistical breaks and revisions in the time series, see the section headed ""Data interpretation"" in the ""General notes"". Owing to the Act Modernising AccountingLaw (Gesetz zur Modernisierung des Bilanzrechts) of 25 May 2009, derivative financial instruments in the trading portfolio (trading portfolio derivatives) within the meaning of section 340e (3) sentence 1 of the German Commercial Code (HGB) read in conjunction with section 35 (1) No 1a of the Credit Institution Accounting Regulation (RechKredV) are classified under ""Other assets and liabilities"" as of december 2010 reporting date.",
