"",BBK01.PQ3477,BBK01.PQ3477_FLAGS
"",Housing loans to domestic employees and other individuals / Total / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:25:59,
1968-10,.,No value available
1969-01,.,Value available later
1969-04,.,Value available later
1969-07,.,Value available later
1969-10,.,Value available later
1970-01,.,Value available later
1970-04,.,Value available later
1970-07,.,Value available later
1970-10,.,Value available later
1971-01,.,Value available later
1971-04,.,Value available later
1971-07,.,Value available later
1971-10,.,Value available later
1972-01,.,Value available later
1972-04,.,Value available later
1972-07,.,Value available later
1972-10,.,Value available later
1973-01,.,Value available later
1973-04,.,Value available later
1973-07,.,Value available later
1973-10,.,Value available later
1974-01,.,Value available later
1974-04,.,Value available later
1974-07,.,Value available later
1974-10,.,Value available later
1975-01,.,Value available later
1975-04,.,Value available later
1975-07,.,Value available later
1975-10,.,Value available later
1976-01,.,Value available later
1976-04,.,Value available later
1976-07,.,Value available later
1976-10,.,Value available later
1977-01,.,Value available later
1977-04,.,Value available later
1977-07,.,Value available later
1977-10,.,Value available later
1978-01,.,Value available later
1978-04,.,Value available later
1978-07,.,Value available later
1978-10,.,Value available later
1979-01,.,Value available later
1979-04,.,Value available later
1979-07,.,Value available later
1979-10,.,Value available later
1980-01,.,Value available later
1980-04,.,Value available later
1980-07,.,Value available later
1980-10,18.062,
1981-01,18.786,
1981-04,19.326,
1981-07,19.778,
1981-10,20.483,
1982-01,20.512,
1982-04,20.879,
1982-07,21.264,
1982-10,21.866,
1983-01,21.836,
1983-04,22.212,
1983-07,22.983,
1983-10,24.082,
1984-01,24.249,
1984-04,24.800,
1984-07,25.528,
1984-10,26.357,
1985-01,26.391,
1985-04,26.810,
1985-07,27.347,
1985-10,31.443,
1986-01,31.234,
1986-04,31.493,
1986-07,31.752,
1986-10,32.329,
1987-01,32.055,
1987-04,32.221,
1987-07,32.669,
1987-10,33.446,
1988-01,33.516,
1988-04,34.003,
1988-07,34.682,
1988-10,35.486,
1989-01,35.661,
1989-04,36.423,
1989-07,37.271,
1989-10,38.586,
1990-01,38.704,
1990-04,39.309,
1990-07,40.528,
1990-10,41.973,
1991-01,42.057,
1991-04,42.692,
1991-07,43.886,
1991-10,45.585,
1992-01,46.272,
1992-04,47.467,
1992-07,49.129,
1992-10,51.169,
1993-01,52.063,
1993-04,53.421,
1993-07,55.089,
1993-10,57.890,
1994-01,59.351,
1994-04,61.896,
1994-07,64.864,
1994-10,68.835,
1995-01,70.308,
1995-04,72.514,
1995-07,74.708,
1995-10,77.612,
1996-01,77.775,
1996-04,79.565,
1996-07,81.384,
1996-10,83.807,
1997-01,84.296,
1997-04,86.108,
1997-07,88.707,
1997-10,91.015,
1998-01,91.687,
1998-04,92.939,
1998-07,94.611,
1998-10,96.456,
1999-01,95.312,
1999-04,96.648,
1999-07,100.106,
1999-10,108.260,
2000-01,109.098,
2000-04,110.633,
2000-07,112.687,
2000-10,114.564,
2001-01,114.934,
2001-04,115.878,
2001-07,117.470,
2001-10,118.775,
2002-01,118.977,
2002-04,121.057,
2002-07,122.621,
2002-10,124.548,
2003-01,122.474,
2003-04,125.003,
2003-07,127.286,
2003-10,130.648,
2004-01,131.515,
2004-04,133.346,
2004-07,135.847,
2004-10,137.401,
2005-01,137.446,
2005-04,139.021,
2005-07,141.434,
2005-10,143.834,
2006-01,144.844,
2006-04,146.555,
2006-07,148.599,
2006-10,150.044,
2007-01,150.239,
2007-04,150.998,
2007-07,152.979,
2007-10,153.487,
2008-01,153.169,
2008-04,153.841,
2008-07,154.862,
2008-10,155.282,
2009-01,155.136,
2009-04,156.364,
2009-07,158.386,
2009-10,159.997,
2010-01,160.033,
2010-04,161.372,
2010-07,163.569,
2010-10,165.670,
2011-01,166.620,
2011-04,168.900,
2011-07,171.423,
2011-10,173.805,
2012-01,174.663,
2012-04,174.250,
2012-07,177.153,
2012-10,179.683,
2013-01,180.818,
2013-04,183.371,
2013-07,186.810,
2013-10,189.301,
2014-01,190.454,
2014-04,192.968,
2014-07,196.459,
2014-10,199.195,
